"","node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","time","age","type","organ","length","K_type"
"1",0,1,1,0,0,-2,-0.021,-0.003,-2.0977,0.0056,0.0311,12,1,2,0.0999764472263344,1
"2",1,2,1,-0.021,-0.003,-2.0977,-0.0741,-0.0088,-2.3126,0.0056,0.1,12,1,2,0.221439066110748,1
"3",2,3,1,-0.0741,-0.0088,-2.3126,-0.106,-0.0187,-2.4757,0.0056,0.1517,12,1,2,0.166484924242407,1
"4",3,4,1,-0.106,-0.0187,-2.4757,-0.1306,-0.0308,-2.6328,0.0056,0.2013,12,1,2,0.159474073127891,1
"5",4,5,1,-0.1306,-0.0308,-2.6328,-0.1659,-0.0482,-2.8152,0.0056,0.2594,12,1,2,0.186597454430654,1
"6",5,6,1,-0.1659,-0.0482,-2.8152,-0.2192,-0.059,-3.1246,0.0056,0.357,12,1,2,0.314143104333041,1
"7",6,7,1,-0.2192,-0.059,-3.1246,-0.2415,-0.067,-3.3247,0.0056,0.4197,12,1,2,0.201497642666112,1
"8",7,8,1,-0.2415,-0.067,-3.3247,-0.256,-0.0755,-3.4886,0.0056,0.471,12,1,2,0.164759552075138,1
"9",8,9,1,-0.256,-0.0755,-3.4886,-0.2713,-0.0756,-3.7027,0.0056,0.5377,12,1,2,0.214646010910988,1
"10",9,10,1,-0.2713,-0.0756,-3.7027,-0.2831,-0.0855,-3.9902,0.0056,0.6272,12,1,2,0.287912313039925,1
"11",10,11,1,-0.2831,-0.0855,-3.9902,-0.2884,-0.0904,-4.1259,0.0056,0.6695,12,1,2,0.135891831984118,1
"12",11,12,1,-0.2884,-0.0904,-4.1259,-0.2966,-0.0994,-4.3549,0.0056,0.7408,12,1,2,0.229323439709071,1
"13",12,13,1,-0.2966,-0.0994,-4.3549,-0.2972,-0.1098,-4.5657,0.0056,0.8064,12,1,2,0.211057243419883,1
"14",13,14,1,-0.2972,-0.1098,-4.5657,-0.3138,-0.1217,-4.917,0.0056,0.9159,12,1,2,0.351893250858837,1
"15",14,15,1,-0.3138,-0.1217,-4.917,-0.3284,-0.1288,-5.2337,0.0056,1.0145,12,1,2,0.317115846340103,1
"16",15,16,1,-0.3284,-0.1288,-5.2337,-0.3109,-0.1232,-5.5207,0.0056,1.1039,12,1,2,0.287587569272387,1
"17",16,17,1,-0.3109,-0.1232,-5.5207,-0.2987,-0.0984,-5.7679,0.0056,1.1813,12,1,2,0.24874026614121,1
"18",17,18,1,-0.2987,-0.0984,-5.7679,-0.2814,-0.0668,-6.0467,0.0056,1.2687,12,1,2,0.281117928990664,1
"19",18,19,1,-0.2814,-0.0668,-6.0467,-0.2756,-0.0521,-6.1764,0.0056,1.3093,12,1,2,0.130659174955301,1
