"","Cc","age","sam"
"1",0.0667303963885014,0.2,1
"2",0.0933440553920371,0.3,1
"3",0.131831009885002,0.4,1
"4",0.154544690804678,0.5,1
"5",0.187053478449854,0.6,1
"6",0.232556626227181,0.7,1
"7",0.268178225726908,0.8,1
"8",0.293727008176075,0.9,1
"9",0.334943702432688,1,1
"10",0.351154529937028,1.1,1
"11",0.403282127189831,1.2,1
"12",0.436787464816229,1.3,1
"13",0.464982101444797,1.4,1
"14",0.505100986149006,1.5,1
"15",0.529149122501993,1.6,1
"16",0.564318535793452,1.7,1
"17",0.602142736560504,1.8,1
"18",0.624304674421449,1.9,1
"19",0.670519682554095,2,1
"20",0.692384072961872,2.1,1
"21",0.725235138732816,2.2,1
"22",0.775097502439002,2.3,1
"23",0.800934654018432,2.4,1
"24",0.83584364611725,2.5,1
"25",0.860078931629355,2.6,1
"26",0.902520466885554,2.7,1
"27",0.940482439082311,2.8,1
"28",0.956338152413771,2.9,1
"29",0.994932630779157,3,1
"30",1.02771438568782,3.1,1
"31",1.06062994371923,3.2,1
"32",1.09678833705655,3.3,1
"33",1.13564229167653,3.4,1
"34",1.16869864626727,3.5,1
"35",1.19398789961159,3.6,1
"36",1.28530350241698,3.7,1
"37",1.32603538837776,3.8,1
"38",1.37700033585435,3.9,1
"39",1.40282048373647,4,1
"40",1.50572392211944,4.1,1
"41",1.55748501741994,4.2,1
"42",1.64347354725401,4.3,1
"43",1.79059343907622,4.4,1
"44",1.94571843118158,4.5,1
"45",2.01395896424916,4.6,1
"46",2.06533992024503,4.7,1
"47",2.1361456739628,4.8,1
"48",2.18155810402005,4.9,1
"49",2.24750302776065,5,1
"50",2.40517712608112,5.1,1
"51",2.47893280295109,5.2,1
"52",2.62829387343842,5.3,1
"53",2.72117131143989,5.4,1
"54",2.75642881908914,5.5,1
"55",2.84710350367136,5.6,1
"56",2.9556956710191,5.7,1
"57",3.08106077064612,5.8,1
"58",3.218288155964,5.9,1
"59",3.33314971669679,6,1
"60",3.49852160340784,6.1,1
"61",3.60349663351642,6.2,1
"62",3.6779841480283,6.3,1
"63",3.80731846583203,6.4,1
"64",3.92589886923012,6.5,1
"65",4.11355133698705,6.6,1
"66",4.22086861004308,6.7,1
"67",4.36199360300773,6.8,1
"68",4.53212172938631,6.9,1
"69",4.68812752552509,7,1
"70",4.77809123985893,7.1,1
"71",5.01877268745427,7.2,1
"72",5.1798447368241,7.3,1
"73",5.37091870056728,7.4,1
"74",5.53431159248685,7.5,1
"75",5.65232524221475,7.6,1
"76",5.83434030044004,7.7,1
"77",5.91775264856935,7.8,1
"78",6.04185634368021,7.9,1
"79",6.30079102994278,8,1
"80",6.54538867224696,8.1,1
"81",6.59000239300881,8.2,1
"82",6.74692180899107,8.3,1
"83",6.93297321343158,8.4,1
"84",7.02014347697115,8.5,1
"85",7.36412868257626,8.6,1
"86",7.61604093912504,8.7,1
"87",7.82113575843631,8.8,1
"88",8.18201047728822,8.9,1
"89",0.00580780852102183,0.2,2
"90",0.0199248726638325,0.3,2
"91",0.0297402575240812,0.4,2
"92",0.0313936152216371,0.5,2
"93",0.0393182429964047,0.6,2
"94",0.0516266796065149,0.7,2
"95",0.0516266796065149,0.8,2
"96",0.0642931710970183,0.9,2
"97",0.0732989413368026,1,2
"98",0.0793596546524055,1.1,2
"99",0.0905718292102894,1.2,2
"100",0.0905718292102894,1.3,2
"101",0.102678015336998,1.4,2
"102",0.11113037127715,1.5,2
"103",0.11113037127715,1.6,2
"104",0.125346070261376,1.7,2
"105",0.134594296849856,1.8,2
"106",0.147283082852566,1.9,2
"107",0.147283082852566,2,2
"108",0.159729569230571,2.1,2
"109",0.159729569230571,2.2,2
"110",0.174224078419787,2.3,2
"111",0.178776691905179,2.4,2
"112",0.192643572152065,2.5,2
"113",0.251093685518924,2.6,2
"114",0.266812939231672,2.7,2
"115",0.266812939231672,2.8,2
"116",0.279903733989335,2.9,2
"117",0.343999620387049,3,2
"118",0.391668330062275,3.1,2
"119",0.391668330062275,3.2,2
"120",0.40565965735294,3.3,2
"121",0.440920056238264,3.4,2
"122",0.499371151532503,3.5,2
"123",0.559116967433156,3.6,2
"124",0.559116967433156,3.7,2
"125",0.607904037492205,3.8,2
"126",0.711571528950888,3.9,2
"127",0.711571528950888,4,2
"128",0.761471415690769,4.1,2
"129",0.761471415690769,4.2,2
"130",0.866315558281856,4.3,2
"131",0.878591085754617,4.4,2
