"","node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","time","age","type","organ","length","K_type"
"1",0,1,1,0,0,-2,0.0169,-0.0033,-2.0985,0.0062,0.0271,12,1,2,0.0999937498046753,1
"2",1,2,1,0.0169,-0.0033,-2.0985,0.0257,-0.0052,-2.1583,0.0062,0.0435,12,1,2,0.0604738786584754,1
"3",2,3,1,0.0257,-0.0052,-2.1583,0.0643,-0.0235,-2.5631,0.0062,0.1538,12,1,2,0.407047773608946,1
"4",3,4,1,0.0643,-0.0235,-2.5631,0.0973,-0.0812,-3.0547,0.0062,0.2883,12,1,2,0.496073432064246,1
"5",4,5,1,0.0973,-0.0812,-3.0547,0.107,-0.1139,-3.2375,0.0062,0.3387,12,1,2,0.185954887002197,1
"6",5,6,1,0.107,-0.1139,-3.2375,0.1324,-0.1333,-3.541,0.0062,0.4214,12,1,2,0.305178259382938,1
"7",6,7,1,0.1324,-0.1333,-3.541,0.1672,-0.1663,-4.0386,0.0062,0.557,12,1,2,0.499905791124688,1
"8",7,8,1,0.1672,-0.1663,-4.0386,0.1721,-0.1736,-4.1654,0.0062,0.5914,12,1,2,0.127104445240912,1
"9",8,9,1,0.1721,-0.1736,-4.1654,0.1511,-0.1979,-4.6081,0.0062,0.7117,12,1,2,0.443863469999504,1
"10",9,10,1,0.1511,-0.1979,-4.6081,0.1235,-0.231,-4.9975,0.0062,0.8179,12,1,2,0.391777653778262,1
"11",10,11,1,0.1235,-0.231,-4.9975,0.0815,-0.2686,-5.436,0.0062,0.9378,12,1,2,0.442108595256867,1
"12",11,12,1,0.0815,-0.2686,-5.436,0.0638,-0.2914,-5.7562,0.0062,1.0249,12,1,2,0.321498320368863,1
"13",12,13,1,0.0638,-0.2914,-5.7562,0.0459,-0.2776,-6.2557,0.0062,1.1605,12,1,2,0.500011099876793,1
"14",13,14,1,0.0459,-0.2776,-6.2557,0.0462,-0.2768,-6.2935,0.0062,1.1707,12,1,2,0.0378096548516379,1
"15",14,15,1,0.0462,-0.2768,-6.2935,0.0389,-0.2677,-6.7042,0.0062,1.2821,12,1,2,0.410865659309707,1
