"","Time","Krs","sam","soil_type","loc"
"3659",1.6,2.76647974255434e-05,92,"loam","Palermo, Italy"
"3660",1.8,2.78278475218514e-05,92,"loam","Palermo, Italy"
"3661",2,2.78585226461765e-05,92,"loam","Palermo, Italy"
"3662",2.2,2.78921468136431e-05,92,"loam","Palermo, Italy"
"3663",2.4,2.79149182084193e-05,92,"loam","Palermo, Italy"
"3664",2.6,2.79202918266088e-05,92,"loam","Palermo, Italy"
"3665",2.8,2.79237270048964e-05,92,"loam","Palermo, Italy"
"3666",3,2.79257211776003e-05,92,"loam","Palermo, Italy"
"3667",3.2,2.79265090868703e-05,92,"loam","Palermo, Italy"
"3668",3.4,2.79270833233078e-05,92,"loam","Palermo, Italy"
"3669",3.6,3.22348456751486e-05,92,"loam","Palermo, Italy"
