"","node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","time","age","type","organ","length","K_type"
"1",0,1,1,0,0,-2,-0.0185,0.0072,-2.098,0.0069,0.0212,12,1,2,0.0999904495439438,1
"2",1,2,1,-0.0185,0.0072,-2.098,-0.086,0.0464,-2.4711,0.0069,0.1019,12,1,2,0.381177780044955,1
"3",2,3,1,-0.086,0.0464,-2.4711,-0.132,0.0771,-2.7384,0.0069,0.1597,12,1,2,0.272961132764355,1
"4",3,4,1,-0.132,0.0771,-2.7384,-0.1751,0.1367,-3.0978,0.0069,0.2374,12,1,2,0.366848919856662,1
"5",4,5,1,-0.1751,0.1367,-3.0978,-0.1906,0.1553,-3.2125,0.0069,0.2622,12,1,2,0.117227556487372,1
"6",5,6,1,-0.1906,0.1553,-3.2125,-0.244,0.223,-3.7014,0.0069,0.3673,12,1,2,0.496445424996545,1
"7",6,7,1,-0.244,0.223,-3.7014,-0.2588,0.2472,-3.8955,0.0069,0.4088,12,1,2,0.196161897421492,1
"8",7,8,1,-0.2588,0.2472,-3.8955,-0.2577,0.2956,-4.2653,0.0069,0.4878,12,1,2,0.37295550672969,1
"9",8,9,1,-0.2577,0.2956,-4.2653,-0.2265,0.3008,-4.5773,0.0069,0.5542,12,1,2,0.313599234692944,1
"10",9,10,1,-0.2265,0.3008,-4.5773,-0.1824,0.2929,-4.8625,0.0069,0.6154,12,1,2,0.288697523370049,1
"11",10,11,1,-0.1824,0.2929,-4.8625,-0.1634,0.2934,-5.0028,0.0069,0.6453,12,1,2,0.141581566596785,1
"12",11,12,1,-0.1634,0.2934,-5.0028,-0.146,0.2949,-5.1019,0.0069,0.6666,12,1,2,0.100627133517755,1
"13",12,13,1,-0.146,0.2949,-5.1019,-0.1026,0.3048,-5.406,0.0069,0.7317,12,1,2,0.30734082058848,1
"14",13,14,1,-0.1026,0.3048,-5.406,-0.0749,0.3161,-5.7018,0.0069,0.7947,12,1,2,0.297308963874284,1
"15",14,15,1,-0.0749,0.3161,-5.7018,-0.0575,0.3252,-6.041,0.0069,0.8666,12,1,2,0.339767876645218,1
"16",15,16,1,-0.0575,0.3252,-6.041,-0.0416,0.3344,-6.2983,0.0069,0.9212,12,1,2,0.257954918541981,1
"17",16,17,1,-0.0416,0.3344,-6.2983,-0.0132,0.3364,-6.6584,0.0069,0.9977,12,1,2,0.361223711846274,1
"18",17,18,1,-0.0132,0.3364,-6.6584,0.0194,0.3404,-6.9699,0.0069,1.064,12,1,2,0.313226770886525,1
"19",18,19,1,0.0194,0.3404,-6.9699,0.0086,0.36,-7.3318,0.0069,1.1408,12,1,2,0.362591243689089,1
"20",19,20,1,0.0086,0.36,-7.3318,0.005,0.3672,-7.4542,0.0069,1.1668,12,1,2,0.122664420269286,1
"21",20,21,1,0.005,0.3672,-7.4542,0.0182,0.385,-7.7474,0.0069,1.229,12,1,2,0.294036256267828,1
"22",21,22,1,0.0182,0.385,-7.7474,0.0344,0.3676,-8.0845,0.0069,1.3006,12,1,2,0.337937287081494,1
"23",22,23,1,0.0344,0.3676,-8.0845,0.0431,0.347,-8.4056,0.0069,1.3688,12,1,2,0.321877709697332,1
"24",23,24,1,0.0431,0.347,-8.4056,0.0451,0.3312,-8.5996,0.0069,1.41,12,1,2,0.194652613648007,1
"25",24,25,1,0.0451,0.3312,-8.5996,0.066,0.302,-8.8776,0.0069,1.4693,12,1,2,0.280309561021381,1
"26",25,26,1,0.066,0.302,-8.8776,0.094,0.2718,-9.2696,0.0069,1.5528,12,1,2,0.394157379735558,1
"27",26,27,1,0.094,0.2718,-9.2696,0.0979,0.2505,-9.6118,0.0069,1.6254,12,1,2,0.342884441175157,1
"28",27,28,1,0.0979,0.2505,-9.6118,0.1099,0.2383,-10.0866,0.0069,1.726,12,1,2,0.475108282394656,1
"29",28,29,1,0.1099,0.2383,-10.0866,0.1126,0.2268,-10.4556,0.0069,1.8042,12,1,2,0.369189030172891,1
"30",29,30,1,0.1126,0.2268,-10.4556,0.1115,0.2167,-10.8099,0.0069,1.8792,12,1,2,0.354445637580716,1
"31",30,31,1,0.1115,0.2167,-10.8099,0.1356,0.1905,-11.1627,0.0069,1.9543,12,1,2,0.354591440957053,1
"32",31,32,1,0.1356,0.1905,-11.1627,0.1885,0.1617,-11.4946,0.0069,2.0257,12,1,2,0.337321004386031,1
"33",32,33,1,0.1885,0.1617,-11.4946,0.2158,0.1515,-11.6673,0.0069,2.0628,12,1,2,0.175141714048937,1
"34",33,34,1,0.2158,0.1515,-11.6673,0.2507,0.1409,-11.9095,0.0069,2.1147,12,1,2,0.24493103110876,1
"35",34,35,1,0.2507,0.1409,-11.9095,0.2659,0.1361,-12.0284,0.0069,2.1401,12,1,2,0.119963702843819,1
"36",35,36,1,0.2659,0.1361,-12.0284,0.3076,0.1069,-12.3719,0.0069,2.2136,12,1,2,0.347251753055331,1
"37",36,37,1,0.3076,0.1069,-12.3719,0.3383,0.0844,-12.6292,0.0069,2.2687,12,1,2,0.260100038446749,1
"38",2,38,4,-0.0185,0.0072,-2.098,-0.4191,0.2917,-2.0055,0.0052,2.3469,11.6256,2,2,0.499976859464516,5
"39",37,39,1,0.3383,0.0844,-12.6292,0.3893,0.0501,-13.0203,0.0069,2.3525,12,1,2,0.395899861076005,1
"40",39,40,1,0.3893,0.0501,-13.0203,0.4328,0.037,-13.3463,0.0069,2.4222,12,1,2,0.329150208871268,1
"41",40,41,1,0.4328,0.037,-13.3463,0.4542,0.0317,-13.5079,0.0069,2.4568,12,1,2,0.163096934367265,1
"42",7,42,9,-0.244,0.223,-3.7014,-0.0562,-0.1542,-3.9706,0.0046,2.479,11.2794,2,2,0.500017319700028,3
"43",41,43,1,0.4542,0.0317,-13.5079,0.4945,0.0168,-13.7948,0.0069,2.5182,12,1,2,0.290099482936459,1
"44",4,44,6,-0.132,0.0771,-2.7384,-0.5506,0.3413,-2.668,0.0047,2.5252,11.4871,2,2,0.499983759736254,3
"45",6,45,8,-0.1906,0.1553,-3.2125,0.017,0.5626,-3.0099,0.0045,2.5564,11.3846,2,2,0.500037808570512,3
"46",43,46,1,0.4945,0.0168,-13.7948,0.5404,0.0011,-14.1136,0.0069,2.5865,12,1,2,0.322469750519331,1
"47",3,47,5,-0.086,0.0464,-2.4711,0.1012,0.2748,-2.0676,0.005,2.6386,11.5449,2,2,0.500022649487,4
"48",8,48,10,-0.2588,0.2472,-3.8955,-0.0936,-0.2216,-3.9499,0.0052,2.6399,11.2379,2,2,0.500023839431681,5
"49",46,49,1,0.5404,0.0011,-14.1136,0.5705,-0.0161,-14.5633,0.0069,2.682,12,1,2,0.451034300247775,1
"50",12,50,14,-0.1634,0.2934,-5.0028,-0.477,0.4928,-5.3374,0.0041,2.719,11.0014,2,2,0.500062476096737,2
"51",9,51,11,-0.2577,0.2956,-4.2653,-0.7336,0.3749,-4.1338,0.0046,2.7235,11.1589,2,2,0.500061546212064,3
"52",49,52,1,0.5705,-0.0161,-14.5633,0.578,-0.0312,-14.801,0.0069,2.7324,12,1,2,0.238297188401374,1
"53",5,53,7,-0.1751,0.1367,-3.0978,0.1746,0.0308,-2.7566,0.0055,2.7973,11.4094,2,2,0.499922333967987,5
"54",52,54,1,0.578,-0.0312,-14.801,0.5892,-0.0523,-15.1101,0.0069,2.7981,12,1,2,0.310021708917294,1
"55",10,55,12,-0.2265,0.3008,-4.5773,-0.5837,0.5764,-4.7928,0.0044,2.8607,11.0925,2,2,0.499987449842493,2
"56",13,56,15,-0.146,0.2949,-5.1019,-0.1585,0.6845,-5.4151,0.0043,2.8797,10.9801,2,2,0.500038648506293,2
"57",54,57,1,0.5892,-0.0523,-15.1101,0.6266,-0.0842,-15.5527,0.0069,2.8924,12,1,2,0.445321378332548,1
"58",11,58,13,-0.1824,0.2929,-4.8625,-0.3804,0.5031,-5.2707,0.0042,2.9223,11.0314,2,2,0.500015279766529,2
"59",16,59,18,-0.0575,0.3252,-6.041,0.329,0.0465,-6.1927,0.0045,2.942,10.7801,2,2,0.500068825263083,3
"60",57,60,1,0.6266,-0.0842,-15.5527,0.6451,-0.065,-15.8682,0.0069,2.9594,12,1,2,0.316624604223993,1
"61",60,61,1,0.6451,-0.065,-15.8682,0.6565,-0.0564,-16.0513,0.0069,2.9983,12,1,2,0.183656009975172,1
"62",14,62,16,-0.1026,0.3048,-5.406,-0.1034,-0.1672,-5.2411,0.0057,3.0124,10.915,2,2,0.499976649454752,5
"63",15,63,17,-0.0749,0.3161,-5.7018,0.0975,0.753,-5.8733,0.0058,3.0868,10.8521,2,2,0.500015619756023,5
"64",61,64,1,0.6565,-0.0564,-16.0513,0.6822,-0.036,-16.4742,0.0069,3.0881,12,1,2,0.424171026827621,1
"65",64,65,1,0.6822,-0.036,-16.4742,0.7021,-0.0261,-16.8539,0.0069,3.1687,12,1,2,0.380349983567766,1
"66",65,66,1,0.7021,-0.0261,-16.8539,0.7102,-0.0216,-17.0327,0.0069,3.2066,12,1,2,0.179039939678273,1
"67",23,67,25,0.0344,0.3676,-8.0845,0.4177,0.3191,-7.7671,0.0049,3.2265,10.3461,2,2,0.500013899806795,4
"68",66,68,1,0.7102,-0.0216,-17.0327,0.727,-0.0104,-17.4405,0.0069,3.293,12,1,2,0.408299546901538,1
"69",22,69,24,0.0182,0.385,-7.7474,0.2534,0.445,-8.1845,0.0048,3.3338,10.4177,2,2,0.499975449397268,3
"70",19,70,21,0.0194,0.3404,-6.9699,0.0976,0.8188,-6.8472,0.0049,3.3517,10.5827,2,2,0.500037088624434,4
"71",68,71,1,0.727,-0.0104,-17.4405,0.7391,-0.0141,-17.8143,0.0069,3.3722,12,1,2,0.374014090643654,1
"72",71,72,1,0.7391,-0.0141,-17.8143,0.7501,-0.015,-18.0829,0.0069,3.4291,12,1,2,0.268826654184438,1
