"","Cc","age","sam"
"1",0.0545403282920319,0.2,1
"2",0.0777794927254514,0.3,1
"3",0.0954929879419985,0.4,1
"4",0.141648843734512,0.5,1
"5",0.164935919552601,0.6,1
"6",0.195739923297262,0.7,1
"7",0.227172270187966,0.8,1
"8",0.250200264104315,0.9,1
"9",0.275848493755924,1,1
"10",0.302182659565928,1.1,1
"11",0.321589460268449,1.2,1
"12",0.359798491986675,1.3,1
"13",0.377971963830791,1.4,1
"14",0.419186114700586,1.5,1
"15",0.437224961050832,1.6,1
"16",0.477054611041676,1.7,1
"17",0.49461773672364,1.8,1
"18",0.530620895418129,1.9,1
"19",0.56081835265463,2,1
"20",0.592262907268748,2.1,1
"21",0.611007423963826,2.2,1
"22",0.63454673610777,2.3,1
"23",0.658960231191911,2.4,1
"24",0.697405567498555,2.5,1
"25",0.717595728104491,2.6,1
"26",0.757536265741869,2.7,1
"27",0.793570528062939,2.8,1
"28",0.821443549036787,2.9,1
"29",0.83663186955257,3,1
"30",0.858002863491264,3.1,1
"31",0.909010525653559,3.2,1
"32",0.92885324820128,3.3,1
"33",0.957247300461502,3.4,1
"34",0.976055164599788,3.5,1
"35",0.998033874603694,3.6,1
"36",1.04773462182248,3.7,1
"37",1.07579911773515,3.8,1
"38",1.09706628743482,3.9,1
"39",1.12248459807313,4,1
"40",1.13830843385587,4.1,1
"41",1.19098224891787,4.2,1
"42",1.22022743375406,4.3,1
"43",1.2455617326563,4.4,1
"44",1.26188924773999,4.5,1
"45",1.29146516762855,4.6,1
"46",1.32490952730791,4.7,1
"47",1.34173697439501,4.8,1
"48",1.38232698401834,4.9,1
"49",1.40858648625387,5,1
"50",1.43549094567849,5.1,1
"51",1.47665279789298,5.2,1
"52",1.47665279789298,5.3,1
"53",1.53379292576307,5.4,1
"54",1.54047442654516,5.5,1
"55",1.59029291692285,5.6,1
"56",1.61417982887531,5.7,1
"57",1.64443132745493,5.8,1
"58",1.66443782182048,5.9,1
"59",1.6907664324469,6,1
"60",1.70758341313907,6.1,1
"61",1.74955118430648,6.2,1
"62",1.77714765647022,6.3,1
"63",1.80564610704482,6.4,1
"64",1.84138001806569,6.5,1
"65",1.87357266070355,6.6,1
"66",1.89386933715007,6.7,1
"67",1.91193824708168,6.8,1
"68",1.93445150529906,6.9,1
"69",1.9610184705954,7,1
"70",2.00847720972247,7.1,1
"71",2.03450827437459,7.2,1
"72",2.07217559255024,7.3,1
"73",2.09684042727013,7.4,1
"74",2.11284113555753,7.5,1
"75",2.14926506754668,7.6,1
"76",2.17879563321311,7.7,1
"77",2.19395879224149,7.8,1
"78",2.22222459311656,7.9,1
"79",2.25008577666109,8,1
"80",2.36626598090718,8.1,1
"81",2.42725715322756,8.2,1
"82",2.44318802036698,8.3,1
"83",2.57183204237257,8.4,1
"84",2.68310643635265,8.5,1
"85",2.79106850438215,8.6,1
"86",2.83654966241666,8.7,1
"87",3.00498338381673,8.8,1
"88",3.12638991021379,8.9,1
"89",0.00983147839396266,0.2,2
"90",0.0176336602525652,0.3,2
"91",0.0176336602525652,0.4,2
"92",0.0338471866277943,0.5,2
"93",0.0338471866277943,0.6,2
"94",0.0505022678453294,0.7,2
"95",0.0637628669967674,0.8,2
"96",0.0702941024338256,0.9,2
"97",0.0702941024338256,1,2
"98",0.0820978078282765,1.1,2
"99",0.094627895056844,1.2,2
"100",0.104664872702234,1.3,2
"101",0.110266919045048,1.4,2
"102",0.116560555932816,1.5,2
"103",0.116560555932816,1.6,2
"104",0.116560555932816,1.7,2
"105",0.138697353936356,1.8,2
"106",0.152009084767286,1.9,2
"107",0.156957488177841,2,2
"108",0.164891552112038,2.1,2
"109",0.164891552112038,2.2,2
"110",0.181894493542522,2.3,2
"111",0.181894493542522,2.4,2
"112",0.224566943165154,2.5,2
"113",0.231378849450104,2.6,2
"114",0.244501297366383,2.7,2
"115",0.28063649039937,2.8,2
"116",0.28063649039937,2.9,2
"117",0.28063649039937,3,2
"118",0.353594081358992,3.1,2
"119",0.369093606823999,3.2,2
"120",0.369093606823999,3.3,2
"121",0.369093606823999,3.4,2
"122",0.424748396330094,3.5,2
"123",0.496298347330557,3.6,2
"124",0.496298347330557,3.7,2
"125",0.54315087196703,3.8,2
"126",0.574043949220616,3.9,2
"127",0.629660439919669,4,2
"128",0.663452202642194,4.1,2
"129",0.672085242186824,4.2,2
"130",0.699913318794021,4.3,2
"131",0.770223669849379,4.4,2
"132",0.791523885307943,4.5,2
"133",0.791523885307943,4.6,2
"134",0.863088954129483,4.7,2
"135",0.905552731472276,4.8,2
"136",0.923357588612716,4.9,2
"137",0.951185400279137,5,2
"138",0.979017471286409,5.1,2
"139",1.04475107657844,5.2,2
"140",1.07258022516815,5.3,2
"141",1.09243629740666,5.4,2
"142",1.12026108545263,5.5,2
"143",1.19055477171435,5.6,2
"144",1.20981218668807,5.7,2
"145",1.25139621848195,5.8,2
"146",1.27932743449568,5.9,2
"147",1.3323283060126,6,2
"148",1.3323283060126,6.1,2
"149",1.36016030411621,6.2,2
"150",1.37766481080637,6.3,2
"151",1.44191441824551,6.4,2
"152",1.45427148677722,6.5,2
"153",1.45427148677722,6.6,2
"154",1.47005307125675,6.7,2
"155",1.51252734786713,6.8,2
"156",1.52856401504773,6.9,2
"157",1.52856401504773,7,2
"158",1.57091109849393,7.1,2
"159",1.5771458692482,7.2,2
"160",1.58797409758193,7.3,2
"161",1.58797409758193,7.4,2
"162",1.6020381689034,7.5,2
"163",1.61575684320861,7.6,2
"164",1.61575684320861,7.7,2
"165",1.62820203211257,7.8,2
"166",1.62820203211257,7.9,2
"167",1.62820203211257,8,2
"168",1.65077314310007,8.1,2
"169",1.65077314310007,8.2,2
"170",1.67188431180591,8.3,2
"171",1.67188431180591,8.4,2
"172",1.68516164612367,8.5,2
"173",1.68516164612367,8.6,2
"174",1.70028690202152,8.7,2
"175",1.70028690202152,8.8,2
"176",0.0807321562879022,0.2,3
"177",0.102781165502476,0.3,3
"178",0.156228860156044,0.4,3
"179",0.189371581177217,0.5,3
"180",0.242050047713013,0.6,3
"181",0.258850837435843,0.7,3
"182",0.316755092471851,0.8,3
"183",0.342386298891935,0.9,3
"184",0.389347169584453,1,3
"185",0.442032903285733,1.1,3
"186",0.466121442189739,1.2,3
"187",0.522827946661631,1.3,3
"188",0.557938593885602,1.4,3
"189",0.614706836311203,1.5,3
"190",0.637903970972946,1.6,3
"191",0.68411065818495,1.7,3
"192",0.736230653608643,1.8,3
"193",0.757266249954684,1.9,3
"194",0.830623175115201,2,3
"195",0.939211314598484,2.1,3
"196",0.991877094846724,2.2,3
"197",1.09508611579698,2.3,3
"198",1.24545176288708,2.4,3
"199",1.29690586416114,2.5,3
"200",1.50980311569768,2.6,3
"201",1.58646277406583,2.7,3
"202",1.77502110124677,2.8,3
"203",1.83470368183663,2.9,3
"204",2.03620338141082,3,3
"205",2.2421529622269,3.1,3
"206",2.43590637269232,3.2,3
"207",2.54131978379898,3.3,3
"208",2.80893057374725,3.4,3
"209",2.98236999480691,3.5,3
"210",3.23866529744429,3.6,3
"211",3.56557965315793,3.7,3
"212",3.77208101988832,3.8,3
"213",4.02962687338558,3.9,3
"214",4.35954286755164,4,3
"215",4.57578899091281,4.1,3
"216",4.93319836095325,4.2,3
"217",5.24130732129701,4.3,3
"218",5.52858044891051,4.4,3
"219",5.89729713348152,4.5,3
"220",6.23978198871536,4.6,3
"221",6.60642161004157,4.7,3
"222",7.07057856713501,4.8,3
"223",7.43034685632816,4.9,3
"224",7.89192634091689,5,3
"225",8.1572922270041,5.1,3
"226",8.59661398096453,5.2,3
"227",9.2326292202946,5.3,3
