"","Time","Krs","sam","soil_type","loc"
"51",1.6,1.08905299866646e-05,2,"loam","Palermo, Italy"
"52",1.8,1.16600761115504e-05,2,"loam","Palermo, Italy"
"53",2,1.19221098038205e-05,2,"loam","Palermo, Italy"
"54",2.2,1.22512866780106e-05,2,"loam","Palermo, Italy"
"55",2.4,1.23652571368502e-05,2,"loam","Palermo, Italy"
"56",2.6,1.55002233332445e-05,2,"loam","Palermo, Italy"
"57",2.8,1.55683649858741e-05,2,"loam","Palermo, Italy"
"58",3,1.81496211604004e-05,2,"loam","Palermo, Italy"
"59",3.2,2.1929211930528e-05,2,"loam","Palermo, Italy"
"60",3.4,2.7064002138727e-05,2,"loam","Palermo, Italy"
"61",3.6,3.16294652000225e-05,2,"loam","Palermo, Italy"
"62",3.8,3.41548936337569e-05,2,"loam","Palermo, Italy"
"63",4,3.76691991866601e-05,2,"loam","Palermo, Italy"
"64",4.2,3.94450727838959e-05,2,"loam","Palermo, Italy"
"65",4.4,4.30307154409477e-05,2,"loam","Palermo, Italy"
"66",4.6,4.30406223080928e-05,2,"loam","Palermo, Italy"
"67",4.8,4.52904538335628e-05,2,"loam","Palermo, Italy"
"68",5,4.54389177647714e-05,2,"loam","Palermo, Italy"
"69",5.2,4.66355461629202e-05,2,"loam","Palermo, Italy"
"70",5.4,4.67330302863425e-05,2,"loam","Palermo, Italy"
"71",5.6,4.74267414058439e-05,2,"loam","Palermo, Italy"
"72",5.8,4.78231145916566e-05,2,"loam","Palermo, Italy"
"73",6,4.7823513844479e-05,2,"loam","Palermo, Italy"
"74",6.2,4.80269424899453e-05,2,"loam","Palermo, Italy"
"75",6.4,4.80271115788298e-05,2,"loam","Palermo, Italy"
"76",6.6,4.79534662805068e-05,2,"loam","Palermo, Italy"
"77",6.8,4.78265711103249e-05,2,"loam","Palermo, Italy"
"78",7,4.76736817703694e-05,2,"loam","Palermo, Italy"
"79",7.2,4.71505814093737e-05,2,"loam","Palermo, Italy"
"80",7.4,4.66233127931318e-05,2,"loam","Palermo, Italy"
"81",7.6,4.60965154602537e-05,2,"loam","Palermo, Italy"
"82",7.8,4.54694606177985e-05,2,"loam","Palermo, Italy"
"83",8,4.44695216394677e-05,2,"loam","Palermo, Italy"
"84",8.2,4.31812237518551e-05,2,"loam","Palermo, Italy"
"85",8.4,4.28356975177946e-05,2,"loam","Palermo, Italy"
"86",8.6,4.63394488405093e-05,2,"loam","Palermo, Italy"
"87",8.8,5.19580453329818e-05,2,"loam","Palermo, Italy"
"88",9,5.24329497142608e-05,2,"loam","Palermo, Italy"
"89",0.4,9.54505573849572e-06,3,"loam","Palermo, Italy"
"90",0.6,1.49807106074817e-05,3,"loam","Palermo, Italy"
"91",0.8,1.83754074479697e-05,3,"loam","Palermo, Italy"
"92",1,2.01338931376118e-05,3,"loam","Palermo, Italy"
"93",1.2,2.18483912997914e-05,3,"loam","Palermo, Italy"
"94",1.4,2.24889676957971e-05,3,"loam","Palermo, Italy"
"95",1.6,2.29912468648385e-05,3,"loam","Palermo, Italy"
"96",1.8,2.32794740175233e-05,3,"loam","Palermo, Italy"
"97",2,2.57016576268415e-05,3,"loam","Palermo, Italy"
"98",2.2,3.06345777466475e-05,3,"loam","Palermo, Italy"
"99",2.4,3.67740468779673e-05,3,"loam","Palermo, Italy"
"100",2.6,4.39151107672373e-05,3,"loam","Palermo, Italy"
"101",2.8,5.09978458070455e-05,3,"loam","Palermo, Italy"
"102",3,6.00400543521907e-05,3,"loam","Palermo, Italy"
"103",3.2,7.17663219943282e-05,3,"loam","Palermo, Italy"
"104",3.4,8.15026447111673e-05,3,"loam","Palermo, Italy"
"105",3.6,9.27652150183645e-05,3,"loam","Palermo, Italy"
"106",3.8,0.000102096286759819,3,"loam","Palermo, Italy"
"107",4,0.000114988948555836,3,"loam","Palermo, Italy"
"108",4.2,0.000127309609413553,3,"loam","Palermo, Italy"
"109",4.4,0.000135282609879489,3,"loam","Palermo, Italy"
"110",4.6,0.000147627714116859,3,"loam","Palermo, Italy"
"111",4.8,0.000164970733885433,3,"loam","Palermo, Italy"
"112",5,0.000171966435791774,3,"loam","Palermo, Italy"
"113",5.2,0.000180012197709117,3,"loam","Palermo, Italy"
"114",5.4,0.000184755613368072,3,"loam","Palermo, Italy"
"115",5.6,0.00018644871197171,3,"loam","Palermo, Italy"
"116",5.8,0.000187883519087932,3,"loam","Palermo, Italy"
"117",6,0.000191052642870991,3,"loam","Palermo, Italy"
"118",6.2,0.000197774762694642,3,"loam","Palermo, Italy"
"119",6.4,0.000198810103476312,3,"loam","Palermo, Italy"
"120",6.6,0.000202724680398656,3,"loam","Palermo, Italy"
"121",6.8,0.000204058565173822,3,"loam","Palermo, Italy"
"122",7,0.000207818759066194,3,"loam","Palermo, Italy"
"123",7.2,0.000207498406215986,3,"loam","Palermo, Italy"
"124",7.4,0.000208605286071657,3,"loam","Palermo, Italy"
"125",7.6,0.000208343969258875,3,"loam","Palermo, Italy"
"126",7.8,0.00020911534454706,3,"loam","Palermo, Italy"
"127",8,0.000211550171375336,3,"loam","Palermo, Italy"
"128",8.2,0.000214740718359523,3,"loam","Palermo, Italy"
"129",8.4,0.000225248694823648,3,"loam","Palermo, Italy"
"130",8.6,0.000242626982396452,3,"loam","Palermo, Italy"
"131",8.8,0.000260416649431102,3,"loam","Palermo, Italy"
"132",9,0.00027605975449913,3,"loam","Palermo, Italy"
"133",0.4,6.64700159567437e-06,4,"loam","Palermo, Italy"
"134",0.6,8.16156641163583e-06,4,"loam","Palermo, Italy"
"135",0.8,1.02797625800836e-05,4,"loam","Palermo, Italy"
"136",1,1.15200650611251e-05,4,"loam","Palermo, Italy"
"137",1.2,1.21872195544553e-05,4,"loam","Palermo, Italy"
"138",1.4,1.23946775983199e-05,4,"loam","Palermo, Italy"
"139",1.6,1.26435055154597e-05,4,"loam","Palermo, Italy"
"140",1.8,1.27686118047734e-05,4,"loam","Palermo, Italy"
"141",2,1.28056743732281e-05,4,"loam","Palermo, Italy"
"142",2.2,1.34869172606741e-05,4,"loam","Palermo, Italy"
"143",2.4,1.68498014790891e-05,4,"loam","Palermo, Italy"
"144",2.6,1.89455153577601e-05,4,"loam","Palermo, Italy"
"145",2.8,2.14007297003849e-05,4,"loam","Palermo, Italy"
"146",3,2.5958035109551e-05,4,"loam","Palermo, Italy"
"147",3.2,3.03146258563946e-05,4,"loam","Palermo, Italy"
"148",3.4,3.62414856609063e-05,4,"loam","Palermo, Italy"
"149",3.6,4.15793720290794e-05,4,"loam","Palermo, Italy"
"150",3.8,4.39676868762726e-05,4,"loam","Palermo, Italy"
"151",4,5.00136323851599e-05,4,"loam","Palermo, Italy"
"152",4.2,5.52887593601152e-05,4,"loam","Palermo, Italy"
"153",4.4,6.1615450751087e-05,4,"loam","Palermo, Italy"
"154",4.6,6.49012321178273e-05,4,"loam","Palermo, Italy"
"155",4.8,6.84561425778135e-05,4,"loam","Palermo, Italy"
"156",5,7.42682878895883e-05,4,"loam","Palermo, Italy"
"157",5.2,8.05871815531831e-05,4,"loam","Palermo, Italy"
"158",5.4,8.28458841988206e-05,4,"loam","Palermo, Italy"
"159",5.6,8.42388651320936e-05,4,"loam","Palermo, Italy"
"160",5.8,8.62633879821376e-05,4,"loam","Palermo, Italy"
"161",6,8.79639028619699e-05,4,"loam","Palermo, Italy"
"162",6.2,8.85665569378976e-05,4,"loam","Palermo, Italy"
"163",6.4,8.96040468834918e-05,4,"loam","Palermo, Italy"
"164",6.6,8.96822706519964e-05,4,"loam","Palermo, Italy"
"165",6.8,8.97573846100607e-05,4,"loam","Palermo, Italy"
"166",7,8.96053679130423e-05,4,"loam","Palermo, Italy"
"167",7.2,9.01986095509941e-05,4,"loam","Palermo, Italy"
"168",7.4,8.98653276638969e-05,4,"loam","Palermo, Italy"
"169",7.6,9.02721674030637e-05,4,"loam","Palermo, Italy"
"170",7.8,8.98462892182952e-05,4,"loam","Palermo, Italy"
"171",8,8.94082292980995e-05,4,"loam","Palermo, Italy"
"172",8.2,8.85035238888342e-05,4,"loam","Palermo, Italy"
"173",8.4,8.73716839558291e-05,4,"loam","Palermo, Italy"
"174",8.6,8.59087955251404e-05,4,"loam","Palermo, Italy"
"175",8.8,8.5053564015586e-05,4,"loam","Palermo, Italy"
"176",9,8.43219917381889e-05,4,"loam","Palermo, Italy"
"177",0.4,9.91398367597133e-06,5,"loam","Palermo, Italy"
"178",0.6,1.1937240780421e-05,5,"loam","Palermo, Italy"
"179",0.8,1.39167159288132e-05,5,"loam","Palermo, Italy"
"180",1,1.55694155995508e-05,5,"loam","Palermo, Italy"
"181",1.2,1.60047810218981e-05,5,"loam","Palermo, Italy"
"182",1.4,1.63308214121177e-05,5,"loam","Palermo, Italy"
"183",1.6,1.64752529959539e-05,5,"loam","Palermo, Italy"
"184",1.8,1.6569323739234e-05,5,"loam","Palermo, Italy"
"185",2,1.65965361315704e-05,5,"loam","Palermo, Italy"
"186",2.2,1.66176001904762e-05,5,"loam","Palermo, Italy"
"187",2.4,1.66264917015318e-05,5,"loam","Palermo, Italy"
"188",2.6,1.6633866369133e-05,5,"loam","Palermo, Italy"
"189",2.8,1.66354864797647e-05,5,"loam","Palermo, Italy"
"190",3,2.37207526501643e-05,5,"loam","Palermo, Italy"
"191",3.2,2.6256100169702e-05,5,"loam","Palermo, Italy"
"192",3.4,3.32552264771566e-05,5,"loam","Palermo, Italy"
"193",3.6,3.80363698173881e-05,5,"loam","Palermo, Italy"
"194",3.8,4.41716740679709e-05,5,"loam","Palermo, Italy"
"195",4,5.20107956254621e-05,5,"loam","Palermo, Italy"
"196",4.2,5.83080166037838e-05,5,"loam","Palermo, Italy"
"197",4.4,6.50245025239358e-05,5,"loam","Palermo, Italy"
"198",4.6,7.00391719175362e-05,5,"loam","Palermo, Italy"
"199",4.8,7.36583930372756e-05,5,"loam","Palermo, Italy"
"200",5,8.36292547716928e-05,5,"loam","Palermo, Italy"
"201",5.2,8.88441773647782e-05,5,"loam","Palermo, Italy"
"202",5.4,9.59024315238618e-05,5,"loam","Palermo, Italy"
"203",5.6,0.000105501781495236,5,"loam","Palermo, Italy"
"204",5.8,0.000108511548022526,5,"loam","Palermo, Italy"
"205",6,0.000115168802069351,5,"loam","Palermo, Italy"
"206",6.2,0.000121299995489965,5,"loam","Palermo, Italy"
"207",6.4,0.000126103266627873,5,"loam","Palermo, Italy"
"208",6.6,0.000130186072674351,5,"loam","Palermo, Italy"
"209",6.8,0.000132141817856429,5,"loam","Palermo, Italy"
"210",7,0.000132868152156949,5,"loam","Palermo, Italy"
"211",7.2,0.000133887504709876,5,"loam","Palermo, Italy"
"212",7.4,0.000132949701438867,5,"loam","Palermo, Italy"
"213",7.6,0.000134459611694919,5,"loam","Palermo, Italy"
"214",7.8,0.000132731698747759,5,"loam","Palermo, Italy"
"215",8,0.000130823737159279,5,"loam","Palermo, Italy"
"216",8.2,0.000130409089184671,5,"loam","Palermo, Italy"
"217",8.4,0.000131073868895658,5,"loam","Palermo, Italy"
"218",8.6,0.000131757390086043,5,"loam","Palermo, Italy"
"219",8.8,0.000131888606181149,5,"loam","Palermo, Italy"
"220",9,0.000132636665819861,5,"loam","Palermo, Italy"
"221",0.4,6.69231983680065e-06,6,"loam","Palermo, Italy"
"222",0.6,8.96505858848591e-06,6,"loam","Palermo, Italy"
"223",0.8,9.91567587101944e-06,6,"loam","Palermo, Italy"
"224",1,1.04492895009307e-05,6,"loam","Palermo, Italy"
"225",1.2,1.05371095450836e-05,6,"loam","Palermo, Italy"
"226",1.4,1.06858663666107e-05,6,"loam","Palermo, Italy"
"227",1.6,1.07514388792431e-05,6,"loam","Palermo, Italy"
"228",1.8,1.07668497168526e-05,6,"loam","Palermo, Italy"
"229",2,1.07745398427733e-05,6,"loam","Palermo, Italy"
"230",2.2,1.07790584499635e-05,6,"loam","Palermo, Italy"
"231",2.4,1.0780869979475e-05,6,"loam","Palermo, Italy"
"232",2.6,1.0781621105014e-05,6,"loam","Palermo, Italy"
"233",2.8,1.07819307094432e-05,6,"loam","Palermo, Italy"
"234",3,1.07820061538227e-05,6,"loam","Palermo, Italy"
"235",3.2,1.07820920357718e-05,6,"loam","Palermo, Italy"
"236",3.4,1.54597800032885e-05,6,"loam","Palermo, Italy"
"237",3.6,1.8840761840856e-05,6,"loam","Palermo, Italy"
"238",3.8,2.15011237391913e-05,6,"loam","Palermo, Italy"
"239",4,2.86977985401234e-05,6,"loam","Palermo, Italy"
"240",4.2,3.51089074050203e-05,6,"loam","Palermo, Italy"
"241",4.4,4.16698991384688e-05,6,"loam","Palermo, Italy"
"242",4.6,4.86023196282954e-05,6,"loam","Palermo, Italy"
"243",4.8,5.23026812233727e-05,6,"loam","Palermo, Italy"
"244",5,5.8479252648412e-05,6,"loam","Palermo, Italy"
"245",5.2,6.40366023071341e-05,6,"loam","Palermo, Italy"
"246",5.4,7.29576114393198e-05,6,"loam","Palermo, Italy"
"247",5.6,7.79173507927004e-05,6,"loam","Palermo, Italy"
"248",5.8,8.23304032864961e-05,6,"loam","Palermo, Italy"
"249",6,8.94942745866267e-05,6,"loam","Palermo, Italy"
"250",6.2,9.74862514424903e-05,6,"loam","Palermo, Italy"
"251",6.4,9.99249562548481e-05,6,"loam","Palermo, Italy"
"252",6.6,0.000101934803140268,6,"loam","Palermo, Italy"
"253",6.8,0.000103317828843253,6,"loam","Palermo, Italy"
"254",7,0.000106816723038339,6,"loam","Palermo, Italy"
"255",7.2,0.00010667245848078,6,"loam","Palermo, Italy"
"256",7.4,0.000106358173442811,6,"loam","Palermo, Italy"
"257",7.6,0.000107166615147361,6,"loam","Palermo, Italy"
"258",7.8,0.000108743037436476,6,"loam","Palermo, Italy"
"259",8,0.000109544915325063,6,"loam","Palermo, Italy"
"260",8.2,0.000110545937993984,6,"loam","Palermo, Italy"
"261",8.4,0.000110218937774427,6,"loam","Palermo, Italy"
"262",8.6,0.000110964787302064,6,"loam","Palermo, Italy"
"263",8.8,0.000114136126725269,6,"loam","Palermo, Italy"
"264",9,0.000115567758477582,6,"loam","Palermo, Italy"
"265",0.4,1.06442292797647e-05,7,"loam","Palermo, Italy"
"266",0.6,1.32477439421643e-05,7,"loam","Palermo, Italy"
"267",0.8,1.56939278118419e-05,7,"loam","Palermo, Italy"
"268",1,1.71174642023323e-05,7,"loam","Palermo, Italy"
"269",1.2,1.80148034311657e-05,7,"loam","Palermo, Italy"
"270",1.4,2.10259695907921e-05,7,"loam","Palermo, Italy"
"271",1.6,2.60662714419891e-05,7,"loam","Palermo, Italy"
"272",1.8,3.02435243471943e-05,7,"loam","Palermo, Italy"
"273",2,3.62134701452578e-05,7,"loam","Palermo, Italy"
"274",2.2,4.09518079639093e-05,7,"loam","Palermo, Italy"
"275",2.4,4.50701851522553e-05,7,"loam","Palermo, Italy"
"276",2.6,5.24425300208946e-05,7,"loam","Palermo, Italy"
"277",2.8,5.82481866394192e-05,7,"loam","Palermo, Italy"
"278",3,6.55484805271223e-05,7,"loam","Palermo, Italy"
"279",3.2,7.34421166682927e-05,7,"loam","Palermo, Italy"
"280",3.4,7.71578907662756e-05,7,"loam","Palermo, Italy"
"281",3.6,8.86056636583634e-05,7,"loam","Palermo, Italy"
"282",3.8,9.61147481393849e-05,7,"loam","Palermo, Italy"
"283",4,0.000104274614390017,7,"loam","Palermo, Italy"
"284",4.2,0.000110009274445308,7,"loam","Palermo, Italy"
"285",4.4,0.000115653140271562,7,"loam","Palermo, Italy"
"286",4.6,0.00012332345346427,7,"loam","Palermo, Italy"
"287",4.8,0.000129746626082007,7,"loam","Palermo, Italy"
"288",5,0.000135380864291741,7,"loam","Palermo, Italy"
"289",5.2,0.000141023538462636,7,"loam","Palermo, Italy"
"290",5.4,0.000145626652730219,7,"loam","Palermo, Italy"
"291",5.6,0.000149450357807767,7,"loam","Palermo, Italy"
"292",5.8,0.000153008947862906,7,"loam","Palermo, Italy"
"293",6,0.000164563782502823,7,"loam","Palermo, Italy"
"294",6.2,0.000167723909393412,7,"loam","Palermo, Italy"
"295",6.4,0.000173923499714413,7,"loam","Palermo, Italy"
"296",6.6,0.000174752305237718,7,"loam","Palermo, Italy"
"297",6.8,0.000173247923987654,7,"loam","Palermo, Italy"
"298",7,0.000171562532344602,7,"loam","Palermo, Italy"
"299",7.2,0.000169930985370521,7,"loam","Palermo, Italy"
"300",7.4,0.000167922325440021,7,"loam","Palermo, Italy"
"301",7.6,0.00016875109077698,7,"loam","Palermo, Italy"
"302",7.8,0.000169306383880871,7,"loam","Palermo, Italy"
"303",8,0.000171537857065065,7,"loam","Palermo, Italy"
"304",8.2,0.00017240535790281,7,"loam","Palermo, Italy"
"305",8.4,0.000174844883206699,7,"loam","Palermo, Italy"
"306",8.6,0.000178478005173662,7,"loam","Palermo, Italy"
"307",8.8,0.000185002510736821,7,"loam","Palermo, Italy"
"308",9,0.000192210231528095,7,"loam","Palermo, Italy"
"309",0.4,1.01238892558822e-05,8,"loam","Palermo, Italy"
"310",0.6,1.42063908855804e-05,8,"loam","Palermo, Italy"
"311",0.8,1.70969392287935e-05,8,"loam","Palermo, Italy"
"312",1,1.89986817666684e-05,8,"loam","Palermo, Italy"
"313",1.2,2.01903225533534e-05,8,"loam","Palermo, Italy"
"314",1.4,2.09091268942234e-05,8,"loam","Palermo, Italy"
"315",1.6,2.13360877741196e-05,8,"loam","Palermo, Italy"
"316",1.8,2.15875192248552e-05,8,"loam","Palermo, Italy"
"317",2,2.24954785936584e-05,8,"loam","Palermo, Italy"
"318",2.2,2.85872680719284e-05,8,"loam","Palermo, Italy"
"319",2.4,3.1318031239637e-05,8,"loam","Palermo, Italy"
"320",2.6,3.70088680730609e-05,8,"loam","Palermo, Italy"
"321",2.8,4.24941999202123e-05,8,"loam","Palermo, Italy"
"322",3,4.55823316509276e-05,8,"loam","Palermo, Italy"
"323",3.2,5.07389295138743e-05,8,"loam","Palermo, Italy"
"324",3.4,5.47778956158735e-05,8,"loam","Palermo, Italy"
"325",3.6,5.75981719047913e-05,8,"loam","Palermo, Italy"
"326",3.8,6.53925098285304e-05,8,"loam","Palermo, Italy"
"327",4,7.28199418097507e-05,8,"loam","Palermo, Italy"
"328",4.2,7.62348385032188e-05,8,"loam","Palermo, Italy"
"329",4.4,8.48533878746634e-05,8,"loam","Palermo, Italy"
"330",4.6,9.41106494622511e-05,8,"loam","Palermo, Italy"
"331",4.8,9.86185443824175e-05,8,"loam","Palermo, Italy"
"332",5,0.000105893404835395,8,"loam","Palermo, Italy"
"333",5.2,0.000114771108828233,8,"loam","Palermo, Italy"
"334",5.4,0.000119778399020125,8,"loam","Palermo, Italy"
"335",5.6,0.000128165810022267,8,"loam","Palermo, Italy"
"336",5.8,0.000139317970155281,8,"loam","Palermo, Italy"
"337",6,0.000145325837257602,8,"loam","Palermo, Italy"
"338",6.2,0.000147346061988537,8,"loam","Palermo, Italy"
"339",6.4,0.00015206003393229,8,"loam","Palermo, Italy"
"340",6.6,0.000154834820914512,8,"loam","Palermo, Italy"
"341",6.8,0.000153541275772951,8,"loam","Palermo, Italy"
"342",7,0.000155273429148679,8,"loam","Palermo, Italy"
"343",7.2,0.000153819805138453,8,"loam","Palermo, Italy"
"344",7.4,0.000154914698985692,8,"loam","Palermo, Italy"
"345",7.6,0.000154890077996288,8,"loam","Palermo, Italy"
"346",7.8,0.000156217892183869,8,"loam","Palermo, Italy"
"347",8,0.00015709836007699,8,"loam","Palermo, Italy"
"348",8.2,0.000158292180829375,8,"loam","Palermo, Italy"
"349",8.4,0.000162025270248788,8,"loam","Palermo, Italy"
"350",8.6,0.000170437128234039,8,"loam","Palermo, Italy"
"351",8.8,0.000173561169066883,8,"loam","Palermo, Italy"
"352",9,0.0001847270591478,8,"loam","Palermo, Italy"
"353",0.4,9.79490763445181e-06,9,"loam","Palermo, Italy"
"354",0.6,1.29845554140688e-05,9,"loam","Palermo, Italy"
"355",0.8,1.42698397862328e-05,9,"loam","Palermo, Italy"
"356",1,1.55244791917055e-05,9,"loam","Palermo, Italy"
"357",1.2,1.60317510732251e-05,9,"loam","Palermo, Italy"
"358",1.4,1.63601869301218e-05,9,"loam","Palermo, Italy"
"359",1.6,1.65012147330485e-05,9,"loam","Palermo, Italy"
"360",1.8,1.65811240058398e-05,9,"loam","Palermo, Italy"
"361",2,1.66068933329747e-05,9,"loam","Palermo, Italy"
"362",2.2,1.6624906453689e-05,9,"loam","Palermo, Italy"
"363",2.4,1.66311115908926e-05,9,"loam","Palermo, Italy"
"364",2.6,1.66349711156069e-05,9,"loam","Palermo, Italy"
"365",2.8,1.66367966740485e-05,9,"loam","Palermo, Italy"
"366",3,1.6637693648418e-05,9,"loam","Palermo, Italy"
"367",3.2,1.66382737789287e-05,9,"loam","Palermo, Italy"
"368",3.4,1.66384697286892e-05,9,"loam","Palermo, Italy"
"369",3.6,1.66385436040293e-05,9,"loam","Palermo, Italy"
"370",3.8,1.66386069870599e-05,9,"loam","Palermo, Italy"
"371",4,1.66386384278017e-05,9,"loam","Palermo, Italy"
"372",4.2,1.66386487338925e-05,9,"loam","Palermo, Italy"
"373",4.4,1.66386552584464e-05,9,"loam","Palermo, Italy"
"374",4.6,1.66386578467433e-05,9,"loam","Palermo, Italy"
"375",4.8,1.66386601965052e-05,9,"loam","Palermo, Italy"
"376",5,1.66386610036214e-05,9,"loam","Palermo, Italy"
"377",5.2,1.6638661291376e-05,9,"loam","Palermo, Italy"
"378",5.4,1.65938612487078e-05,9,"loam","Palermo, Italy"
"379",5.6,1.64241874316423e-05,9,"loam","Palermo, Italy"
"380",5.8,1.60589116128106e-05,9,"loam","Palermo, Italy"
"381",6,1.64940503439152e-05,9,"loam","Palermo, Italy"
"382",6.2,2.12736654208664e-05,9,"loam","Palermo, Italy"
"383",6.4,2.50066375976332e-05,9,"loam","Palermo, Italy"
"384",6.6,3.32085127565349e-05,9,"loam","Palermo, Italy"
"385",6.8,4.50329429020688e-05,9,"loam","Palermo, Italy"
"386",7,5.07924187212191e-05,9,"loam","Palermo, Italy"
"387",7.2,6.0254865544642e-05,9,"loam","Palermo, Italy"
"388",7.4,7.01778717244794e-05,9,"loam","Palermo, Italy"
"389",7.6,7.85601055240714e-05,9,"loam","Palermo, Italy"
"390",7.8,8.86922016839162e-05,9,"loam","Palermo, Italy"
"391",8,9.57641187700066e-05,9,"loam","Palermo, Italy"
"392",8.2,0.000110677174711925,9,"loam","Palermo, Italy"
"393",8.4,0.000124776338906431,9,"loam","Palermo, Italy"
"394",8.6,0.000167305429610622,9,"loam","Palermo, Italy"
"395",8.8,0.000191098055607015,9,"loam","Palermo, Italy"
"396",9,0.000214289017815524,9,"loam","Palermo, Italy"
"397",0.4,7.51195727280992e-06,10,"loam","Palermo, Italy"
"398",0.6,1.11841332775746e-05,10,"loam","Palermo, Italy"
"399",0.8,1.37978729462959e-05,10,"loam","Palermo, Italy"
"400",1,1.46539161910225e-05,10,"loam","Palermo, Italy"
"401",1.2,1.54374643079364e-05,10,"loam","Palermo, Italy"
"402",1.4,1.56904575440515e-05,10,"loam","Palermo, Italy"
"403",1.6,1.59489856721895e-05,10,"loam","Palermo, Italy"
"404",1.8,1.60378585699624e-05,10,"loam","Palermo, Italy"
"405",2,1.60672575196783e-05,10,"loam","Palermo, Italy"
"406",2.2,1.66927292455643e-05,10,"loam","Palermo, Italy"
"407",2.4,2.18476947471691e-05,10,"loam","Palermo, Italy"
"408",2.6,2.50516447176085e-05,10,"loam","Palermo, Italy"
"409",2.8,2.95992678202262e-05,10,"loam","Palermo, Italy"
"410",3,3.3142085862572e-05,10,"loam","Palermo, Italy"
"411",3.2,3.66111287004443e-05,10,"loam","Palermo, Italy"
"412",3.4,4.48226819446042e-05,10,"loam","Palermo, Italy"
"413",3.6,4.96668463503339e-05,10,"loam","Palermo, Italy"
"414",3.8,5.51728126753867e-05,10,"loam","Palermo, Italy"
"415",4,5.93646903294225e-05,10,"loam","Palermo, Italy"
"416",4.2,6.41312635808966e-05,10,"loam","Palermo, Italy"
"417",4.4,7.2289948863411e-05,10,"loam","Palermo, Italy"
"418",4.6,7.76056969088203e-05,10,"loam","Palermo, Italy"
"419",4.8,8.38738259506745e-05,10,"loam","Palermo, Italy"
"420",5,8.92746390609442e-05,10,"loam","Palermo, Italy"
"421",5.2,9.33066475125698e-05,10,"loam","Palermo, Italy"
"422",5.4,9.53479803922599e-05,10,"loam","Palermo, Italy"
