"","node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","time","age","type","organ","length","K_type"
"1",0,1,1,0,0,-2,-0.0025,0.0198,-2.098,0.0071,0.0251,12,1,2,0.100011449344562,1
"2",1,2,1,-0.0025,0.0198,-2.098,8e-04,0.0599,-2.2938,0.0071,0.0753,12,1,2,0.199891320471901,1
"3",2,3,1,8e-04,0.0599,-2.2938,0.0014,0.0964,-2.5073,0.0071,0.1297,12,1,2,0.216598384112163,1
"4",3,4,1,0.0014,0.0964,-2.5073,-0.0038,0.1299,-2.7123,0.0071,0.1819,12,1,2,0.207784239055805,1
"5",4,5,1,-0.0038,0.1299,-2.7123,-0.0083,0.1601,-2.9011,0.0071,0.2299,12,1,2,0.191253052263225,1
"6",5,6,1,-0.0083,0.1601,-2.9011,-0.0106,0.1858,-3.0711,0.0071,0.2731,12,1,2,0.171947026726257,1
"7",6,7,1,-0.0106,0.1858,-3.0711,-0.0298,0.2083,-3.2415,0.0071,0.3166,12,1,2,0.172948113606365,1
"8",7,8,1,-0.0298,0.2083,-3.2415,-0.0474,0.2282,-3.4178,0.0071,0.3613,12,1,2,0.178290381120239,1
"9",8,9,1,-0.0474,0.2282,-3.4178,-0.0573,0.2408,-3.5631,0.0071,0.3981,12,1,2,0.146180915307026,1
"10",9,10,1,-0.0573,0.2408,-3.5631,-0.0687,0.2545,-3.7205,0.0071,0.4379,12,1,2,0.158405839538825,1
"11",10,11,1,-0.0687,0.2545,-3.7205,-0.0796,0.2682,-3.877,0.0071,0.4774,12,1,2,0.157476188676257,1
"12",11,12,1,-0.0796,0.2682,-3.877,-0.1004,0.2791,-4.0491,0.0071,0.521,12,1,2,0.173694732217187,1
"13",12,13,1,-0.1004,0.2791,-4.0491,-0.1249,0.2919,-4.2517,0.0071,0.5724,12,1,2,0.204477015823294,1
"14",13,14,1,-0.1249,0.2919,-4.2517,-0.1451,0.3029,-4.4157,0.0071,0.614,12,1,2,0.165605072386084,1
"15",14,15,1,-0.1451,0.3029,-4.4157,-0.1631,0.3125,-4.5606,0.0071,0.6507,12,1,2,0.146328978674765,1
"16",15,16,1,-0.1631,0.3125,-4.5606,-0.2005,0.3291,-4.7727,0.0071,0.705,12,1,2,0.216010948796583,1
"17",16,17,1,-0.2005,0.3291,-4.7727,-0.2148,0.3353,-4.8715,0.0071,0.7301,12,1,2,0.100021847613409,1
"18",17,18,1,-0.2148,0.3353,-4.8715,-0.2333,0.3433,-4.9996,0.0071,0.7627,12,1,2,0.129675980813719,1
"19",18,19,1,-0.2333,0.3433,-4.9996,-0.2651,0.3454,-5.2158,0.0071,0.8176,12,1,2,0.218536244133553,1
"20",19,20,1,-0.2651,0.3454,-5.2158,-0.2977,0.3493,-5.4374,0.0071,0.8738,12,1,2,0.224019039369425,1
"21",20,21,1,-0.2977,0.3493,-5.4374,-0.3149,0.3529,-5.5572,0.0071,0.9042,12,1,2,0.121081955715953,1
"22",21,22,1,-0.3149,0.3529,-5.5572,-0.3327,0.3622,-5.7474,0.0071,0.9523,12,1,2,0.19125733972844,1
"23",22,23,1,-0.3327,0.3622,-5.7474,-0.3519,0.3715,-5.9652,0.0071,1.0073,12,1,2,0.218842340510241,1
"24",23,24,1,-0.3519,0.3715,-5.9652,-0.371,0.3839,-6.1264,0.0071,1.0481,12,1,2,0.162800522112185,1
"25",24,25,1,-0.371,0.3839,-6.1264,-0.3941,0.3991,-6.3241,0.0071,1.0983,12,1,2,0.199624497494671,1
"26",25,26,1,-0.3941,0.3991,-6.3241,-0.4148,0.4111,-6.561,0.0071,1.1581,12,1,2,0.238105228838008,1
"27",26,27,1,-0.4148,0.4111,-6.561,-0.4286,0.4172,-6.7148,0.0071,1.1969,12,1,2,0.154538312401812,1
"28",27,28,1,-0.4286,0.4172,-6.7148,-0.442,0.4234,-6.8557,0.0071,1.2325,12,1,2,0.141671486192529,1
"29",28,29,1,-0.442,0.4234,-6.8557,-0.4476,0.4449,-7.037,0.0071,1.2784,12,1,2,0.182656234495295,1
"30",29,30,1,-0.4476,0.4449,-7.037,-0.4424,0.454,-7.2391,0.0071,1.3292,12,1,2,0.202371588915045,1
"31",30,31,1,-0.4424,0.454,-7.2391,-0.4435,0.4626,-7.3939,0.0071,1.3681,12,1,2,0.155042607047225,1
"32",31,32,1,-0.4435,0.4626,-7.3939,-0.4358,0.4697,-7.5248,0.0071,1.4011,12,1,2,0.131318353629643,1
"33",32,33,1,-0.4358,0.4697,-7.5248,-0.4212,0.4831,-7.7755,0.0071,1.4643,12,1,2,0.251482027190812,1
"34",33,34,1,-0.4212,0.4831,-7.7755,-0.408,0.4926,-7.9292,0.0071,1.5031,12,1,2,0.154558014997605,1
"35",34,35,1,-0.408,0.4926,-7.9292,-0.3862,0.4973,-8.0796,0.0071,1.5413,12,1,2,0.152044368524453,1
"36",35,36,1,-0.3862,0.4973,-8.0796,-0.3581,0.5024,-8.2708,0.0071,1.5898,12,1,2,0.19332113179888,1
"37",36,37,1,-0.3581,0.5024,-8.2708,-0.3334,0.5277,-8.477,0.0071,1.6424,12,1,2,0.209209512212041,1
"38",37,38,1,-0.3334,0.5277,-8.477,-0.3,0.559,-8.6428,0.0071,1.6856,12,1,2,0.172002587189843,1
