"","Cc","age","sam"
"1",0.0583651242383483,0.2,1
"2",0.0999406957765666,0.3,1
"3",0.114646369913931,0.4,1
"4",0.169813308262031,0.5,1
"5",0.207320864644719,0.6,1
"6",0.231942583507886,0.7,1
"7",0.277963603811568,0.8,1
"8",0.300708912730777,0.9,1
"9",0.33082453694544,1,1
"10",0.378325710568695,1.1,1
"11",0.412813377547134,1.2,1
"12",0.442691836083283,1.3,1
"13",0.475103413282526,1.4,1
"14",0.510412395479935,1.5,1
"15",0.545772368086358,1.6,1
"16",0.572146826722687,1.7,1
"17",0.621144747240058,1.8,1
"18",0.632694486509242,1.9,1
"19",0.684577341096793,2,1
"20",0.720265293447278,2.1,1
"21",0.742154291606764,2.2,1
"22",0.785276593369273,2.3,1
"23",0.821336821455942,2.4,1
"24",0.857521785863721,2.5,1
"25",0.90168031639174,2.6,1
"26",0.929022128544231,2.7,1
"27",0.949447931355544,2.8,1
"28",0.996323671454492,2.9,1
"29",1.03392113516139,3,1
"30",1.07245600775014,3.1,1
"31",1.09578795025096,3.2,1
"32",1.1348052506931,3.3,1
"33",1.1792615194984,3.4,1
"34",1.20853249228095,3.5,1
"35",1.24595542758285,3.6,1
"36",1.25881758224387,3.7,1
"37",1.30001209479121,3.8,1
"38",1.35265026134625,3.9,1
"39",1.37402026476201,4,1
"40",1.42028990919021,4.1,1
"41",1.45675726581802,4.2,1
"42",1.53703349296414,4.3,1
"43",1.59401025017998,4.4,1
"44",1.63619514074764,4.5,1
"45",1.71082764773805,4.6,1
"46",1.75442937353419,4.7,1
"47",1.8082177885694,4.8,1
"48",1.89794583014413,4.9,1
"49",1.95356719947094,5,1
"50",2.07163623119892,5.1,1
"51",2.16052925595345,5.2,1
"52",2.2052711234542,5.3,1
"53",2.28146429097361,5.4,1
"54",2.36959423564248,5.5,1
"55",2.39962665727776,5.6,1
"56",2.49615870290661,5.7,1
"57",2.64504461676152,5.8,1
"58",2.79848550706061,5.9,1
"59",2.90761518321941,6,1
"60",2.95514884136818,6.1,1
"61",3.06938482446456,6.2,1
"62",3.2273445971151,6.3,1
"63",3.31417643377819,6.4,1
"64",3.38858365827954,6.5,1
"65",3.54722409443426,6.6,1
"66",3.6680258737272,6.7,1
"67",3.82990181860931,6.8,1
"68",3.95174543022523,6.9,1
"69",4.05719757256562,7,1
"70",4.13786349651083,7.1,1
"71",4.24469972831358,7.2,1
"72",4.40428460559723,7.3,1
"73",4.50879833813741,7.4,1
"74",4.63545885905091,7.5,1
"75",4.74727731036523,7.6,1
"76",4.95104500104068,7.7,1
"77",5.11465068386256,7.8,1
"78",5.34390011907018,7.9,1
"79",5.47528057461659,8,1
"80",5.70912993796654,8.1,1
"81",5.89059564327439,8.2,1
"82",6.13936700521462,8.3,1
"83",6.23558382889342,8.4,1
"84",6.39248900429709,8.5,1
"85",6.58297269474916,8.6,1
"86",6.76134279646608,8.7,1
"87",7.07594989006909,8.8,1
"88",7.20480060208898,8.9,1
"89",0.0189336554211053,0.2,2
"90",0.0350201411894639,0.3,2
"91",0.0350201411894639,0.4,2
"92",0.0507310376456922,0.5,2
"93",0.0507310376456922,0.6,2
"94",0.0772263966699659,0.7,2
"95",0.0772263966699659,0.8,2
"96",0.102811020015533,0.9,2
"97",0.102811020015533,1,2
"98",0.1249713545289,1.1,2
"99",0.1249713545289,1.2,2
"100",0.152132805455676,1.3,2
"101",0.156328287470793,1.4,2
"102",0.173922211754858,1.5,2
"103",0.173922211754858,1.6,2
"104",0.199777028649167,1.7,2
"105",0.210200475519748,1.8,2
"106",0.210200475519748,1.9,2
"107",0.227702318926454,2,2
"108",0.241069855656628,2.1,2
"109",0.257634798527952,2.2,2
"110",0.257634798527952,2.3,2
"111",0.271631477454918,2.4,2
"112",0.293009379110199,2.5,2
"113",0.333253759892271,2.6,2
"114",0.34876652851254,2.7,2
"115",0.34876652851254,2.8,2
"116",0.402166881131727,2.9,2
"117",0.402166881131727,3,2
"118",0.470362611564596,3.1,2
"119",0.470362611564596,3.2,2
"120",0.523717732687722,3.3,2
"121",0.567837765567273,3.4,2
"122",0.592415102933293,3.5,2
"123",0.668100985615109,3.6,2
"124",0.715778041406005,3.7,2
"125",0.730924835441252,3.8,2
"126",0.744420467171815,3.9,2
"127",0.80726704996952,4,2
"128",0.867393346439141,4.1,2
"129",0.867393346439141,4.2,2
"130",0.954212107266522,4.3,2
"131",0.998335513108341,4.4,2
"132",1.02207250267396,4.5,2
"133",1.0388535430338,4.6,2
"134",1.10170054454972,4.7,2
"135",1.16826348503263,4.8,2
"136",1.18112473188377,4.9,2
"137",1.21255323765565,5,2
"138",1.2880988768621,5.1,2
"139",1.32371888729488,5.2,2
"140",1.355138266127,5.3,2
"141",1.3820091094644,5.4,2
"142",1.46972599593507,5.5,2
"143",1.46972599593507,5.6,2
"144",1.49038032509947,5.7,2
"145",1.58160309599121,5.8,2
"146",1.59955461664847,5.9,2
"147",1.59955461664847,6,2
"148",1.65640617588134,6.1,2
"149",1.69725905408223,6.2,2
"150",1.709880527195,6.3,2
"151",1.71285573527718,6.4,2
"152",1.71285573527718,6.5,2
"153",1.77780404350249,6.6,2
"154",1.77780404350249,6.7,2
"155",1.79782954455141,6.8,2
"156",1.810759793787,6.9,2
"157",1.8421849474983,7,2
"158",1.86462077582337,7.1,2
"159",1.87814687599559,7.2,2
"160",1.90956747613848,7.3,2
"161",1.93496457955859,7.4,2
"162",1.95589280869834,7.5,2
"163",1.96747012376938,7.6,2
"164",1.97416061905529,7.7,2
"165",1.98682746502155,7.8,2
"166",1.9995122070414,7.9,2
"167",2.01436329507732,8,2
"168",2.01436329507732,8.1,2
"169",2.04397641761065,8.2,2
"170",2.05107011538749,8.3,2
"171",2.05107011538749,8.4,2
"172",2.11431452080453,8.5,2
"173",2.17350841108355,8.6,2
"174",2.21598260869149,8.7,2
"175",2.32367115484664,8.8,2
"176",2.37381614413822,8.9,2
"177",0.0915178119574687,0.2,3
"178",0.141245897541677,0.3,3
"179",0.159095902908432,0.4,3
"180",0.240870084414325,0.5,3
"181",0.277718921929192,0.6,3
"182",0.348325657267305,0.7,3
"183",0.385622121448271,0.8,3
"184",0.441265505115174,0.9,3
"185",0.468447458064203,1,3
"186",0.534092363047397,1.1,3
"187",0.599311092178824,1.2,3
"188",0.63512773608195,1.3,3
"189",0.682897747376535,1.4,3
"190",0.723612955188103,1.5,3
"191",0.788750877021019,1.6,3
"192",0.832887019015562,1.7,3
"193",0.894135520537354,1.8,3
"194",0.940194254875256,1.9,3
"195",1.02299403559642,2,3
"196",1.07033566963301,2.1,3
"197",1.21874876285454,2.2,3
"198",1.28332434483119,2.3,3
"199",1.43288562880943,2.4,3
"200",1.53803092588048,2.5,3
"201",1.66540569345592,2.6,3
"202",1.82544908921221,2.7,3
"203",1.94545627128254,2.8,3
"204",2.15457685807822,2.9,3
"205",2.2930835345097,3,3
"206",2.5431533571308,3.1,3
"207",2.66662063765754,3.2,3
"208",2.89635896683985,3.3,3
"209",3.18649668347399,3.4,3
"210",3.31385726919448,3.5,3
"211",3.6607332404971,3.6,3
"212",3.92830578626654,3.7,3
"213",4.0924604627124,3.8,3
"214",4.38906990937184,3.9,3
"215",4.81868045943524,4,3
"216",5.09595158534347,4.1,3
"217",5.466505263084,4.2,3
"218",5.72911597294354,4.3,3
"219",6.10434892671146,4.4,3
"220",6.44152889781541,4.5,3
"221",6.7835158947996,4.6,3
"222",7.23964034408595,4.7,3
"223",7.66785517370497,4.8,3
"224",8.11511907801193,4.9,3
"225",8.5443991860168,5,3
"226",8.82498264505807,5.1,3
"227",9.38428033757491,5.2,3
"228",9.74847401338753,5.3,3
"229",10.2281991446279,5.4,3
"230",10.7188613718818,5.5,3
"231",11.1203524383432,5.6,3
"232",11.5352555976465,5.7,3
