"","z","type","suf","id","rep"
"1",-12,1,0.000512030919102017,2,1
"2",-11,1,0.000795076620365037,2,1
"3",-10,1,0.00149364421446423,2,1
"4",-9,1,0.00206479473705696,2,1
"5",-8,1,0.00482700634653428,2,1
"6",-7,1,0.00788705487452633,2,1
"7",-6,1,0.0183014128840122,2,1
"8",-6,4,0.0505742589019639,2,1
"9",-5,1,0.0256578803386965,2,1
"10",-5,4,0.111111731381277,2,1
"11",-4,1,0.0611324067584179,2,1
"12",-4,4,0.135433591036797,2,1
"13",-3,1,0.1033709516332,2,1
"14",-3,4,0.29197040545855,2,1
"15",-2,1,0.0644686051811403,2,1
"16",-2,4,0.120399148713896,2,1
"17",-13,1,0.000285443057285768,2,2
"18",-12,1,0.000799778412213059,2,2
"19",-11,1,0.00122747862432924,2,2
"20",-10,1,0.00165956997373963,2,2
"21",-9,1,0.00385528853708638,2,2
"22",-8,1,0.00497283146451952,2,2
"23",-7,1,0.0104650384170744,2,2
"24",-6,1,0.019256740694419,2,2
"25",-6,4,0.0527963638973935,2,2
"26",-5,1,0.0326675949531971,2,2
"27",-5,4,0.114507913139691,2,2
"28",-4,1,0.0654310052851802,2,2
"29",-4,4,0.165816641789107,2,2
"30",-3,1,0.0802793357624546,2,2
"31",-3,4,0.269787340295061,2,2
"32",-2,1,0.0661537004776116,2,2
"33",-2,4,0.110037935219638,2,2
"34",-14,1,5.17222366691788e-05,2,3
"35",-13,1,0.000158907963254429,2,3
"36",-12,1,0.00024956463742862,2,3
"37",-11,1,0.000351093916555594,2,3
"38",-10,1,0.000774799108662694,2,3
"39",-9,1,0.00136199482783613,2,3
"40",-8,1,0.00294509498615095,2,3
"41",-7,1,0.00564694101830454,2,3
"42",-6,1,0.00719138141926445,2,3
"43",-6,4,0.0386422195772551,2,3
"44",-5,1,0.0173479459445404,2,3
"45",-5,4,0.12770119901841,2,3
"46",-4,1,0.0302306440303254,2,3
"47",-4,4,0.153033746462053,2,3
"48",-3,1,0.0561083328255326,2,3
"49",-3,4,0.260471935829518,2,3
"50",-2,1,0.0413789947316169,2,3
"51",-2,2,0.15342135335927,2,3
"52",-2,4,0.102932128107353,2,3
"53",-15,1,8.62770050128123e-05,2,4
"54",-14,1,0.000181964119551214,2,4
"55",-13,1,0.000250891126105184,2,4
"56",-12,1,0.000475318373947893,2,4
"57",-11,1,0.000622831091102976,2,4
"58",-10,1,0.00100879941303491,2,4
"59",-9,1,0.00227972381961985,2,4
"60",-8,1,0.00455765376676582,2,4
"61",-7,1,0.00584520781741682,2,4
"62",-6,1,0.0131138348556973,2,4
"63",-6,4,0.033646711565511,2,4
"64",-5,1,0.0189521292017709,2,4
"65",-5,4,0.0593323683449094,2,4
"66",-4,1,0.0332633370790851,2,4
"67",-4,4,0.119555068080329,2,4
"68",-3,1,0.0663501482137586,2,4
"69",-3,2,0.042251525144034,2,4
"70",-3,4,0.201521777640218,2,4
"71",-2,1,0.0365961064088755,2,4
"72",-2,2,0.25765251243567,2,4
"73",-2,4,0.102455814497584,2,4
"74",-13,1,0.000769698486504781,2,5
"75",-12,1,0.000885028415346941,2,5
"76",-11,1,0.00158184899735464,2,5
"77",-10,1,0.00259593536887801,2,5
"78",-9,1,0.00378870654127361,2,5
"79",-8,1,0.00783784804402398,2,5
"80",-7,1,0.0113277170882579,2,5
"81",-7,4,0.00806247707492097,2,5
"82",-6,1,0.0216666714812686,2,5
"83",-6,4,0.0468677988546094,2,5
"84",-5,1,0.0341875200002009,2,5
"85",-5,4,0.108661108026536,2,5
"86",-4,1,0.0633774199083786,2,5
"87",-4,4,0.152051623949369,2,5
"88",-3,1,0.0958405432520986,2,5
"89",-3,4,0.237279633783275,2,5
"90",-2,1,0.0623612620191748,2,5
"91",-2,4,0.140857158708529,2,5
"92",-31,1,2.30457510395146e-08,3,1
"93",-30,1,2.91605753238878e-08,3,1
"94",-29,1,3.23269795743507e-08,3,1
"95",-28,1,7.04779320154976e-08,3,1
"96",-27,1,9.07277782637146e-08,3,1
"97",-26,1,1.5494289751509e-07,3,1
"98",-25,1,2.4209961031561e-07,3,1
"99",-24,1,4.33717938219721e-07,3,1
"100",-23,1,6.08595832174771e-07,3,1
"101",-22,1,8.45890403475942e-07,3,1
"102",-21,1,1.69612998392582e-06,3,1
"103",-20,1,2.88386722353934e-06,3,1
"104",-19,1,4.03634863936728e-06,3,1
"105",-19,4,3.38048397026683e-05,3,1
"106",-18,1,5.72244826559616e-06,3,1
"107",-18,4,3.96864803029956e-05,3,1
"108",-17,1,1.2572410107628e-05,3,1
"109",-17,4,0.000117433029149657,3,1
"110",-16,1,1.56465838372688e-05,3,1
"111",-16,4,0.00015534868145283,3,1
"112",-15,1,2.96147508388922e-05,3,1
"113",-15,4,0.000216067144533337,3,1
"114",-14,1,3.68737444573711e-05,3,1
"115",-14,4,0.000389284743956493,3,1
"116",-13,1,7.09304656883194e-05,3,1
"117",-13,4,0.000888044926013676,3,1
"118",-12,1,0.000106694926614168,3,1
"119",-12,4,0.00111395500675234,3,1
"120",-11,1,0.000201903577242554,3,1
"121",-11,4,0.00183535042891921,3,1
"122",-10,1,0.000223532113608393,3,1
"123",-10,2,0.000162581072201075,3,1
"124",-10,4,0.0033445820266291,3,1
"125",-9,1,0.000388686060427086,3,1
"126",-9,2,0.000493195200868855,3,1
"127",-9,4,0.00534538502825355,3,1
"128",-8,1,0.00053098296589589,3,1
"129",-8,2,0.00513174152436598,3,1
"130",-8,4,0.00679357167583202,3,1
"131",-7,1,0.000706845320538969,3,1
"132",-7,2,0.00933481241323434,3,1
"133",-7,4,0.0113341873345841,3,1
"134",-6,1,0.000936056188946936,3,1
"135",-6,2,0.024113478530421,3,1
"136",-6,4,0.0199750283356364,3,1
"137",-5,1,0.00159459074663033,3,1
"138",-5,2,0.0462279072321928,3,1
"139",-5,4,0.0335748753306118,3,1
"140",-4,1,0.00297636723137728,3,1
"141",-4,2,0.1620943706135,3,1
"142",-4,4,0.0527594081398632,3,1
"143",-3,1,0.00656517085708585,3,1
"144",-3,2,0.246572515549948,3,1
"145",-3,4,0.0969431483878839,3,1
"146",-2,1,0.00637828813310765,3,1
"147",-2,2,0.182256983981311,3,1
"148",-2,4,0.0547969642285331,3,1
"149",-1,2,0.0131646622571326,3,1
"150",-34,1,5.11133845016471e-11,3,2
"151",-33,1,6.60142828432845e-11,3,2
"152",-32,1,8.3760728836089e-11,3,2
"153",-31,1,1.43068488470431e-10,3,2
"154",-30,1,2.24828840417467e-10,3,2
"155",-29,1,4.33767221340338e-10,3,2
"156",-28,1,5.51225581001353e-10,3,2
"157",-27,1,1.01608545880163e-09,3,2
"158",-26,1,1.77114628079419e-09,3,2
"159",-25,1,2.63312638145782e-09,3,2
"160",-24,1,4.8875995254717e-09,3,2
"161",-23,1,8.25284862533913e-09,3,2
"162",-22,1,1.00700199430144e-08,3,2
"163",-21,1,1.84517616879844e-08,3,2
"164",-20,1,3.63667026601245e-08,3,2
"165",-19,1,6.23015694567354e-08,3,2
"166",-18,1,8.483326693895e-08,3,2
"167",-18,4,9.76418450641192e-05,3,2
"168",-17,1,1.71510554818995e-07,3,2
"169",-17,4,0.00013024623981736,3,2
"170",-16,1,2.5775815441515e-07,3,2
"171",-16,4,0.000247580702330501,3,2
"172",-15,1,4.41560755337816e-07,3,2
"173",-15,4,0.00053204170002544,3,2
"174",-14,1,6.71946628525831e-07,3,2
"175",-14,4,0.00067660841437747,3,2
"176",-13,1,1.00529932948261e-06,3,2
"177",-13,4,0.000910196023384198,3,2
"178",-12,1,1.83765926147299e-06,3,2
"179",-12,4,0.00128802718581928,3,2
"180",-11,1,3.22911479004011e-06,3,2
"181",-11,2,6.21407582572511e-06,3,2
"182",-11,4,0.00184415787053837,3,2
"183",-10,1,6.19058108597867e-06,3,2
"184",-10,2,0.000274129950000101,3,2
"185",-10,4,0.00328982484439087,3,2
"186",-9,1,1.55385527261784e-05,3,2
"187",-9,2,0.00164927112624598,3,2
"188",-9,4,0.00660601934403033,3,2
"189",-8,1,2.87941966981728e-05,3,2
"190",-8,2,0.00292381501049497,3,2
"191",-8,4,0.009378428798896,3,2
"192",-7,1,6.88445613894138e-05,3,2
"193",-7,2,0.0139796459070463,3,2
"194",-7,4,0.0150062764595343,3,2
"195",-6,1,0.000146896232180407,3,2
"196",-6,2,0.0406870325032895,3,2
"197",-6,4,0.024076979898796,3,2
"198",-5,1,0.000341226490137077,3,2
"199",-5,2,0.0805817533635378,3,2
"200",-5,4,0.0351888423848573,3,2
"201",-4,1,0.000946273734383221,3,2
"202",-4,2,0.133741240894484,3,2
"203",-4,4,0.0461728651164945,3,2
"204",-3,1,0.00339059007866132,3,2
"205",-3,2,0.240394058239066,3,2
"206",-3,4,0.0845671350552438,3,2
"207",-2,1,0.00497043138271995,3,2
"208",-2,2,0.172233269127507,3,2
"209",-2,4,0.0503456971936544,3,2
"210",-1,2,0.0232483679278863,3,2
"211",-32,1,1.9394007640109e-08,3,3
"212",-31,1,3.94877894755988e-08,3,3
"213",-30,1,6.6347983970276e-08,3,3
"214",-29,1,8.90235705057267e-08,3,3
"215",-28,1,1.64759696462161e-07,3,3
"216",-27,1,1.94417568751924e-07,3,3
"217",-26,1,4.48937480038219e-07,3,3
"218",-25,1,6.04332757389771e-07,3,3
"219",-24,1,9.46265781770295e-07,3,3
"220",-23,1,1.70954051213219e-06,3,3
"221",-22,1,2.51461128776437e-06,3,3
"222",-21,1,3.9696281943436e-06,3,3
"223",-20,1,6.7109017940886e-06,3,3
"224",-19,1,1.06183397198493e-05,3,3
"225",-18,1,2.16547746353008e-05,3,3
"226",-17,1,3.27201535834993e-05,3,3
"227",-17,4,9.19974484976607e-05,3,3
"228",-16,1,5.14377621805221e-05,3,3
"229",-16,4,0.000162448205938825,3,3
"230",-15,1,7.91206927155038e-05,3,3
"231",-15,4,0.000206958453337525,3,3
"232",-14,1,0.000114984495686665,3,3
"233",-14,4,0.000540445270393519,3,3
"234",-13,1,0.000205364407450581,3,3
"235",-13,4,0.000878460257400138,3,3
"236",-12,1,0.000401163449243884,3,3
"237",-12,4,0.00101972545318266,3,3
"238",-11,1,0.000448277577286681,3,3
"239",-11,2,0.000399154706553596,3,3
"240",-11,4,0.00142517384822165,3,3
"241",-10,1,0.000869825284182697,3,3
"242",-10,2,0.000688671300354684,3,3
"243",-10,4,0.0025053338116323,3,3
"244",-9,1,0.00107855820030079,3,3
"245",-9,2,0.00150578023987186,3,3
"246",-9,4,0.00472389998678705,3,3
"247",-8,1,0.00156490338418024,3,3
"248",-8,2,0.0038651735063504,3,3
"249",-8,4,0.00747613359656506,3,3
"250",-7,1,0.00256661790087507,3,3
"251",-7,2,0.0154990167985269,3,3
"252",-7,4,0.0108340478326694,3,3
"253",-6,1,0.00300156739238777,3,3
"254",-6,2,0.0385038881680347,3,3
"255",-6,4,0.0163555067734563,3,3
"256",-5,1,0.00289875345695344,3,3
"257",-5,2,0.0804925648373514,3,3
"258",-5,4,0.029784738483159,3,3
"259",-4,1,0.00553256236992659,3,3
"260",-4,2,0.124401452059807,3,3
"261",-4,4,0.0555903376512218,3,3
"262",-3,1,0.00755107694977592,3,3
"263",-3,2,0.210218633561105,3,3
"264",-3,4,0.096253806475366,3,3
"265",-2,1,0.00603998938967239,3,3
"266",-2,2,0.178318357106113,3,3
"267",-2,4,0.0586188147309864,3,3
"268",-1,2,0.0182121969254052,3,3
"269",0,2,0.00894060888252942,3,3
"270",-30,1,1.05875364236426e-08,3,4
"271",-29,1,2.0893424540351e-08,3,4
"272",-28,1,2.52784543812422e-08,3,4
"273",-27,1,4.07364223410505e-08,3,4
"274",-26,1,4.97596893788245e-08,3,4
"275",-25,1,1.06900307535012e-07,3,4
"276",-24,1,1.11004612245893e-07,3,4
"277",-23,1,1.83208620976696e-07,3,4
"278",-22,1,3.39649889686419e-07,3,4
"279",-21,1,4.45353949885478e-07,3,4
"280",-21,4,3.93058813051961e-05,3,4
"281",-20,1,6.94197163610357e-07,3,4
"282",-20,4,4.53614357251437e-05,3,4
"283",-19,1,1.13552714700322e-06,3,4
"284",-19,4,6.17126030876601e-05,3,4
"285",-18,1,1.50461801817842e-06,3,4
"286",-18,4,0.000198643293178651,3,4
"287",-17,1,3.06529091548385e-06,3,4
"288",-17,4,0.000354158814344866,3,4
"289",-16,1,3.27660488022813e-06,3,4
"290",-16,4,0.000468312404533328,3,4
"291",-15,1,7.09851803729181e-06,3,4
"292",-15,4,0.000660130365400209,3,4
"293",-14,1,8.12504674133601e-06,3,4
"294",-14,4,0.00110307553013885,3,4
"295",-13,1,1.56999495710085e-05,3,4
"296",-13,4,0.00237095934641966,3,4
"297",-12,1,2.29690169726344e-05,3,4
"298",-12,4,0.00292220400129972,3,4
"299",-11,1,3.43793591982475e-05,3,4
"300",-11,2,1.2626458123323e-05,3,4
"301",-11,4,0.00408132455242825,3,4
"302",-10,1,4.56013847440993e-05,3,4
"303",-10,2,0.000242551368361883,3,4
"304",-10,4,0.00580445937314581,3,4
"305",-9,1,0.000104414408763843,3,4
"306",-9,2,0.000572597324865228,3,4
"307",-9,4,0.00898834206954098,3,4
"308",-8,1,0.000135940503053918,3,4
"309",-8,2,0.00428952299026861,3,4
"310",-8,4,0.0134019893280656,3,4
"311",-7,1,0.000329642783283563,3,4
"312",-7,2,0.0120254396042988,3,4
"313",-7,4,0.0189650564772756,3,4
"314",-6,1,0.000689134676705912,3,4
"315",-6,2,0.0301095789893942,3,4
"316",-6,4,0.0287303015566664,3,4
"317",-5,1,0.00111187142490219,3,4
"318",-5,2,0.0570204715788646,3,4
"319",-5,4,0.0383886797306261,3,4
"320",-4,1,0.00281961378676125,3,4
"321",-4,2,0.13523999221639,3,4
"322",-4,4,0.0707338106646415,3,4
"323",-3,1,0.00608229798765756,3,4
"324",-3,2,0.173625476219518,3,4
"325",-3,4,0.0967434855750287,3,4
"326",-2,1,0.00730948213262446,3,4
"327",-2,2,0.189244570563583,3,4
"328",-2,4,0.0668089020905222,3,4
"329",-1,2,0.0180196770029087,3,4
"330",-29,1,8.39995219642053e-08,3,5
"331",-28,1,1.45044988260797e-07,3,5
"332",-27,1,1.85384173350045e-07,3,5
"333",-26,1,2.9998240368382e-07,3,5
"334",-25,1,4.95613937008423e-07,3,5
"335",-24,1,8.88584202090468e-07,3,5
"336",-23,1,1.16186379314602e-06,3,5
"337",-22,1,2.63054421318587e-06,3,5
"338",-21,1,3.52603434313914e-06,3,5
"339",-21,4,9.8632808962682e-06,3,5
"340",-20,1,6.43659311951318e-06,3,5
"341",-20,4,2.09100672611857e-05,3,5
"342",-19,1,9.32068914034852e-06,3,5
"343",-19,4,2.6837168647812e-05,3,5
"344",-18,1,2.14927966816466e-05,3,5
"345",-18,4,4.66652787590873e-05,3,5
"346",-17,1,2.60434647627128e-05,3,5
"347",-17,4,0.00011389110381924,3,5
"348",-16,1,4.51097077756219e-05,3,5
"349",-16,4,0.000147326422267167,3,5
"350",-15,1,8.71761406610632e-05,3,5
"351",-15,4,0.000319420258774668,3,5
"352",-14,1,0.000148402981196865,3,5
"353",-14,4,0.000380359623069983,3,5
"354",-13,1,0.000209092647564914,3,5
"355",-13,4,0.00107338178581114,3,5
"356",-12,1,0.000408336499164935,3,5
"357",-12,4,0.00136910916447052,3,5
"358",-11,1,0.000626447885145315,3,5
"359",-11,4,0.00181828674443507,3,5
"360",-10,1,0.00111158611858011,3,5
"361",-10,4,0.0036002885525695,3,5
"362",-9,1,0.00168245510021402,3,5
"363",-9,2,0.000470103619662267,3,5
"364",-9,4,0.00621722255386747,3,5
"365",-8,1,0.00214195116264959,3,5
"366",-8,2,0.0032549981610776,3,5
"367",-8,4,0.0084059430031425,3,5
"368",-7,1,0.00265000917478193,3,5
"369",-7,2,0.00597353854469368,3,5
"370",-7,4,0.0120053539588228,3,5
"371",-6,1,0.00507946114648503,3,5
"372",-6,2,0.0160480170304767,3,5
"373",-6,4,0.019785852326675,3,5
"374",-5,1,0.00464627193995357,3,5
"375",-5,2,0.0486507643661193,3,5
"376",-5,4,0.034073429785631,3,5
"377",-4,1,0.00805181682738062,3,5
"378",-4,2,0.166563320863495,3,5
"379",-4,4,0.0573551226866019,3,5
"380",-3,1,0.00820259426620729,3,5
"381",-3,2,0.169181284814226,3,5
"382",-3,4,0.0937044513150395,3,5
"383",-2,1,0.00752197432759939,3,5
"384",-2,2,0.213608431589328,3,5
"385",-2,4,0.0633678598511405,3,5
"386",-1,2,0.0297225695585784,3,5
"387",-27,1,7.10453475715635e-09,4,1
"388",-26,1,1.3024570994063e-08,4,1
"389",-25,1,2.9939505558958e-08,4,1
"390",-24,1,4.40370120299758e-08,4,1
"391",-23,1,8.2700863591962e-08,4,1
"392",-22,1,1.50721221527987e-07,4,1
"393",-21,1,4.08222168601103e-07,4,1
"394",-20,1,6.26627953637287e-07,4,1
"395",-19,1,1.15122010708679e-06,4,1
"396",-18,1,2.15207073751642e-06,4,1
"397",-17,1,5.83365985959441e-06,4,1
"398",-16,1,8.81697727659571e-06,4,1
"399",-15,1,1.59368641590978e-05,4,1
"400",-14,1,2.88614621678676e-05,4,1
"401",-13,1,8.02779244671062e-05,4,1
"402",-12,1,0.000121105213380038,4,1
"403",-12,4,0.000313417291061572,4,1
"404",-11,1,0.00022115247754829,4,1
"405",-11,4,0.000734170617411428,4,1
"406",-10,1,0.00041338052979097,4,1
"407",-10,4,0.00194720820001526,4,1
"408",-9,1,0.00113967646537844,4,1
"409",-9,4,0.00257728476848634,4,1
"410",-8,1,0.0016783717070782,4,1
"411",-8,4,0.00426404245112157,4,1
"412",-7,1,0.00312739572087706,4,1
"413",-7,4,0.017146191209165,4,1
"414",-6,1,0.00875292425884453,4,1
"415",-6,4,0.0279863135258424,4,1
"416",-5,1,0.0130119875838248,4,1
"417",-5,4,0.0532894573077922,4,1
"418",-4,1,0.0231049368295937,4,1
"419",-4,4,0.115708895718384,4,1
"420",-3,1,0.0559813670580646,4,1
"421",-3,2,0.0505750655959284,4,1
"422",-3,4,0.293556785755354,4,1
"423",-2,1,0.027154204866015,4,1
"424",-2,2,0.0620962476593528,4,1
"425",-2,4,0.234954024633085,4,1
"426",-24,1,1.06847989016665e-07,4,2
"427",-23,1,3.68526505507433e-07,4,2
"428",-22,1,7.38784806061408e-07,4,2
"429",-21,1,9.5523029928619e-07,4,2
"430",-20,1,1.67029538317466e-06,4,2
"431",-19,1,2.88021344540992e-06,4,2
"432",-19,4,1.64507969880005e-06,4,2
"433",-18,1,7.38026570179823e-06,4,2
"434",-18,4,3.84759241604555e-06,4,2
"435",-17,1,1.05758053381365e-05,4,2
"436",-17,4,5.95485123141922e-06,4,2
"437",-16,1,1.80956560502352e-05,4,2
"438",-16,4,1.03459733254431e-05,4,2
"439",-15,1,3.09913411500424e-05,4,2
"440",-15,4,2.90322347015962e-05,4,2
"441",-14,1,7.95255277946761e-05,4,2
"442",-14,4,0.000113580759746444,4,2
"443",-13,1,0.000116040891381171,4,2
"444",-13,4,0.000231085336800017,4,2
"445",-12,1,0.000201259494749579,4,2
"446",-12,4,0.000589725139437975,4,2
"447",-11,1,0.000343051987905131,4,2
"448",-11,4,0.00170616084479056,4,2
"449",-10,1,0.000885810271975563,4,2
"450",-10,4,0.00312512108327411,4,2
"451",-9,1,0.00123604841828879,4,2
"452",-9,4,0.00505353255847124,4,2
"453",-8,1,0.00214355293896799,4,2
"454",-8,4,0.00889440026794476,4,2
"455",-7,1,0.00373483533749059,4,2
"456",-7,4,0.0215754462078079,4,2
"457",-6,1,0.0093993655710967,4,2
"458",-6,4,0.0361246271171079,4,2
"459",-5,1,0.0134622441582402,4,2
"460",-5,4,0.0865087575463989,4,2
"461",-4,1,0.0231946569659105,4,2
"462",-4,4,0.145476816702231,4,2
"463",-3,1,0.0519471386175112,4,2
"464",-3,4,0.353219186281504,4,2
"465",-2,1,0.0238466148322766,4,2
"466",-2,4,0.206666826442855,4,2
"467",-27,1,1.38845929494067e-08,4,3
"468",-26,1,2.53154898356591e-08,4,3
"469",-25,1,3.83103438581963e-08,4,3
"470",-24,1,9.64139654279549e-08,4,3
"471",-23,1,1.35783922859931e-07,4,3
"472",-22,1,2.35000216776677e-07,4,3
"473",-21,1,6.28969327538369e-07,4,3
"474",-20,1,8.96986747072996e-07,4,3
"475",-19,1,1.58817494793316e-06,4,3
"476",-18,1,4.24407733017464e-06,4,3
"477",-18,4,1.09690089828434e-05,4,3
"478",-17,1,6.43335213262948e-06,4,3
"479",-17,4,2.52790478437437e-05,4,3
"480",-16,1,1.12211591104785e-05,4,3
"481",-16,4,3.6302438978772e-05,4,3
"482",-15,1,1.9821624501349e-05,4,3
"483",-15,4,5.83779516443919e-05,4,3
"484",-14,1,3.59030228370355e-05,4,3
"485",-14,4,9.82051337659001e-05,4,3
"486",-13,1,9.63375638206468e-05,4,3
"487",-13,4,0.000167934572047194,4,3
"488",-12,1,0.000141980246969644,4,3
"489",-12,4,0.000288688924440703,4,3
"490",-11,1,0.00024901480692491,4,3
"491",-11,4,0.000969616343982761,4,3
"492",-10,1,0.000443386188373253,4,3
"493",-10,4,0.00248883850386121,4,3
"494",-9,1,0.00115168127176278,4,3
"495",-9,4,0.00822498255358342,4,3
"496",-8,1,0.00166862683593119,4,3
"497",-8,4,0.0135658514271958,4,3
"498",-7,1,0.00302317221027566,4,3
"499",-7,4,0.023594421220362,4,3
"500",-6,1,0.00784835761563224,4,3
"501",-6,4,0.0397018492623841,4,3
"502",-5,1,0.0114198261908297,4,3
"503",-5,4,0.0823916107734322,4,3
"504",-4,1,0.0192638659493912,4,3
"505",-4,4,0.157375083230794,4,3
"506",-3,1,0.0440174210961862,4,3
"507",-3,2,0.0190897912777132,4,3
"508",-3,4,0.298042122916944,4,3
"509",-2,1,0.0216104487105104,4,3
"510",-2,2,0.0476025011871593,4,3
"511",-2,4,0.195252173462811,4,3
"512",-26,1,7.98823539119883e-08,4,4
"513",-25,1,2.68687109885548e-07,4,4
"514",-24,1,3.63960853485058e-07,4,4
"515",-23,1,8.05996720585693e-07,4,4
"516",-22,1,1.06705062680545e-06,4,4
"517",-21,1,1.78348747933292e-06,4,4
"518",-20,1,2.97938071222591e-06,4,4
"519",-19,1,7.57528657075235e-06,4,4
"520",-18,1,1.00085689950666e-05,4,4
"521",-17,1,1.68356562235188e-05,4,4
"522",-16,1,4.15383604965494e-05,4,4
"523",-15,1,5.58549279679042e-05,4,4
"524",-14,1,9.42440645403452e-05,4,4
"525",-14,4,0.000105336773889842,4,4
"526",-13,1,0.000154608643836209,4,4
"527",-13,4,0.000234118232057142,4,4
"528",-12,1,0.000389555934852911,4,4
"529",-12,4,0.00051489178502955,4,4
"530",-11,1,0.000528266800000913,4,4
"531",-11,4,0.0010188984785455,4,4
"532",-10,1,0.000895180735656037,4,4
"533",-10,4,0.00149804426874486,4,4
"534",-9,1,0.0015014845117897,4,4
"535",-9,4,0.00377803610010631,4,4
"536",-8,1,0.00255714886481187,4,4
"537",-8,4,0.00523888008124369,4,4
"538",-7,1,0.00626788058898681,4,4
"539",-7,4,0.01419057145284,4,4
"540",-6,1,0.00851253441840469,4,4
"541",-6,4,0.0286977750947493,4,4
"542",-5,1,0.0144346499366786,4,4
"543",-5,2,0.0044410999848345,4,4
"544",-5,4,0.0532890859713389,4,4
"545",-4,1,0.0230450314487142,4,4
"546",-4,2,0.00834498547024582,4,4
"547",-4,4,0.123809254984399,4,4
"548",-3,1,0.0503136153905761,4,4
"549",-3,2,0.0203243144094059,4,4
"550",-3,4,0.288215566617983,4,4
"551",-2,1,0.0237227790011374,4,4
"552",-2,2,0.128601137406153,4,4
"553",-2,4,0.173090869502622,4,4
"554",-1,2,0.0120509917997172,4,4
"555",-29,1,7.21532010668943e-08,4,5
"556",-28,1,8.96293006369404e-08,4,5
"557",-27,1,1.29679189268045e-07,4,5
"558",-26,1,2.79753760946314e-07,4,5
"559",-25,1,3.56600887331144e-07,4,5
"560",-24,1,5.85059146532779e-07,4,5
"561",-23,1,9.62097349857781e-07,4,5
"562",-22,1,2.2337706652159e-06,4,5
"563",-21,1,2.94989507788045e-06,4,5
"564",-20,1,4.75465261007497e-06,4,5
"565",-19,1,1.09400385323215e-05,4,5
"566",-18,1,1.41480386744943e-05,4,5
"567",-17,1,2.32371997012766e-05,4,5
"568",-16,1,3.83998200555493e-05,4,5
"569",-15,1,8.95296310424924e-05,4,5
"570",-14,1,0.000116321395306016,4,5
"571",-14,4,0.000208367305548805,4,5
"572",-13,1,0.000188403174752193,4,5
"573",-13,4,0.000382002714194203,4,5
"574",-12,1,0.000303698565297662,4,5
"575",-12,4,0.00079604529380299,4,5
"576",-11,1,0.000719010800752683,4,5
"577",-11,4,0.00153205417068676,4,5
"578",-10,1,0.00092935626092351,4,5
"579",-10,4,0.00267835102856803,4,5
"580",-9,1,0.00149982124865148,4,5
"581",-9,4,0.00480741757247635,4,5
"582",-8,1,0.00245726413082778,4,5
"583",-8,4,0.0104943305253297,4,5
"584",-7,1,0.0057399872147012,4,5
"585",-7,4,0.0179877398215446,4,5
"586",-6,1,0.0075327468403344,4,5
"587",-6,4,0.0353489192662627,4,5
"588",-5,1,0.0123654880542467,4,5
"589",-5,2,0.0045202859343751,4,5
"590",-5,4,0.0676284804066115,4,5
"591",-4,1,0.0193520206500419,4,5
"592",-4,2,0.00697879950796346,4,5
"593",-4,4,0.0981909207689392,4,5
"594",-3,1,0.0464747401665681,4,5
"595",-3,2,0.141185765933677,4,5
"596",-3,4,0.22365437332966,4,5
"597",-2,1,0.0246813453388917,4,5
"598",-2,2,0.0954914124294696,4,5
"599",-2,4,0.1655658621304,4,5
"600",-34,1,3.10401725090312e-08,5,1
"601",-33,1,1.39004729564123e-07,5,1
"602",-32,1,1.55945623054751e-07,5,1
"603",-31,1,2.62567268934136e-07,5,1
"604",-30,1,3.75309734522191e-07,5,1
"605",-29,1,6.51886699192591e-07,5,1
"606",-28,1,1.20557036930062e-06,5,1
"607",-27,1,1.23411336517736e-06,5,1
"608",-26,1,2.46973227332388e-06,5,1
"609",-25,1,5.18434647318453e-06,5,1
"610",-24,1,5.26250448945166e-06,5,1
"611",-23,1,1.24056646040242e-05,5,1
"612",-22,1,2.06793364480328e-05,5,1
"613",-21,1,3.69236392522245e-05,5,1
"614",-20,1,5.4301001868876e-05,5,1
"615",-19,1,6.92304910219776e-05,5,1
"616",-18,1,0.000116541326464902,5,1
"617",-17,1,0.000261694452986976,5,1
"618",-16,1,0.000287484798858001,5,1
"619",-15,1,0.000597285549957473,5,1
"620",-14,1,0.000743108220456369,5,1
"621",-13,1,0.00119671883098416,5,1
"622",-12,1,0.00164586327293973,5,1
"623",-12,4,0.00120291555169981,5,1
"624",-11,1,0.00208299880228334,5,1
"625",-11,4,0.00293756434413367,5,1
"626",-10,1,0.00315669439991495,5,1
"627",-10,4,0.00631224724196155,5,1
"628",-9,1,0.00381617129782638,5,1
"629",-9,4,0.012312318385114,5,1
"630",-8,1,0.00437592468227029,5,1
"631",-8,4,0.0177151547645635,5,1
"632",-7,1,0.00744338588265724,5,1
"633",-7,4,0.038435714958149,5,1
"634",-6,1,0.00605189431326352,5,1
"635",-6,4,0.0557487636410413,5,1
"636",-5,1,0.0130197632988575,5,1
"637",-5,2,0.00394891000854495,5,1
"638",-5,4,0.0984387231346599,5,1
"639",-4,1,0.0231760066775759,5,1
"640",-4,2,0.0167128507214276,5,1
"641",-4,4,0.125708724539572,5,1
"642",-3,1,0.0152862892927832,5,1
"643",-3,2,0.0229507240179196,5,1
"644",-3,4,0.282707341965223,5,1
"645",-2,1,0.0143536447008998,5,1
"646",-2,2,0.0550386276771628,5,1
"647",-2,4,0.162007437093454,5,1
"648",-32,1,1.20818239288007e-08,5,2
"649",-31,1,3.26299795581722e-07,5,2
