"","node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","time","age","type","organ","length","K_type"
"1",0,1,1,0,0,-2,-0.0167,-0.0054,-2.0985,0.0056,0.0264,12,1,2,0.100051486745575,1
"2",1,2,1,-0.0167,-0.0054,-2.0985,-0.0462,0.0012,-2.5012,0.0056,0.1332,12,1,2,0.403833010042517,1
"3",2,3,1,-0.0462,0.0012,-2.5012,-0.069,-0.0027,-2.7874,0.0056,0.2091,12,1,2,0.287133226917402,1
"4",3,4,1,-0.069,-0.0027,-2.7874,-0.0742,-0.0092,-3.0269,0.0056,0.2725,12,1,2,0.239644611873499,1
"5",4,5,1,-0.0742,-0.0092,-3.0269,-0.0835,0.0028,-3.377,0.0056,0.3652,12,1,2,0.35042902277066,1
"6",5,6,1,-0.0835,0.0028,-3.377,-0.0594,0.0069,-3.8764,0.0056,0.4974,12,1,2,0.49999797999592,1
"7",6,7,1,-0.0594,0.0069,-3.8764,-0.0572,0.0059,-3.9493,0.0056,0.5167,12,1,2,0.0729400438716623,1
"8",7,8,1,-0.0572,0.0059,-3.9493,-0.0549,0.0031,-4.0578,0.0056,0.5454,12,1,2,0.108560490050479,1
"9",8,9,1,-0.0549,0.0031,-4.0578,-0.049,-0.0054,-4.3587,0.0056,0.625,12,1,2,0.301077847076134,1
"10",9,10,1,-0.049,-0.0054,-4.3587,-0.0291,-0.0185,-4.8582,0.0056,0.7572,12,1,2,0.500067865394289,1
"11",10,11,1,-0.0291,-0.0185,-4.8582,-0.0282,-0.0191,-4.8904,0.0056,0.7657,12,1,2,0.0322181625795136,1
"12",11,12,1,-0.0282,-0.0191,-4.8904,-0.0161,-0.0188,-5.303,0.0056,0.8749,12,1,2,0.412777494541551,1
"13",12,13,1,-0.0161,-0.0188,-5.303,-9e-04,-0.0199,-5.8028,0.0056,1.0071,12,1,2,0.500032288957424,1
"14",13,14,1,-9e-04,-0.0199,-5.8028,-7e-04,-0.0199,-5.8102,0.0056,1.009,12,1,2,0.00740270220932833,1
"15",14,15,1,-7e-04,-0.0199,-5.8102,0.0278,-0.0127,-6.2918,0.0056,1.1366,12,1,2,0.48249626941563,1
"16",15,16,1,0.0278,-0.0127,-6.2918,0.0665,0.0023,-6.79,0.0056,1.2688,12,1,2,0.499925924512822,1
"17",16,17,1,0.0665,0.0023,-6.79,0.0769,0.0059,-6.9242,0.0056,1.3044,12,1,2,0.134650510582025,1
"18",17,18,1,0.0769,0.0059,-6.9242,0.0979,0.0219,-7.4003,0.0056,1.4305,12,1,2,0.476831427236083,1
"19",18,19,1,0.0979,0.0219,-7.4003,0.1105,0.0336,-7.7242,0.0056,1.5163,12,1,2,0.324356069775178,1
"20",19,20,1,0.1105,0.0336,-7.7242,0.1367,0.0316,-8.1421,0.0056,1.627,12,1,2,0.418725267926357,1
"21",20,21,1,0.1367,0.0316,-8.1421,0.1665,0.0496,-8.6408,0.0056,1.7592,12,1,2,0.499913722556204,1
"22",21,22,1,0.1665,0.0496,-8.6408,0.1693,0.0516,-8.6892,0.0056,1.772,12,1,2,0.0485221598859729,1
"23",22,23,1,0.1693,0.0516,-8.6892,0.1644,0.0551,-9.0417,0.0056,1.8652,12,1,2,0.352551428872442,1
"24",23,24,1,0.1644,0.0551,-9.0417,0.1532,0.0518,-9.3687,0.0056,1.9517,12,1,2,0.327208389256755,1
"25",24,25,1,0.1532,0.0518,-9.3687,0.1387,0.0573,-9.8391,0.0056,2.0762,12,1,2,0.47065556408057,1
"26",25,26,1,0.1387,0.0573,-9.8391,0.1178,0.0307,-10.2768,0.0056,2.1922,12,1,2,0.439005307485,1
"27",26,27,1,0.1178,0.0307,-10.2768,0.0922,0.0104,-10.6836,0.0056,2.3001,12,1,2,0.408109899414362,1
"28",27,28,1,0.0922,0.0104,-10.6836,0.0815,0.0105,-10.8937,0.0056,2.3558,12,1,2,0.210372312817063,1
"29",28,29,1,0.0815,0.0105,-10.8937,0.031,4e-04,-11.3633,0.0056,2.4807,12,1,2,0.47241551625661,1
"30",29,30,1,0.031,4e-04,-11.3633,-0.0066,-0.0033,-11.7673,0.0056,2.588,12,1,2,0.405762800167783,1
"31",30,31,1,-0.0066,-0.0033,-11.7673,-0.0245,-0.0027,-11.9402,0.0056,2.6339,12,1,2,0.173825142024967,1
"32",31,32,1,-0.0245,-0.0027,-11.9402,-0.0583,-0.0088,-12.2887,0.0056,2.7265,12,1,2,0.350188377876822,1
"33",32,33,1,-0.0583,-0.0088,-12.2887,-0.065,-0.0017,-12.7886,0.0056,2.8588,12,1,2,0.499995309978004,1
"34",33,34,1,-0.065,-0.0017,-12.7886,-0.063,-0.0015,-12.9129,0.0056,2.8916,12,1,2,0.12431624994344,1
"35",34,35,1,-0.063,-0.0015,-12.9129,-0.0493,-0.0011,-13.382,0.0056,3.0157,12,1,2,0.469300181120782,1
"36",35,36,1,-0.0493,-0.0011,-13.382,-0.0403,-2e-04,-13.6171,0.0056,3.0779,12,1,2,0.235273925457116,1
"37",36,37,1,-0.0403,-2e-04,-13.6171,-0.0344,0.007,-13.9629,0.0056,3.1694,12,1,2,0.345925266495524,1
"38",37,38,1,-0.0344,0.007,-13.9629,-0.0327,0.0635,-14.4494,0.0056,3.2989,12,1,2,0.48977279426281,1
"39",38,39,1,-0.0327,0.0635,-14.4494,-0.0321,0.1084,-14.9277,0.0056,3.4259,12,1,2,0.480403226467099,1
"40",39,40,1,-0.0321,0.1084,-14.9277,-0.0127,0.1604,-15.3548,0.0056,3.5398,12,1,2,0.430691037752122,1
"41",40,41,1,-0.0127,0.1604,-15.3548,-0.0011,0.1913,-15.7131,0.0056,3.6349,12,1,2,0.359816981255751,1
"42",41,42,1,-0.0011,0.1913,-15.7131,0.0164,0.2124,-16.0022,0.0056,3.7117,12,1,2,0.290396745849534,1
"43",42,43,1,0.0164,0.2124,-16.0022,0.0368,0.2282,-16.4486,0.0056,3.83,12,1,2,0.447145121856429,1
"44",43,44,1,0.0368,0.2282,-16.4486,0.0496,0.2378,-16.7269,0.0056,3.9037,12,1,2,0.278759555890019,1
"45",44,45,1,0.0496,0.2378,-16.7269,0.0761,0.2621,-17.2256,0.0056,4.0359,12,1,2,0.499994429968974,1
"46",45,46,1,0.0761,0.2621,-17.2256,0.0847,0.2689,-17.3494,0.0056,4.0687,12,1,2,0.124284512309458,1
"47",46,47,1,0.0847,0.2689,-17.3494,0.1275,0.2884,-17.7317,0.0056,4.1706,12,1,2,0.385182268543089,1
"48",47,48,1,0.1275,0.2884,-17.7317,0.1736,0.2644,-18.229,0.0056,4.3028,12,1,2,0.50000849992775,1
"49",48,49,1,0.1736,0.2644,-18.229,0.187,0.2568,-18.3334,0.0056,4.3307,12,1,2,0.105530469533687,1
"50",49,50,1,0.187,0.2568,-18.3334,0.2623,0.2755,-18.8274,0.0056,4.4629,12,1,2,0.500055776888938,1
