"","id","order_id","order","type","x","y","vol","sam"
"1",1,1,"type_1","kr",0,0.000229231645316543,0.00785398163397448,1
"2",2,1,"type_1","kr",5.22276361858658,0.000229231645316543,0.00785398163397448,1
"3",3,1,"type_1","kr",7.22276361858658,9.96969303093967e-05,0.00785398163397448,1
"4",4,1,"type_1","kr",9.22276361858658,9.96969303093967e-05,0.00785398163397448,1
"5",5,1,"type_1","kr",11.2227636185866,8.48410033743572e-05,0.00785398163397448,1
"6",6,1,"type_1","kr",17.2227636185866,8.48410033743572e-06,0.00785398163397448,1
"7",7,1,"type_1","kx",0,2.30934215191052e-05,0.00785398163397448,1
"8",8,1,"type_1","kx",8.22276361858658,2.30934215191052e-05,0.00785398163397448,1
"9",9,1,"type_1","kx",10.2227636185866,4.91927840100764e-05,0.00785398163397448,1
"10",10,1,"type_1","kx",18.2227636185866,4.91927840100764e-05,0.00785398163397448,1
"11",11,2,"type_2","kr",0,0.000231718670201204,0.00386846891747326,1
"12",12,2,"type_2","kr",9.26635068657525,0.000231718670201204,0.00386846891747326,1
"13",13,2,"type_2","kr",11.2663506865752,0.000100684664852239,0.00386846891747326,1
"14",14,2,"type_2","kr",13.2663506865752,0.000100684664852239,0.00386846891747326,1
"15",15,2,"type_2","kr",15.2663506865752,8.56844771532286e-05,0.00386846891747326,1
"16",16,2,"type_2","kr",21.2663506865753,8.56844771532286e-06,0.00386846891747326,1
"17",17,2,"type_2","kx",0,9.88794943755577e-06,0.00386846891747326,1
"18",18,2,"type_2","kx",12.2663506865752,9.88794943755577e-06,0.00386846891747326,1
"19",19,2,"type_2","kx",14.2663506865752,1.38746739867492e-05,0.00386846891747326,1
"20",20,2,"type_2","kx",22.2663506865753,1.38746739867492e-05,0.00386846891747326,1
"21",21,3,"type_3","kr",0,0.000231133647871387,0.00467392049891216,1
"22",22,3,"type_3","kr",9.26635068657525,0.000231133647871387,0.00467392049891216,1
"23",23,3,"type_3","kr",11.2663506865752,0.000100452107440963,0.00467392049891216,1
"24",24,3,"type_3","kr",13.2663506865752,0.000100452107440963,0.00467392049891216,1
"25",25,3,"type_3","kr",15.2663506865752,8.54858086897629e-05,0.00467392049891216,1
"26",26,3,"type_3","kr",21.2663506865753,8.54858086897629e-06,0.00467392049891216,1
"27",27,3,"type_3","kx",0,1.23576613547864e-05,0.00467392049891216,1
"28",28,3,"type_3","kx",12.2663506865752,1.23576613547864e-05,0.00467392049891216,1
"29",29,3,"type_3","kx",14.2663506865752,1.30991465812521e-05,0.00467392049891216,1
"30",30,3,"type_3","kx",22.2663506865753,1.30991465812521e-05,0.00467392049891216,1
"31",31,4,"type_4","kr",0,0.000230717198953002,0.00529618168581163,1
"32",32,4,"type_4","kr",9.26635068657525,0.000230717198953002,0.00529618168581163,1
"33",33,4,"type_4","kr",11.2663506865752,0.000100286640945904,0.00529618168581163,1
"34",34,4,"type_4","kr",13.2663506865752,0.000100286640945904,0.00529618168581163,1
"35",35,4,"type_4","kr",15.2663506865752,8.53444827658736e-05,0.00529618168581163,1
"36",36,4,"type_4","kr",21.2663506865753,8.53444827658736e-06,0.00529618168581163,1
"37",37,4,"type_4","kx",0,1.43394491910224e-05,0.00529618168581163,1
"38",38,4,"type_4","kx",12.2663506865752,1.43394491910224e-05,0.00529618168581163,1
"39",39,4,"type_4","kx",14.2663506865752,1.43587440377608e-05,0.00529618168581163,1
"40",40,4,"type_4","kx",22.2663506865753,1.43587440377608e-05,0.00529618168581163,1
"41",41,5,"type_5","kr",0,0.000230095808134569,0.00630128152200562,1
"42",42,5,"type_5","kr",9.26635068657525,0.000230095808134569,0.00630128152200562,1
"43",43,5,"type_5","kr",11.2663506865752,0.000100039868800488,0.00630128152200562,1
"44",44,5,"type_5","kr",13.2663506865752,0.000100039868800488,0.00630128152200562,1
"45",45,5,"type_5","kr",15.2663506865752,8.513375759992e-05,0.00630128152200562,1
"46",46,5,"type_5","kr",21.2663506865753,8.513375759992e-06,0.00630128152200562,1
"47",47,5,"type_5","kx",0,1.76672433689807e-05,0.00630128152200562,1
"48",48,5,"type_5","kx",12.2663506865752,1.76672433689807e-05,0.00630128152200562,1
"49",49,5,"type_5","kx",14.2663506865752,2.14443227912928e-05,0.00630128152200562,1
"50",50,5,"type_5","kx",22.2663506865753,2.14443227912928e-05,0.00630128152200562,1
"51",51,11,"type_11","kr",0,0.000226135077598874,0.014957122623741,1
"52",52,11,"type_11","kr",0.0720448704722789,0.000226135077598874,0.014957122623741,1
