"","id","seminal_a","seminal_a_sd","seminal_la","seminal_la_sd","seminal_lb","seminal_lb_sd","seminal_ln","seminal_ln_sd","seminal_lmax","seminal_lmax_sd","sb_a","sb_a_sd","sb_la","sb_la_sd","sb_lb","sb_lb_sd","sb_ln","sb_ln_sd","sb_lmax","sb_lmax_sd","lat_a","lat_a_sd","lat_length","lat_length_sd","lat_theta","lat_theta_sd","first_b","max_b","first_s","n_s","delay_b","delay_s","tap_a","tap_la","tap_lb","tap_ln","tap_lmax","tap_r","seminal_r","sb_r","lat_r","lat_lmax","lat_basal_r","first_b_sd","max_b_sd","first_s_sd","n_s_sd","delay_b_sd","delay_s_sd","tap_a_sd","tap_la_sd","tap_lb_sd","tap_ln_sd","tap_lmax_sd","tap_r_sd","seminal_r_sd","sb_r_sd","lat_r_sd","lat_lmax_sd","lat_basal_r_sd","ACCESSION","sample ID","NAME","ORIGIN 1","ORIGIN 2","COORDINATES","NARRATIVE","RECEIVED","SOURCE DATE","COLLECTION SITE","ELEVATION","HABITAT"
"38",39,0.050051845,0.010759872,2.7444279,2.355927881,0.44479702,0.456530735,1.345946141,0.97949048,5.98596986,3.143610977,0.048693531,0.018125883,0.3968692,NA,0.3854201,NA,1.345946141,0.552470951,2.1740681,1.906190429,0.041678064,0.011181764,1.519828333,1.741078084,1.447478404,0.542079945,6.594429695,1.25,7.728548979,1.25,1.402418165,0.416468085,0.055802409,13.36162988,0.096355025,0.359844373,30.4636035,3.384844833,3.278354704,3.389543444,1.154478354,3.962170885,0.895324081,0.384642526,0.957427108,0.274438069,1.892969449,0.044963896,NA,0.005062585,7.853343323,0.19271005,0.221660699,6.385139357,0.709459929,0.828830018,0.445154517,0.306905469,0.853859472,0.269466119,"PI 213774",39,"Winnebago Mixed","Nebraska","United States","41.7370229, -99.5873816","Seeds blue. Flour type.",1954,NA,"Winnebago Tribe, Nebraska.",NA,NA
"39",40,0.057218702,0.01277637,7.606607,3.035131203,0.45590114,0.075256638,0.822343399,1.353295404,13.739195,3.857052008,0.065407045,NA,NA,NA,NA,NA,0.822343399,0.552470951,3.347164,NA,0.040921504,0.011172535,1.059791621,1.270020957,1.388965676,0.53317019,4.370969619,1.666666667,8.079148424,0.333333333,1.146641217,NA,0.056716423,14.18374233,0.13760068,0.20944069,30.27862167,3.364291296,3.513432722,3.634857222,0.585656603,2.904526457,0.097405707,1.259838128,1.527525232,NA,0.577350269,0.149193567,NA,0.006731867,2.469338282,0.238331369,0.072746627,2.568919174,0.285435464,0.171720175,NA,0.197515744,1.023476518,0.165522653,"PI 213775",40,"Rainbow Flint","North Dakota","United States","47.6201461, -100.540737","Five ears donated.",1954,NA,"From Mandan, North Dakota.",NA,NA
"40",41,0.048488285,0.005627628,4.201034725,3.015452547,1.383530787,1.369405029,0.20882809,0.111589403,12.92744713,6.501207393,0.06716542,0.011380388,1.736716,1.321235335,1.974204033,1.352945539,0.20882809,0.552470951,3.826021233,0.698267155,0.036985254,0.00844166,0.689569995,0.797008286,1.419445845,0.52188988,2.884708279,2,7.896629554,1,0.715383349,0.167138647,0.051150206,20.23568483,0.567157567,0.196431348,31.80105567,3.53345063,3.327753167,3.944845556,0.440081209,1.269647356,0.542329741,1.546617009,2.645751311,NA,1.732050808,NA,NA,0.001445729,0.617067832,0.412857691,0.052541888,3.206585575,0.356287286,0.00354724,NA,0.250517188,0.692451272,0.109530074,"PI 213776",41,"Northwestern Dent","North Dakota","United States","47.6201461, -100.540737","Five ears donated.",1954,"PRE 03/03/1954","From Mandan, North Dakota.",NA,NA
"41",42,0.05219563,0.013559574,NA,NA,NA,NA,NA,NA,6.014779908,2.316940657,0.062538888,0.007122743,NA,NA,NA,NA,NA,0.552470951,3.1756106,1.425025679,NA,NA,NA,NA,NA,NA,3.290258325,4.333333333,5.646722475,1,1.130712671,1.791325909,0.057099921,NA,NA,NA,13.05656933,1.450729926,1.450729926,1.179479278,0.172346928,NA,0.479092523,1.991659841,1.527525232,0.135100374,1,0.75220065,NA,0.012992284,NA,NA,NA,4.302946145,0.478105127,0.478105127,0.125329727,0,NA,0,"PI 217410",42,"Papago Flour Corn","Arizona","United States","34.395342, -111.763275","A yellow flour corn of high quality for human food.  It is drought resistant and early maturing in late plantings.  Seedlings have a long mesocotyl and plants have slender leaves.  This accession was part of the donor's collection of maize varieties demonstrating extreme variation.  They were considered as endemic and were maintained as germplasm for breeding work and were part of the Anderson and Brown collection of  ""standard exotics"".  They were originally collected from farmers who maintained them as open-pollinated varieties.",1954,"PRE 05/04/1954","Obtained from the Papago indians in the desert south of Tucson, Arizona.",NA,NA
"42",43,0.056065551,0.012087786,11.15583827,8.684888707,2.816644756,3.297178576,0.367440751,0.435933196,16.44641923,9.785563974,0.04097531,NA,NA,NA,NA,NA,0.367440751,0.552470951,12.938615,NA,0.036713295,0.010685917,0.529415719,0.5032471,1.499175379,0.530420328,0.691087992,7,5.53281692,0.5,1.343841753,NA,0.057873005,15.2653325,1.69661455,0.180615704,32.472171,3.608019,3.608019,3.731736889,0.148232324,1.031297403,0.060263367,0.435220973,2.828427125,NA,0.707106781,0.637286684,NA,0.005669175,6.885028725,0.451636102,0.033995373,1.574671647,0.174963516,0.174963516,NA,0.107612189,0.503164991,0.016794704,"PI 218129",43,"(Terra Alta, West Virginia)","West Virginia","United States","38.4758406, -80.8408415","An open-pollinated yellow dent corn, grown in Terra Alta for 25 yars or more, that has a shelling percentage of 83-88 percent.",1954,"PRE 06/08/1954","From Virgil R. Sisler, Route 2, Terra Alta, West Virginia.",780,"Climate is comparable to that of New England."
"43",44,0.050598391,0.004875345,6.63779,1.799224304,2.2972003,0.623492476,1.319723059,0.848532088,9.600189,5.488812248,NA,NA,NA,NA,NA,NA,1.319723059,0.552470951,NA,NA,0.03899735,0.010946661,1.584401511,1.99085249,1.479181374,0.521689272,5.464821146,2,NA,0,0.886303753,NA,0.060369747,18.30985967,1.18624505,0.312124369,39.07683033,4.341870037,4.512912056,NA,1.23943588,4.653824433,0.04897073,0.838754933,2,NA,0,0.305818513,NA,0.00529637,4.877414436,1.415374186,0.056501837,3.565195004,0.396132778,0.37190069,NA,1.403510615,2.959971727,0.040128647,"PI 218135",44,"NRC 5302","New Mexico","United States","34.5708167, -105.993007","White flour corn. Used for boiling, parching and cornmeal.",1954,"11/1953","Penasco, New Mexico, from Tom Martinez",2103,NA
"44",45,0.062201438,0.021659339,2.690269157,1.773090255,0.846059651,0.644952377,0.432827017,0.25507476,6.729950089,1.806585198,0.045534953,0.003135287,3.92254985,NA,0.95429015,NA,0.432827017,0.552470951,3.60749575,1.795123854,0.039703646,0.009445177,1.111918487,1.210560439,1.448811004,0.521872796,6.437110412,2.25,8.158498829,0.5,0.27062259,NA,0.057824571,17.894787,0.339966388,0.196385581,36.03927325,4.004363694,3.936039167,4.167561389,0.622385853,2.426512485,0.58371852,1.029100585,3.862210075,0.291547356,0.577350269,NA,NA,0.003110366,7.111956653,0.483600163,0.020172842,6.061256856,0.673472984,1.016764161,0.689342295,0.180075579,0.345854107,0.046137994,"PI 218142",45,"NRC 5309","New Mexico","United States","34.5708167, -105.993007","Yellow flint.",1954,"11/1953","Penasco, New Mexico from Tom Martinez.",2134,NA
"45",46,0.045961086,0.006647097,4.99377451,3.340339661,0.655574261,0.292479965,0.267770653,0.136388255,7.643562546,4.308004216,0.06387669,0.011679497,2.57839061,1.253191303,0.961477613,0.517299908,0.267770653,0.552470951,5.50607886,1.321566944,0.035879426,0.009433278,1.000864168,0.90919054,1.513524715,0.547453178,6.089157891,3.25,7.731529809,1.25,0.499154314,0.603225376,0.059420998,24.4285015,0.57265107,0.196423704,41.12583625,4.569537361,4.354197037,4.569537361,0.367697752,2.204161145,0.460183908,1.01492488,2.872281323,0.134768175,0.5,0.452042594,NA,0.001519201,4.334018317,0.367793497,0.057748476,5.314128987,0.590458776,0.494705588,0.590458776,0.10120044,0.622280377,0.110379275,"PI 218186",46,"NRC 5355","Arizona","United States","34.15000000, -114.28833333","Used for boiling and cornmeal. A native type with considerable drought resistance and deep roots.",1954,NA,"Mojave Indian Reservation near Parker, Arizona.",91,NA
"46",47,0.040516937,0.003931068,0.9190817,0,0.2954515,0,1.579931208,0.990557352,3.956261267,1.96720564,NA,NA,NA,NA,NA,NA,1.579931208,0.552470951,NA,NA,0.036522482,0.007631961,1.266757378,1.30891658,1.447366373,0.528876312,7.633726895,1.5,NA,0,0.059047599,NA,0.054047563,17.96512043,0.56962305,0.230705927,39.51163875,4.390182083,3.849179185,NA,0.405679936,2.234687764,0.347298276,0.485887631,1.732050808,NA,0,NA,NA,0.002932594,9.95986079,0.552305289,0.063856915,9.799823995,1.088869333,0.149498566,NA,0.149196465,1.387927755,0,"PI 219875",47,"Dakota White","North Dakota","United States","47.6201461, -100.540737","White flint.",1954,"PRE 07/14/1954","From Oscar H. Will Seed Company, Bismarck, North Dakota.",NA,NA
"47",48,0.04724302,0.007597815,4.718876886,4.210529031,1.47653328,0.911833669,0.280368,0.346020631,8.747480871,4.115318875,0.052630745,NA,NA,NA,NA,NA,0.280368,0.552470951,2.8792167,NA,0.036420453,0.00849969,0.95628169,1.079216734,1.344257227,0.497753653,6.082891005,1.75,8.248221102,0.25,0.410167807,NA,0.050790126,18.16621725,0.148576659,0.218284452,35.76996425,3.974440472,4.117156556,3.829871667,0.556271151,2.391373503,0.475649715,1.429828496,2.061552813,NA,0.5,0.151753685,NA,0.002852024,2.009956661,0.115503161,0.016894207,2.741346833,0.304594093,0.406282186,NA,0.172012894,0.823970559,0.095891261,"PI 219876",48,"Early June","North Dakota","United States","47.6201461, -100.540737","White sweet corn.",1954,"PRE 07/14/1954","From Oscar H. Will Seed Company, Bismarck, North Dakota.",NA,NA
"48",49,0.056108785,NA,1.205423,NA,0.38124186,NA,1.314532538,NA,9.47386,NA,NA,NA,NA,NA,NA,NA,1.314532538,0.552470951,NA,NA,0.037833031,0.010012106,0.840530007,0.888651463,1.42134567,0.431408634,6.61160825,0.333333333,NA,0,NA,NA,0.050906067,14.04694567,0.10353447,0.283587153,37.84789533,4.205321704,3.966627333,NA,0.440218512,1.964418307,0.427704085,NA,0.577350269,NA,0,NA,NA,0.009118834,5.500435689,0.090356709,0.080527715,2.183198309,0.24257759,NA,NA,0.229655252,0.540170666,0,"PI 219878",49,"Gehu","North Dakota","United States","47.6201461, -100.540737","Yellow flint.",1954,"PRE 07/14/1954","From Oscar H. Will Seed Company, Bismarck, North Dakota.",NA,NA
"49",50,0.048734146,0.001609046,2.8602472,NA,0.99968827,NA,3.268663195,1.887163576,8.027849467,1.821601419,0.04378347,NA,NA,NA,NA,NA,3.268663195,0.552470951,1.9950804,NA,0.041292931,0.008376476,0.770314211,0.58790641,1.292592065,0.354497497,4.709819727,1.5,8.138957104,0.5,0.511911021,NA,0.05384597,9.57951195,0.702248625,0.283837419,16.5604325,1.840048056,1.840048056,2.317051111,0.140900057,1.58520388,0.030536775,0.198518348,0.707106781,NA,0.707106781,NA,NA,0.003830009,5.157045084,0.490252935,0.088242905,6.071257714,0.67458419,0.67458419,NA,0.263512786,0.052861012,0,"PI 219879",50,"Golden Bantam","North Dakota","United States","47.6201461, -100.540737","Yellow sweet corn.",1954,"PRE 07/14/1954","From Great Plains Field Station, Mandan, North Dakota.",NA,NA
"50",51,0.066433867,0.015225303,3.724434629,4.140482542,2.815896929,3.159381959,0.675095468,0.650621292,10.1702651,6.780806375,0.058541923,0.011437175,1.4910344,0.37311055,1.4139896,0.480078835,0.675095468,0.552470951,4.2002851,2.48829702,0.046559935,0.010867506,1.148120906,1.435596716,1.321199623,0.492163791,6.261222207,2.5,7.843000848,1.25,0.676509089,0.096321936,0.064728438,14.72010275,0.371359045,0.244651807,35.06362475,3.895958306,3.732772185,3.895958306,0.452476474,2.66949996,0.275836607,1.813497906,2.516611478,0.465466111,0.5,0.485911657,NA,0.005951632,5.166036171,0.381961522,0.102730578,8.585725651,0.953969517,1.097865429,0.953969517,0.309789921,1.286445933,0.222277331,"PI 219880",51,"Golden Gem","North Dakota","United States","47.6201461, -100.540737","Yellow sweet corn.",1954,"PRE 07/14/1954","From A.F. Yeager, New Hampshire.",NA,NA
"51",52,0.066566729,0.013885029,12.51905221,6.083835021,3.367980139,2.99697335,0.642352519,0.297980566,17.89444685,8.916190039,0.053531175,NA,2.8668473,NA,4.927908,NA,0.642352519,0.552470951,9.307277,NA,0.044131834,0.013306539,0.517969873,0.632719338,1.436642653,0.478203605,1.027495772,6,7.156984786,0.25,1.28676626,NA,0.061980438,20.1751493,1.149158563,0.259178062,30.01797625,3.335330694,3.335330694,5.050027222,0.297245863,0.726388663,0.134252937,0.89728068,1.632993162,NA,0.5,0.947358671,NA,0.018162365,3.166381741,0.898468588,0.070055753,12.26281648,1.362535164,1.362535164,NA,0.073412878,0.359299247,0.214574957,"PI 219882",52,"Minnesota #13 (Boyd Strain)","North Dakota","United States","47.6201461, -100.540737","Yellow dent.",1954,"PRE 07/14/1954","From Oscar H. Will Seed Company, Bismarck, North Dakota.",NA,NA
"52",53,0.055869331,0.01039426,11.05218641,5.215198676,0.934591799,0.634995137,0.351346259,1.2412507,15.97179786,4.515699652,NA,NA,NA,NA,NA,NA,0.351346259,0.552470951,NA,NA,0.043100174,0.012674109,0.769362088,0.816077203,1.362340851,0.451776432,3.964865754,2.333333333,NA,0,0.601360407,NA,0.051881643,24.04992767,0.31803444,0.18300814,36.21027,4.023363333,3.915101389,NA,0.669506699,1.740368721,0.316753564,1.183481006,2.081665999,NA,0,0.187804548,NA,0.007778746,2.926336522,0.436048041,0.035844962,2.750317919,0.30559088,0.341244311,NA,0.400065363,0.736896808,0.207548568,"PI 219883",53,"Minnesota #13 (Haney strain)","North Dakota","United States","47.6201461, -100.540737","Yellow dent. Selection made from Minneosta 13. Other similar strains; Alta, Boyd and Thorp.",1954,"PRE 07/14/1954","From J.G. Haney.",NA,NA
"53",54,0.075922973,0.011902103,4.00350062,3.562116216,1.4915879,1.451562981,1.00664654,0.649053435,7.445054522,5.071821568,NA,NA,NA,NA,NA,NA,1.00664654,0.552470951,NA,NA,0.058566527,0.016891477,0.751300375,0.833255755,1.431672939,0.54277788,4.705316836,4.5,NA,0,0.779411561,NA,0.06149062,16.15770085,0.959871835,0.33338654,23.0561295,2.561792167,2.561792167,NA,0.367932596,1.150220938,0.367932596,1.008693497,2.121320344,NA,0,0.136647657,NA,0.00067499,9.348593912,0.823265991,0.02269097,11.98703891,1.331893212,1.331893212,NA,0.4916642,1.224414197,0.4916642,"PI 219884",54,"Minnesota #13","North Dakota","United States","47.6201461, -100.540737","Yellow dent.",1954,"PRE 07/14/1954","From J.G. Haney.",NA,NA
"54",55,0.071332866,0.023203791,5.21100327,2.893347119,2.25887992,1.283434637,0.725228999,0.255251072,8.892670267,4.465799372,0.064884388,0.008408947,2.3514312,NA,2.6797702,NA,0.725228999,0.552470951,2.4032284,2.294166974,0.045695567,0.013692078,1.138908158,1.295404062,1.304482253,0.504659085,4.951657488,5,8.27202223,1,0.478087262,NA,0.06323453,21.6039271,1.688779767,0.318834693,34.644213,3.849357,3.849357,3.849357,0.696537818,2.435332813,0.344091973,0.743760648,3.605551275,0.813672987,0,0.227760308,NA,0.00616179,2.047377653,0.672541412,0.061595261,6.822234448,0.75802605,0.75802605,0.75802605,0.44671956,1.146972136,0.313990662,"PI 219893",55,"Stowels Evergreen","North Dakota","United States","47.6201461, -100.540737","White sweet corn.",1954,"PRE 07/14/1954","From Oscar H. Will Seed Company, Bismarck, North Dakota.",NA,NA
"55",56,0.069859845,0.010588884,3.5887198,2.594494784,0.39299157,0.333001855,0.390999714,0.462422673,5.3197176,3.108701476,0.056881707,NA,NA,NA,NA,NA,0.390999714,0.552470951,9.325282,NA,0.050412464,0.014893091,1.050792262,1.078820965,1.36463323,0.576625425,7.574880205,1.75,6.255591965,0.25,0.54058208,NA,0.060820183,18.470406,0.384552098,0.191759268,30.825949,3.425105444,3.383666481,3.397921111,0.664145347,2.49118452,0.347366746,0.764702594,1.707825128,NA,0.5,0.105626325,NA,0.005667166,4.143448996,0.443909485,0.031684406,6.498772256,0.722085806,0.87852646,NA,0.329566785,0.83798601,0.415118665,"PI 219894",56,"Sunshine","North Dakota","United States","47.6201461, -100.540737","Yellow sweet.",1954,"PRE 07/14/1954","From A.F. Yeager, New Hampshire.",NA,NA
"56",57,0.057574375,0.011195974,10.43621098,8.036459389,1.622921472,1.084810791,0.626449865,0.698102271,15.13403592,8.284218952,0.065172965,0.031807551,NA,NA,NA,NA,0.626449865,0.552470951,2.7801476,2.793107707,0.048226303,0.012216869,0.856906113,0.906346642,1.405668489,0.593209429,2.222724887,5,7.610413239,0.666666667,1.263818089,1.154308855,0.062164657,19.09851867,0.837579157,0.321995549,33.609794,3.734421556,3.734421556,3.422005111,0.770442259,2.176301017,0.690388496,1.551665478,2,NA,1.154700538,0.562830199,NA,0.009758012,2.621460872,0.617199531,0.065704973,6.137214907,0.681912767,0.681912767,NA,0.440720256,0.545126406,0.519342159,"PI 221879",57,"St. Charles White","Missouri","United States","36.23333333, -89.81666667",NA,1954,"1947","From Gale, Pemiscot County, southeast Missouri.",NA,NA
"57",58,0.077155276,0.017709269,8.0362069,6.541339162,3.045107564,3.889305983,0.819294783,0.638347375,16.82913874,8.307713684,0.05082623,NA,3.72551194,NA,0.51301706,NA,0.819294783,0.552470951,4.238529,NA,0.053237187,0.015865525,0.510929998,0.42870538,1.429849445,0.52372307,0.590018476,11.5,7.822342489,0.5,0.711284113,NA,0.069208585,19.891788,0.82076707,0.311868173,33.5539305,3.7282145,3.7282145,3.599118556,0.089637738,0.99897942,0.061568938,0.565336902,4.949747468,NA,0.707106781,0.360728442,NA,0.003290698,5.481204682,0.763097094,0.101322446,1.643123119,0.182569235,0.182569235,NA,0.012121521,0.388235423,0.051816799,"PI 221880",58,"Midland","Missouri","United States","36.23333333, -89.81666667",NA,1954,"1947","From Gale, Pemiscot County, southeast Missouri.",NA,NA
"58",59,0.067669322,0.020257931,9.861420713,5.651517567,1.909344819,1.764477036,0.284008977,0.094161837,15.11592634,5.342314154,0.054035525,NA,NA,NA,NA,NA,0.284008977,0.552470951,1.9092797,NA,0.050709446,0.017279672,0.663947369,0.703781089,1.218872061,0.448131743,2.948739153,5.333333333,8.400070982,0.333333333,0.71030619,NA,0.071641929,21.27105267,0.932842,0.225477629,27.95160867,3.105734296,3.105734296,3.182509333,0.493166561,0.96740488,0.493166561,0.961188918,0.577350269,NA,0.577350269,0.497421728,NA,0.007985889,2.150299351,0.817394092,0.091884591,3.901932639,0.433548071,0.433548071,NA,0.314845789,0.423015688,0.314845789,"PI 221881",59,"St. Charles","Missouri","United States","39.07250000, -93.71694444",NA,1954,"1947","From Meinershagen, Higginsville, Missouri. Lafayette county.",255,NA
"59",60,0.072090414,0.007038295,11.29839713,5.634593238,2.066635281,1.276987441,1.046439511,1.15037923,20.28794811,8.199738951,NA,NA,NA,NA,NA,NA,1.046439511,0.552470951,NA,NA,0.050680901,0.013334056,0.887621621,0.908276256,1.389070894,0.567015802,2.006748009,4.5,NA,0,1.314090265,NA,0.075319948,16.3737695,1.29880315,0.260526408,35.7149565,3.9683285,3.9683285,NA,0.36992827,1.81819222,0.153477403,0.748031536,2.121320344,NA,0,0.23964171,NA,0.000640317,1.450063169,1.534747338,0.094821334,0.974794074,0.108310453,0.108310453,NA,0.11630112,0.826096688,0.18980663,"PI 221888",60,"Missouri Pipe Corn Meerscheum","Missouri","United States","38.55805556, -91.01194444",NA,1954,"PRE 1954","From Missouri Meerscheum Pipe Company, Washington, Missouri. Warren county.",173,NA
"60",61,0.057693488,0.004915072,9.59382188,8.1747607,1.07246411,0.218497726,0.815685147,0.64432081,11.20400983,7.621213497,NA,NA,NA,NA,NA,NA,0.815685147,0.552470951,NA,NA,0.050597525,0.010986623,0.601139018,0.481547175,1.390873614,0.580417454,0.351456405,6,NA,0,1.486512283,NA,0.062414165,14.785327,1.119861,0.153388443,26.335602,2.926178,2.926178,NA,0.461576839,1.23617412,0.227786902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PI 222310",61,"Cattle Corn","Nebraska","United States","41.7370229, -99.5873816","Dent. Relatively long, slender and smooth ears.",1954,"PRE 11/30/1954","From eastern Nebraska.",NA,NA
"61",62,0.078157136,0.016738222,9.658948086,8.455733398,2.778942596,2.084316022,0.500218918,0.357958993,15.18651131,9.901023261,0.071326435,NA,NA,NA,NA,NA,0.500218918,0.552470951,1.5281794,NA,0.051775133,0.013742119,0.528955003,0.545761035,1.377743756,0.497421204,1.483712285,6.666666667,8.638935315,0.333333333,1.16347849,NA,0.074799642,21.953401,1.401150333,0.271000806,34.19740267,3.799711407,3.799711407,4.232425556,0.423736103,0.854585019,0.326188554,1.235992123,1.154700538,NA,0.577350269,0.338590411,NA,0.012993492,6.808994927,0.352039035,0.105395167,6.808616788,0.756512976,0.756512976,NA,0.165225768,0.358892204,0.30353073,"PI 222471",62,"MAC","Michigan","United States","43.22336010, -85.55142590","Originally developed from a field corn of Duncan and Golden Glow. Earlier than Duncan variety. About same maturity as early Golden Glow, but better yielding.",1954,"1949","From Carl Abel, Cedar Springs, Michigan.",NA,NA
"62",63,0.070794736,0.010322413,12.7401182,9.278630341,2.040643054,1.541129692,0.73936208,0.520519989,15.48350911,9.416161355,0.091692275,NA,NA,NA,NA,NA,0.73936208,0.552470951,1.2183893,NA,0.047731064,0.01391161,0.482851375,0.348405588,1.451409964,0.457972552,2.321263389,6.5,8.687105584,0.25,0.811151311,NA,0.062157409,20.7164345,0.6614891,0.266387214,35.78047025,3.975607806,3.975607806,3.893931111,0.133515822,0.823665205,0.132978522,0.438024693,3,NA,0.5,0.461205812,NA,0.002246191,2.392684051,0.182167427,0.070603127,1.400906563,0.155656285,0.155656285,NA,0.119823531,0.17321456,0.120508699,"PI 222609",63,"Original Midland #1","Kansas","United States","37.16916667, -94.84388889","An outstanding yellow variety for southern Kansas. Severe natural selection for drought resistance and chinch bug resistance. Ear to row selection for five generations in 1911 to 1914.",1954,"PRE 12/20/1954","From Oscar Rhoades, Columbus, Kansas. Grown in that area since about 1870.",NA,NA
"63",64,0.084481001,0.011698461,10.66491827,6.122870569,2.688007886,2.228021926,0.51911909,0.445510855,18.43611467,4.904990053,NA,NA,NA,NA,NA,NA,0.51911909,0.552470951,NA,NA,0.062873696,0.015286511,0.782863318,0.780608894,1.334468579,0.601654078,2.332455656,4.5,NA,0,0.539547674,NA,0.07759059,19.89678385,1.28797815,0.218004016,28.650504,3.183389333,3.183389333,NA,0.317668738,1.476264,0.294283306,0.858230356,0.707106781,NA,0,0.051595509,NA,0.011877456,1.11464332,0.275013414,0.065361597,5.608199646,0.623133294,0.623133294,NA,0.033071995,0.758680039,0,"PI 222635",64,"Bowmans Cole Creek","Kansas","United States","38.27312, -98.5821872","White kernel, white cob. Midseason maturity. Drought resistant and makes grain when other varieties fail. Inbreds from this variety express the same drought resistance.",1954,"PRE 12/20/1954","From Bowman Bros., Lebo, Kansas. Grown there since 1874.",NA,NA
"64",65,0.073183034,0.016543559,15.95961862,10.91474038,1.396892282,1.073868865,1.426025011,0.874832463,18.09708851,9.33076058,0.063124315,NA,NA,NA,NA,NA,1.426025011,0.552470951,6.1121716,NA,0.051366031,0.016760963,0.668419073,0.764963094,1.336516573,0.501809152,2.199445047,5.333333333,7.560040616,0.333333333,0.881254269,NA,0.06015507,22.820062,0.66765294,0.325050865,37.39373467,4.154859407,4.154859407,4.244683333,0.337619695,1.568223713,0.298394844,1.324921499,3.214550254,NA,0.577350269,0.37865919,NA,0.005838886,1.505817657,0.852257632,0.071310097,1.361189378,0.151243264,0.151243264,NA,0.138438162,0.805735333,0.170979591,"PI 222637",65,"Crawford County Chief","Kansas","United States","38.27312, -98.5821872","Red cob white selected originally from Boone Co. White. Late large growing and high eared. Good yielder as a variety and in test crosses. Source of inbreds outstanding for drought resistance.",1954,"PRE 12/20/1954","From Carl Shaffer, Girard, Kansas.",NA,NA
"65",66,0.074757509,0.017094003,7.182904837,6.840371976,2.091938474,1.325613094,0.611185951,0.343354439,16.93994458,11.47881852,0.074581148,0.037189019,NA,NA,NA,NA,0.611185951,0.552470951,3.799464,3.318152311,0.050448884,0.014046869,0.647404966,0.739670307,1.411974122,0.498594182,2.225775139,6,7.090608518,1,1.211105012,1.457911846,0.067215341,25.33116555,0.44624309,0.210229061,38.81161,4.312401111,4.312401111,3.218696667,0.202133481,1.17085251,0.188943619,0.531617335,2.828427125,NA,1.414213562,0.753895344,NA,0.012565491,4.159332972,0.353226439,NA,13.92058493,1.546731659,1.546731659,NA,0.126070703,0.510246853,0.144723985,"PI 222639",66,"Pride of Saline","Kansas","United States","38.27312, -98.5821872","White grain. Low shelling percentage. Very drought resistant and widely adapted. High yielding as a variety and in test crosses. The outstanding variety in Kansas.  A source of many good inbred lines.",1954,"PRE 12/20/1954","From Department of Agronomy, Kansas State College,",NA,NA
"66",67,0.0820186,0.020135653,7.978916053,8.421726469,1.654658319,0.805327986,1.756402063,1.054272199,10.888211,7.32262439,0.08919883,0.020584147,7.88594584,NA,0.36724216,NA,1.756402063,0.552470951,6.8398387,1.998777748,0.061057836,0.023791814,0.382081589,0.257911667,1.449556805,0.542724712,2.923497755,6.5,6.733741389,0.5,0.65738165,NA,0.068171198,21.89260543,0.655925993,0.361916549,30.23773575,3.359748417,3.359748417,3.197591667,0.40944149,0.69037413,0.123139087,2.417923425,3.31662479,1.133650971,0.577350269,0.257999903,NA,0.010030958,1.66673838,0.241017153,0.117519884,6.612956806,0.734772978,0.734772978,0.717559391,0.366344077,0.165854032,0.117737793,"PI 233001",67,"White Dent","Missouri","United States","37.87694444, -94.02111111",NA,1956,"1946","From Ralph Gundy, Eldorado Springs, Missouri. Cedar county.",275,NA
"67",68,0.060090038,0.00594923,5.8393495,1.341137835,1.3701563,1.427725262,0.556661208,0.838807674,10.563005,1.209830185,0.053425275,NA,NA,NA,NA,NA,0.556661208,0.552470951,4.348201,NA,0.048268526,0.01379306,0.991943484,1.282508375,1.267083709,0.46291259,5.108969617,0.75,8.126044499,0.25,0.462941613,NA,0.065078641,20.4289135,0.7144242,0.252636455,37.99366575,4.221518417,3.450650556,4.975311667,0.764753733,2.64726887,0.119122199,2.144761809,0.957427108,NA,0.5,NA,NA,0.010868654,7.443615616,0.836218229,0.080256196,14.04170272,1.560189191,2.219242848,NA,0.299788515,1.499007675,0.194691793,"PI 255976",68,"Golden Bantam","New York","United States","40.7127281, -74.0060152","Yellow sweet type. Plants medium height, later than average, open pollinated, much suckered; stalks purple; ear 13.0 by 3.5 cm.; seeds yellow, sweet.  Susceptible to smut and aphids.",1959,"PRE 03/20/1959","From H. McKinney, Geneva, NY.",NA,NA
"68",69,0.059042,0.012185336,14.4681333,6.256947245,2.14867515,0.216426977,0.65625232,0.38139041,18.0553,4.366171126,NA,NA,NA,NA,NA,NA,0.65625232,0.552470951,NA,NA,0.059220214,0.01379504,0.547920792,0.43358814,1.33595294,0.53942582,2.311308155,5,NA,0,0.724926823,NA,0.07244844,19.742263,1.365819,0.182679285,30.424725,3.380525,3.380525,NA,0.225327126,1.06035704,0.04700153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PI 275835",69,"Penna Leaming","Pennsylvania","United States","40.03777778, -76.30583333","Yellow dent. Plants vigorous, erect and leafy with few suckers. Severe smut. Ears 9 by 2.25"", 18 rowed.",1961,"1959","Lancaster.",NA,NA
