"","node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","time","age","type","organ","length","K_type"
"1",0,1,1,0,0,-2,-0.0116,-0.0195,-2.0974,0.0057,0.0273,12,1,2,0.100007849691912,1
"2",1,2,1,-0.0116,-0.0195,-2.0974,-0.0592,-0.1247,-2.5839,0.0057,0.164,12,1,2,0.500015049773504,1
"3",2,3,1,-0.0592,-0.1247,-2.5839,-0.0657,-0.1452,-2.667,0.0057,0.1874,12,1,2,0.0858376956820253,1
"4",3,4,1,-0.0657,-0.1452,-2.667,-0.0718,-0.1772,-2.8257,0.0057,0.2317,12,1,2,0.162008950370034,1
"5",4,5,1,-0.0718,-0.1772,-2.8257,-0.1027,-0.2547,-3.2629,0.0057,0.3533,12,1,2,0.445089766226994,1
"6",5,6,1,-0.1027,-0.2547,-3.2629,-0.1324,-0.3063,-3.5865,0.0057,0.4432,12,1,2,0.329031320697589,1
"7",6,7,1,-0.1324,-0.3063,-3.5865,-0.1106,-0.3394,-4.0416,0.0057,0.5681,12,1,2,0.456822569494984,1
"8",7,8,1,-0.1106,-0.3394,-4.0416,-0.091,-0.3823,-4.4025,0.0057,0.6675,12,1,2,0.36396892724517,1
"9",8,9,1,-0.091,-0.3823,-4.4025,-0.0624,-0.412,-4.7176,0.0057,0.7544,12,1,2,0.317786185980448,1
"10",9,10,1,-0.0624,-0.412,-4.7176,-0.0339,-0.4536,-5.1019,0.0057,0.8603,12,1,2,0.387594246603326,1
"11",10,11,1,-0.0339,-0.4536,-5.1019,-0.0212,-0.4664,-5.2338,0.0057,0.8967,12,1,2,0.133126781678218,1
"12",11,12,1,-0.0212,-0.4664,-5.2338,0.0073,-0.5127,-5.6596,0.0057,1.014,12,1,2,0.429257009261352,1
"13",12,13,1,0.0073,-0.5127,-5.6596,0.0442,-0.534,-5.986,0.0057,1.1039,12,1,2,0.329169044717148,1
"14",13,14,1,0.0442,-0.534,-5.986,0.0788,-0.5814,-6.3207,0.0057,1.1968,12,1,2,0.33980584162136,1
"15",14,15,1,0.0788,-0.5814,-6.3207,0.0957,-0.5881,-6.7425,0.0057,1.3122,12,1,2,0.422191591578988,1
"16",15,16,1,0.0957,-0.5881,-6.7425,0.1282,-0.6001,-7.2413,0.0057,1.4488,12,1,2,0.500001689997144,1
"17",16,17,1,0.1282,-0.6001,-7.2413,0.1339,-0.6032,-7.3207,0.0057,1.4706,12,1,2,0.0796646722205024,1
"18",17,18,1,0.1339,-0.6032,-7.3207,0.1393,-0.6296,-7.8163,0.0057,1.6062,12,1,2,0.496332025966489,1
"19",18,19,1,0.1393,-0.6296,-7.8163,0.1393,-0.6352,-8.2808,0.0057,1.7331,12,1,2,0.464533755501147,1
"20",19,20,1,0.1393,-0.6352,-8.2808,0.1323,-0.6423,-8.6557,0.0057,1.8356,12,1,2,0.375032558586585,1
"21",20,21,1,0.1323,-0.6423,-8.6557,0.1262,-0.6519,-8.9589,0.0057,1.9185,12,1,2,0.303413266025071,1
"22",21,22,1,0.1262,-0.6519,-8.9589,0.1129,-0.6759,-9.3876,0.0057,2.0359,12,1,2,0.429577210754948,1
"23",22,23,1,0.1129,-0.6759,-9.3876,0.1146,-0.6798,-9.5695,0.0057,2.0857,12,1,2,0.18194974580911,1
"24",23,24,1,0.1146,-0.6798,-9.5695,0.1215,-0.6936,-10.0416,0.0057,2.2147,12,1,2,0.472352050911183,1
"25",24,25,1,0.1215,-0.6936,-10.0416,0.121,-0.6543,-10.4387,0.0057,2.3238,12,1,2,0.399040286186746,1
"26",25,26,1,0.121,-0.6543,-10.4387,0.1183,-0.6397,-10.5937,0.0057,2.3663,12,1,2,0.15570950516908,1
"27",26,27,1,0.1183,-0.6397,-10.5937,0.1147,-0.6206,-10.7986,0.0057,2.4226,12,1,2,0.205819775531896,1
"28",0,28,2,0,0,-2,0.0576,-0.0271,-2.0771,0.0064,2.4972,9.5285,4,2,0.0999828985377001,12
"29",27,29,1,0.1147,-0.6206,-10.7986,0.1118,-0.5701,-11.2362,0.0057,2.543,12,1,2,0.440513813631309,1
"30",29,30,1,0.1118,-0.5701,-11.2362,0.1166,-0.5551,-11.368,0.0057,2.5792,12,1,2,0.13273763595906,1
"31",28,31,2,0.0576,-0.0271,-2.0771,0.2412,-0.1379,-2.3134,0.0064,2.5792,9.5285,4,2,0.319097618292585,12
"32",30,32,1,0.1166,-0.5551,-11.368,0.1464,-0.5154,-11.7488,0.0057,2.6842,12,1,2,0.38402183531669,1
"33",31,33,2,0.2412,-0.1379,-2.3134,0.5124,-0.2959,-2.7026,0.0064,2.7077,9.5285,4,2,0.499990079901591,12
"34",32,34,1,0.1464,-0.5154,-11.7488,0.1559,-0.4993,-11.9009,0.0057,2.726,12,1,2,0.153244477877672,1
"35",34,35,1,0.1559,-0.4993,-11.9009,0.172,-0.4783,-12.1604,0.0057,2.7973,12,1,2,0.260845663180356,1
"36",33,36,2,0.5124,-0.2959,-2.7026,0.7916,-0.4507,-3.0875,0.0064,2.8361,9.5285,4,2,0.500063685944101,12
"37",36,37,2,0.7916,-0.4507,-3.0875,0.8494,-0.4816,-3.169,0.0064,2.863,9.5285,4,2,0.10458441566505,12
"38",35,38,1,0.172,-0.4783,-12.1604,0.1889,-0.4503,-12.5117,0.0057,2.8937,12,1,2,0.352819075448026,1
"39",37,39,2,0.8494,-0.4816,-3.169,1.1088,-0.6426,-3.565,0.0064,2.9915,9.5285,4,2,0.500025359356903,12
"40",0,40,3,0,0,-2,0.0611,0.0209,-2.0763,0.0069,2.9953,9.0285,4,2,0.0999585414059248,12
