"","node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","time","age","type","organ","length","K_type"
"1",0,1,1,0,0,-2,-0.0137,-0.014,-2.0981,0.0064,0.0562,12,1,2,0.10003649334118,1
"2",1,2,1,-0.0137,-0.014,-2.0981,-0.0703,-0.0613,-2.4243,0.0064,0.2443,12,1,2,0.334435778588356,1
"3",2,3,1,-0.0703,-0.0613,-2.4243,-0.1334,-0.0972,-2.7218,0.0064,0.4164,12,1,2,0.306229766678551,1
"4",3,4,1,-0.1334,-0.0972,-2.7218,-0.2218,-0.1929,-3.2045,0.0064,0.6975,12,1,2,0.499972339234882,1
"5",4,5,1,-0.2218,-0.1929,-3.2045,-0.2343,-0.2083,-3.2762,0.0064,0.7394,12,1,2,0.0743928760030151,1
"6",5,6,1,-0.2343,-0.2083,-3.2762,-0.2644,-0.2333,-3.4178,0.0064,0.822,12,1,2,0.146906671053428,1
"7",6,7,1,-0.2644,-0.2333,-3.4178,-0.3268,-0.2849,-3.7028,0.0064,0.9885,12,1,2,0.296279125150591,1
"8",7,8,1,-0.3268,-0.2849,-3.7028,-0.4159,-0.3539,-4.1021,0.0064,1.2219,12,1,2,0.414897939257355,1
"9",8,9,1,-0.4159,-0.3539,-4.1021,-0.4672,-0.417,-4.3684,0.0064,1.3784,12,1,2,0.278440280850311,1
"10",9,10,1,-0.4672,-0.417,-4.3684,-0.5053,-0.4912,-4.6546,0.0064,1.546,12,1,2,0.298106843262613,1
"11",10,11,1,-0.5053,-0.4912,-4.6546,-0.5212,-0.6204,-5.0362,0.0064,1.7727,12,1,2,0.403192274231538,1
"12",11,12,1,-0.5212,-0.6204,-5.0362,-0.524,-0.7129,-5.2455,0.0064,1.9013,12,1,2,0.22884619288946,1
"13",12,13,1,-0.524,-0.7129,-5.2455,-0.4999,-0.8213,-5.5673,0.0064,2.0928,12,1,2,0.340421224367695,1
"14",13,14,1,-0.4999,-0.8213,-5.5673,-0.4855,-0.9445,-5.9303,0.0064,2.3084,12,1,2,0.383607351337275,1
"15",14,15,1,-0.4855,-0.9445,-5.9303,-0.4768,-1.0112,-6.151,0.0064,2.4382,12,1,2,0.230722929072947,1
"16",15,16,1,-0.4768,-1.0112,-6.151,-0.4739,-1.0643,-6.3189,0.0064,2.5371,12,1,2,0.176120498523029,1
"17",16,17,1,-0.4739,-1.0643,-6.3189,-0.4615,-1.1367,-6.6053,0.0064,2.7034,12,1,2,0.295669545269715,1
"18",17,18,1,-0.4615,-1.1367,-6.6053,-0.454,-1.2352,-6.9052,0.0064,2.8809,12,1,2,0.31575070862945,1
"19",18,19,1,-0.454,-1.2352,-6.9052,-0.4552,-1.3422,-7.3137,0.0064,3.1184,12,1,2,0.422282713356822,1
"20",19,20,1,-0.4552,-1.3422,-7.3137,-0.4453,-1.3919,-7.511,0.0064,3.2329,12,1,2,0.203704172760403,1
"21",20,21,1,-0.4453,-1.3919,-7.511,-0.4435,-1.4603,-7.76,0.0064,3.3781,12,1,2,0.258230129922904,1
"22",21,22,1,-0.4435,-1.4603,-7.76,-0.4436,-1.5191,-7.9799,0.0064,3.506,12,1,2,0.227625701536536,1
"23",22,23,1,-0.4436,-1.5191,-7.9799,-0.464,-1.5852,-8.2618,0.0064,3.6692,12,1,2,0.290263638783778,1
"24",23,24,1,-0.464,-1.5852,-8.2618,-0.4649,-1.6636,-8.6534,0.0064,3.8938,12,1,2,0.39937191939344,1
"25",24,25,1,-0.4649,-1.6636,-8.6534,-0.4664,-1.7412,-9.0392,0.0064,4.1151,12,1,2,0.393529732040668,1
"26",25,26,1,-0.4664,-1.7412,-9.0392,-0.4665,-1.7938,-9.3018,0.0064,4.2656,12,1,2,0.26781622430316,1
"27",26,27,1,-0.4665,-1.7938,-9.3018,-0.4449,-1.8542,-9.6788,0.0064,4.4806,12,1,2,0.382418252702457,1
"28",27,28,1,-0.4449,-1.8542,-9.6788,-0.4457,-1.8871,-9.855,0.0064,4.5814,12,1,2,0.179247008343235,1
"29",28,29,1,-0.4457,-1.8871,-9.855,-0.4456,-1.9232,-10.0612,0.0064,4.6991,12,1,2,0.209336236710226,1
"30",0,30,2,0,0,-2,0.0542,-0.051,-2.0668,0.0058,4.7818,7.2902,4,2,0.100004399903204,12
"31",29,31,1,-0.4456,-1.9232,-10.0612,-0.4509,-1.9472,-10.2572,0.0064,4.8102,12,1,2,0.197535034867235,1
"32",31,32,1,-0.4509,-1.9472,-10.2572,-0.4615,-1.9604,-10.4886,0.0064,4.9406,12,1,2,0.232018447542432,1
"33",32,33,1,-0.4615,-1.9604,-10.4886,-0.476,-1.9918,-10.767,0.0064,5.0984,12,1,2,0.280540139730484,1
"34",30,34,2,0.0542,-0.051,-2.0668,0.3302,-0.3022,-2.3996,0.0058,5.1415,7.2902,4,2,0.500033278892515,12
"35",33,35,1,-0.476,-1.9918,-10.767,-0.4869,-2.0074,-10.9583,0.0064,5.2065,12,1,2,0.192244271696194,1
"36",0,36,3,0,0,-2,0.0161,0.0714,-2.0681,0.0051,5.2699,6.7902,4,2,0.0999738965930606,10
"37",35,37,1,-0.4869,-2.0074,-10.9583,-0.5051,-2.0307,-11.2702,0.0064,5.3826,12,1,2,0.313298164692998,1
"38",34,38,2,0.3302,-0.3022,-2.3996,0.612,-0.5186,-2.7513,0.0058,5.5013,7.2902,4,2,0.499933085522453,12
"39",37,39,1,-0.5051,-2.0307,-11.2702,-0.5233,-2.0298,-11.5138,0.0064,5.5199,12,1,2,0.244280596855337,1
"40",36,40,3,0.0161,0.0714,-2.0681,0.1243,0.4198,-2.41,0.0051,5.5704,6.7902,4,2,0.499985409787126,10
"41",39,41,1,-0.5233,-2.0298,-11.5138,-0.5609,-2.0262,-11.7849,0.0064,5.6738,12,1,2,0.273718705973852,1
"42",38,42,2,0.612,-0.5186,-2.7513,0.8633,-0.7273,-3.1299,0.0058,5.8611,7.2902,4,2,0.500045337944471,12
"43",40,43,3,0.1243,0.4198,-2.41,0.2478,0.7455,-2.7687,0.0051,5.8709,6.7902,4,2,0.499998429997535,10
"44",43,44,3,0.2478,0.7455,-2.7687,0.2486,0.7476,-2.771,0.0051,5.8728,6.7902,4,2,0.00321558703816268,10
"45",41,45,1,-0.5609,-2.0262,-11.7849,-0.6207,-2.0211,-12.1903,0.0064,5.9043,12,1,2,0.409818508610824,1
"46",45,46,1,-0.6207,-2.0211,-12.1903,-0.6494,-2.009,-12.4284,0.0064,6.0392,12,1,2,0.24012852808444,1
"47",44,47,3,0.2486,0.7476,-2.771,0.3746,1.0771,-3.1253,0.0051,6.1733,6.7902,4,2,0.4999747393619,10
"48",46,48,1,-0.6494,-2.009,-12.4284,-0.6735,-1.9905,-12.7096,0.0064,6.1983,12,1,2,0.28283652522261,1
"49",42,49,2,0.8633,-0.7273,-3.1299,1.1133,-0.9387,-3.5078,0.0058,6.2208,7.2902,4,2,0.499998369997343,12
"50",48,50,1,-0.6735,-1.9905,-12.7096,-0.6867,-1.9837,-12.8514,0.0064,6.2784,12,1,2,0.142575313431183,1
"51",50,51,1,-0.6867,-1.9837,-12.8514,-0.6816,-1.9668,-13.159,0.0064,6.4517,12,1,2,0.308106118082716,1
"52",47,52,3,0.3746,1.0771,-3.1253,0.4411,1.4067,-3.4954,0.0051,6.4738,6.7902,4,2,0.500032418949012,10
"53",49,53,2,1.1133,-0.9387,-3.5078,1.3341,-1.2031,-3.8702,0.0058,6.5806,7.2902,4,2,0.499993759961062,12
"54",51,54,1,-0.6816,-1.9668,-13.159,-0.6817,-1.954,-13.4378,0.0064,6.6086,12,1,2,0.27909369394524,1
"55",54,55,1,-0.6817,-1.954,-13.4378,-0.6749,-1.9619,-13.731,0.0064,6.7735,12,1,2,0.293385224576836,1
"56",52,56,3,0.4411,1.4067,-3.4954,0.5111,1.7433,-3.8584,0.0051,6.7743,6.7902,4,2,0.499968559011464,10
"57",53,57,2,1.3341,-1.2031,-3.8702,1.5546,-1.456,-4.2409,0.0058,6.9404,7.2902,4,2,0.499997149991877,12
"58",55,58,1,-0.6749,-1.9619,-13.731,-0.6675,-1.9709,-14.0393,0.0064,6.947,12,1,2,0.308520096590158,1
"59",57,59,2,1.5546,-1.456,-4.2409,1.5679,-1.4711,-4.263,0.0058,6.9619,7.2902,4,2,0.0298882920221281,12
"60",56,60,3,0.5111,1.7433,-3.8584,0.5806,2.0795,-4.2219,0.0051,7.0748,6.7902,4,2,0.499992939950155,10
"61",58,61,1,-0.6675,-1.9709,-14.0393,-0.6626,-1.9808,-14.3055,0.0064,7.0968,12,1,2,0.266429090003325,1
"62",61,62,1,-0.6626,-1.9808,-14.3055,-0.6505,-1.982,-14.5436,0.0064,7.2309,12,1,2,0.238410276624141,1
"63",59,63,2,1.5679,-1.4711,-4.263,1.7842,-1.7053,-4.6482,0.0058,7.3216,7.2902,4,2,0.500014369793509,12
"64",60,64,3,0.5806,2.0795,-4.2219,0.633,2.4029,-4.5996,0.0051,7.3753,6.7902,4,2,0.499990609911826,10
"65",62,65,1,-0.6505,-1.982,-14.5436,-0.6415,-1.9651,-14.8804,0.0064,7.4205,12,1,2,0.337343815713287,1
"66",65,66,1,-0.6415,-1.9651,-14.8804,-0.6443,-1.9826,-15.2667,0.0064,7.6379,12,1,2,0.38670632267911,1
"67",64,67,3,0.633,2.4029,-4.5996,0.6874,2.7253,-4.9779,0.0051,7.6758,6.7902,4,2,0.500012009855764,10
"68",63,68,2,1.7842,-1.7053,-4.6482,2.0023,-1.9406,-5.0317,0.0058,7.6814,7.2902,4,2,0.500005949964598,12
"69",66,69,1,-0.6443,-1.9826,-15.2667,-0.6435,-1.9897,-15.466,0.0064,7.75,12,1,2,0.199428032131894,1
"70",69,70,1,-0.6435,-1.9897,-15.466,-0.6196,-2.0008,-15.737,0.0064,7.9032,12,1,2,0.272278203314185,1
"71",67,71,3,0.6874,2.7253,-4.9779,0.8146,3.0242,-5.358,0.0051,7.9763,6.7902,4,2,0.499997059991356,10
"72",68,72,2,2.0023,-1.9406,-5.0317,2.1867,-2.2101,-5.4104,0.0058,8.0412,7.2902,4,2,0.500047297762922,12
"73",70,73,1,-0.6196,-2.0008,-15.737,-0.6012,-2.0015,-16.0019,0.0064,8.0524,12,1,2,0.265539187315167,1
"74",73,74,1,-0.6012,-2.0015,-16.0019,-0.5929,-2.0101,-16.2137,0.0064,8.1717,12,1,2,0.21213696047601,1
"75",71,75,3,0.8146,3.0242,-5.358,0.9232,3.3458,-5.7252,0.0051,8.2768,6.7902,4,2,0.500056356823909,10
"76",74,76,1,-0.5929,-2.0101,-16.2137,-0.5865,-2.0111,-16.509,0.0064,8.3378,12,1,2,0.295371037849009,1
