"","id","order_id","order","type","x","y","vol","sam"
"1",1,1,"type_1","kr",0,0.000229562382059346,0.00723822947387088,1
"2",2,1,"type_1","kr",5.22276361858658,0.000229562382059346,0.00723822947387088,1
"3",3,1,"type_1","kr",7.22276361858658,9.98281477445884e-05,0.00723822947387088,1
"4",4,1,"type_1","kr",9.22276361858658,9.98281477445884e-05,0.00723822947387088,1
"5",5,1,"type_1","kr",11.2227636185866,8.49530064814943e-05,0.00723822947387088,1
"6",6,1,"type_1","kr",17.2227636185866,8.49530064814943e-06,0.00723822947387088,1
"7",7,1,"type_1","kx",0,2.09018298265305e-05,0.00723822947387088,1
"8",8,1,"type_1","kx",8.22276361858658,2.09018298265305e-05,0.00723822947387088,1
"9",9,1,"type_1","kx",10.2227636185866,3.5376720194617e-05,0.00723822947387088,1
"10",10,1,"type_1","kx",18.2227636185866,3.5376720194617e-05,0.00723822947387088,1
"11",11,2,"type_2","kr",0,0.000231820219008873,0.00373676050055211,1
"12",12,2,"type_2","kr",9.26635068657525,0.000231820219008873,0.00373676050055211,1
"13",13,2,"type_2","kr",11.2663506865752,0.000100725045763738,0.00373676050055211,1
"14",14,2,"type_2","kr",13.2663506865752,0.000100725045763738,0.00373676050055211,1
"15",15,2,"type_2","kr",15.2663506865752,8.5718978328671e-05,0.00373676050055211,1
"16",16,2,"type_2","kr",21.2663506865753,8.5718978328671e-06,0.00373676050055211,1
"17",17,2,"type_2","kx",0,9.49488323738016e-06,0.00373676050055211,1
"18",18,2,"type_2","kx",12.2663506865752,9.49488323738016e-06,0.00373676050055211,1
"19",19,2,"type_2","kx",14.2663506865752,1.41735984729089e-05,0.00373676050055211,1
"20",20,2,"type_2","kx",22.2663506865753,1.41735984729089e-05,0.00373676050055211,1
"21",21,3,"type_3","kr",0,0.000231195091228482,0.00458556860633445,1
"22",22,3,"type_3","kr",9.26635068657525,0.000231195091228482,0.00458556860633445,1
"23",23,3,"type_3","kr",11.2663506865752,0.000100476526177746,0.00458556860633445,1
"24",24,3,"type_3","kr",13.2663506865752,0.000100476526177746,0.00458556860633445,1
"25",25,3,"type_3","kr",15.2663506865752,8.55066668818179e-05,0.00458556860633445,1
"26",26,3,"type_3","kr",21.2663506865753,8.55066668818179e-06,0.00458556860633445,1
"27",27,3,"type_3","kx",0,1.20813747608707e-05,0.00458556860633445,1
"28",28,3,"type_3","kx",12.2663506865752,1.20813747608707e-05,0.00458556860633445,1
"29",29,3,"type_3","kx",14.2663506865752,1.30711936266005e-05,0.00458556860633445,1
"30",30,3,"type_3","kx",22.2663506865753,1.30711936266005e-05,0.00458556860633445,1
"31",31,4,"type_4","kr",0,0.000230766628388427,0.00522018043948477,1
"32",32,4,"type_4","kr",9.26635068657525,0.000230766628388427,0.00522018043948477,1
"33",33,4,"type_4","kr",11.2663506865752,0.00010030627713603,0.00522018043948477,1
"34",34,4,"type_4","kr",13.2663506865752,0.00010030627713603,0.00522018043948477,1
"35",35,4,"type_4","kr",15.2663506865752,8.53612529115204e-05,0.00522018043948477,1
"36",36,4,"type_4","kr",21.2663506865753,8.53612529115204e-06,0.00522018043948477,1
"37",37,4,"type_4","kx",0,1.40940893646193e-05,0.00522018043948477,1
"38",38,4,"type_4","kx",12.2663506865752,1.40940893646193e-05,0.00522018043948477,1
"39",39,4,"type_4","kx",14.2663506865752,1.40942240053859e-05,0.00522018043948477,1
"40",40,4,"type_4","kx",22.2663506865753,1.40942240053859e-05,0.00522018043948477,1
"41",41,5,"type_5","kr",0,0.000230136936885157,0.00623189741291181,1
"42",42,5,"type_5","kr",9.26635068657525,0.000230136936885157,0.00623189741291181,1
"43",43,5,"type_5","kr",11.2663506865752,0.000100056197645672,0.00623189741291181,1
"44",44,5,"type_5","kr",13.2663506865752,0.000100056197645672,0.00623189741291181,1
"45",45,5,"type_5","kr",15.2663506865752,8.51476995683689e-05,0.00623189741291181,1
"46",46,5,"type_5","kr",21.2663506865753,8.51476995683689e-06,0.00623189741291181,1
"47",47,5,"type_5","kx",0,1.74326848457784e-05,0.00623189741291181,1
"48",48,5,"type_5","kx",12.2663506865752,1.74326848457784e-05,0.00623189741291181,1
"49",49,5,"type_5","kx",14.2663506865752,2.07164851779901e-05,0.00623189741291181,1
"50",50,5,"type_5","kx",22.2663506865753,2.07164851779901e-05,0.00623189741291181,1
"51",51,11,"type_11","kr",0,0.000227103993397981,0.0124689812420979,1
"52",52,11,"type_11","kr",0.0720448704722789,0.000227103993397981,0.0124689812420979,1
"53",53,11,"type_11","kr",2.07204487047228,9.88537978833501e-05,0.0124689812420979,1
"54",54,11,"type_11","kr",4.07204487047228,9.88537978833501e-05,0.0124689812420979,1
"55",55,11,"type_11","kr",6.07204487047228,8.41217121571822e-05,0.0124689812420979,1
"56",56,11,"type_11","kr",12.0720448704723,8.41217121571822e-06,0.0124689812420979,1
"57",57,11,"type_11","kx",0,4.10173328233338e-05,0.0124689812420979,1
"58",58,11,"type_11","kx",3.07204487047228,4.10173328233338e-05,0.0124689812420979,1
"59",59,11,"type_11","kx",5.07204487047228,0.000310626569660376,0.0124689812420979,1
"60",60,11,"type_11","kx",13.0720448704723,0.000310626569660376,0.0124689812420979,1
"61",61,0,"type_0","kr",0,8.49530064814943e-05,NA,1
"62",62,0,"type_0","kr",10,8.49530064814943e-05,NA,1
"63",63,0,"type_0","kx",0,3.5376720194617e-05,NA,1
"64",64,0,"type_0","kx",10,3.5376720194617e-05,NA,1
"65",1,1,"type_1","kr",0,0.000228737234381419,0.00882473376393373,2
"66",2,1,"type_1","kr",7.87522608261104,0.000228737234381419,0.00882473376393373,2
"67",3,1,"type_1","kr",9.87522608261104,9.95008542219286e-05,0.00882473376393373,2
"68",4,1,"type_1","kr",11.875226082611,9.95008542219286e-05,0.00882473376393373,2
"69",5,1,"type_1","kr",13.875226082611,8.46736681740102e-05,0.00882473376393373,2
"70",6,1,"type_1","kr",19.875226082611,8.46736681740102e-06,0.00882473376393373,2
"71",7,1,"type_1","kx",0,2.6649663234362e-05,0.00882473376393373,2
"72",8,1,"type_1","kx",10.875226082611,2.6649663234362e-05,0.00882473376393373,2
"73",9,1,"type_1","kx",12.875226082611,7.96376627978065e-05,0.00882473376393373,2
"74",10,1,"type_1","kx",20.875226082611,7.96376627978065e-05,0.00882473376393373,2
"75",11,10,"type_10","kr",0,0.000230060174290212,0.00636172512351933,2
"76",12,10,"type_10","kr",3.85873369676312,0.000230060174290212,0.00636172512351933,2
"77",13,10,"type_10","kr",5.85873369676312,0.000100025722053691,0.00636172512351933,2
"78",14,10,"type_10","kr",7.85873369676312,0.000100025722053691,0.00636172512351933,2
"79",15,10,"type_10","kr",9.85873369676312,8.51216789517039e-05,0.00636172512351933,2
"80",16,10,"type_10","kr",15.8587336967631,8.51216789517039e-06,0.00636172512351933,2
"81",17,10,"type_10","kx",0,1.78721474803014e-05,0.00636172512351933,2
"82",18,10,"type_10","kx",6.85873369676312,1.78721474803014e-05,0.00636172512351933,2
"83",19,10,"type_10","kx",8.85873369676312,2.21102161220448e-05,0.00636172512351933,2
"84",20,10,"type_10","kx",16.8587336967631,2.21102161220448e-05,0.00636172512351933,2
"85",21,12,"type_12","kr",0,0.00022881591698003,0.00866618726285077,2
"86",22,12,"type_12","kr",3.85873369676312,0.00022881591698003,0.00866618726285077,2
"87",23,12,"type_12","kr",5.85873369676312,9.95320523353119e-05,0.00866618726285077,2
"88",24,12,"type_12","kr",7.85873369676312,9.95320523353119e-05,0.00866618726285077,2
"89",25,12,"type_12","kr",9.85873369676312,8.47002908993046e-05,0.00866618726285077,2
"90",26,12,"type_12","kr",15.8587336967631,8.47002908993046e-06,0.00866618726285077,2
"91",27,12,"type_12","kx",0,2.60605999546303e-05,0.00866618726285077,2
"92",28,12,"type_12","kx",6.85873369676312,2.60605999546303e-05,0.00866618726285077,2
"93",29,12,"type_12","kx",8.85873369676312,7.38898530868793e-05,0.00866618726285077,2
"94",30,12,"type_12","kx",16.8587336967631,7.38898530868793e-05,0.00866618726285077,2
"95",31,0,"type_0","kr",0,8.46736681740102e-05,NA,2
"96",32,0,"type_0","kr",10,8.46736681740102e-05,NA,2
"97",33,0,"type_0","kx",0,7.96376627978065e-05,NA,2
"98",34,0,"type_0","kx",10,7.96376627978065e-05,NA,2
"99",1,1,"type_1","kr",0,0.00022808119691223,0.0102070345315132,3
"100",2,1,"type_1","kr",6.19417686693253,0.00022808119691223,0.0102070345315132,3
"101",3,1,"type_1","kr",8.19417686693253,9.92408234862087e-05,0.0102070345315132,3
"102",4,1,"type_1","kr",10.1941768669325,9.92408234862087e-05,0.0102070345315132,3
"103",5,1,"type_1","kr",12.1941768669325,8.44518076280307e-05,0.0102070345315132,3
"104",6,1,"type_1","kr",18.1941768669325,8.44518076280306e-06,0.0102070345315132,3
"105",7,1,"type_1","kx",0,3.19167939488291e-05,0.0102070345315132,3
"106",8,1,"type_1","kx",9.19417686693253,3.19167939488291e-05,0.0102070345315132,3
"107",9,1,"type_1","kx",11.1941768669325,0.000143857516128474,0.0102070345315132,3
"108",10,1,"type_1","kx",19.1941768669325,0.000143857516128474,0.0102070345315132,3
"109",11,2,"type_2","kr",0,0.000231536164038659,0.00411118435776262,3
"110",12,2,"type_2","kr",5.46484564400149,0.000231536164038659,0.00411118435776262,3
"111",13,2,"type_2","kr",7.46484564400149,0.000100612101150009,0.00411118435776262,3
"112",14,2,"type_2","kr",9.46484564400149,0.000100612101150009,0.00411118435776262,3
"113",15,2,"type_2","kr",11.4648456440015,8.56224826943776e-05,0.00411118435776262,3
"114",16,2,"type_2","kr",17.4648456440015,8.56224826943776e-06,0.00411118435776262,3
"115",17,2,"type_2","kx",0,1.06203969878689e-05,0.00411118435776262,3
"116",18,2,"type_2","kx",8.46484564400149,1.06203969878689e-05,0.00411118435776262,3
"117",19,2,"type_2","kx",10.4648456440015,1.34266451015779e-05,0.00411118435776262,3
"118",20,2,"type_2","kx",18.4648456440015,1.34266451015779e-05,0.00411118435776262,3
"119",21,3,"type_3","kr",0,0.000230622599776339,0.00544325105881123,3
"120",22,3,"type_3","kr",5.46484564400149,0.000230622599776339,0.00544325105881123,3
"121",23,3,"type_3","kr",7.46484564400149,0.000100249063365166,0.00544325105881123,3
"122",24,3,"type_3","kr",9.46484564400149,0.000100249063365166,0.00544325105881123,3
"123",25,3,"type_3","kr",11.4648456440015,8.53123908427297e-05,0.00544325105881123,3
"124",26,3,"type_3","kr",17.4648456440015,8.53123908427297e-06,0.00544325105881123,3
"125",27,3,"type_3","kx",0,1.48168031127166e-05,0.00544325105881123,3
"126",28,3,"type_3","kx",8.46484564400149,1.48168031127166e-05,0.00544325105881123,3
"127",29,3,"type_3","kx",10.4648456440015,1.49682108342484e-05,0.00544325105881123,3
"128",30,3,"type_3","kx",18.4648456440015,1.49682108342484e-05,0.00544325105881123,3
"129",31,4,"type_4","kr",0,0.000230181737086736,0.00615678267613671,3
"130",32,4,"type_4","kr",5.46484564400149,0.000230181737086736,0.00615678267613671,3
"131",33,4,"type_4","kr",7.46484564400149,0.000100073984858117,0.00615678267613671,3
"132",34,4,"type_4","kr",9.46484564400149,0.000100073984858117,0.00615678267613671,3
"133",35,4,"type_4","kr",11.4648456440015,8.51628869953235e-05,0.00615678267613671,3
"134",36,4,"type_4","kr",17.4648456440015,8.51628869953235e-06,0.00615678267613671,3
"135",37,4,"type_4","kx",0,1.7179545134061e-05,0.00615678267613671,3
"136",38,4,"type_4","kx",8.46484564400149,1.7179545134061e-05,0.00615678267613671,3
"137",39,4,"type_4","kx",10.4648456440015,1.99718015907776e-05,0.00615678267613671,3
"138",40,4,"type_4","kx",18.4648456440015,1.99718015907776e-05,0.00615678267613671,3
"139",41,5,"type_5","kr",0,0.000229673780393814,0.00703685469221624,3
"140",42,5,"type_5","kr",5.46484564400149,0.000229673780393814,0.00703685469221624,3
"141",43,5,"type_5","kr",7.46484564400149,9.98723536459662e-05,0.00703685469221624,3
"142",44,5,"type_5","kr",9.46484564400149,9.98723536459662e-05,0.00703685469221624,3
"143",45,5,"type_5","kr",11.4648456440015,8.49907427587971e-05,0.00703685469221624,3
"144",46,5,"type_5","kr",17.4648456440015,8.49907427587971e-06,0.00703685469221624,3
"145",47,5,"type_5","kx",0,2.0196261082665e-05,0.00703685469221624,3
"146",48,5,"type_5","kx",8.46484564400149,2.0196261082665e-05,0.00703685469221624,3
"147",49,5,"type_5","kx",10.4648456440015,3.1698293193266e-05,0.00703685469221624,3
"148",50,5,"type_5","kx",18.4648456440015,3.1698293193266e-05,0.00703685469221624,3
"149",51,10,"type_10","kr",0,0.000226385478212392,0.0142903292792902,3
"150",52,10,"type_10","kr",2.78915718194442,0.000226385478212392,0.0142903292792902,3
"151",53,10,"type_10","kr",4.78915718194442,9.85694589424085e-05,0.0142903292792902,3
"152",54,10,"type_10","kr",6.78915718194442,9.85694589424085e-05,0.0142903292792902,3
"153",55,10,"type_10","kr",8.78915718194441,8.38792907999485e-05,0.0142903292792902,3
"154",56,10,"type_10","kr",14.7891571819444,8.38792907999485e-06,0.0142903292792902,3
"155",57,10,"type_10","kx",0,4.87508994375908e-05,0.0142903292792902,3
"156",58,10,"type_10","kx",5.78915718194442,4.87508994375908e-05,0.0142903292792902,3
"157",59,10,"type_10","kx",7.78915718194442,0.000508521011009132,0.0142903292792902,3
"158",60,10,"type_10","kx",15.7891571819444,0.000508521011009132,0.0142903292792902,3
"159",61,12,"type_12","kr",0,0.000225387251557019,0.017048725199331,3
"160",62,12,"type_12","kr",2.78915718194442,0.000225387251557019,0.017048725199331,3
"161",63,12,"type_12","kr",4.78915718194442,9.81747552943484e-05,0.017048725199331,3
"162",64,12,"type_12","kr",6.78915718194442,9.81747552943484e-05,0.017048725199331,3
"163",65,12,"type_12","kr",8.78915718194441,8.35429081007565e-05,0.017048725199331,3
"164",66,12,"type_12","kr",14.7891571819444,8.35429081007565e-06,0.017048725199331,3
"165",67,12,"type_12","kx",0,6.11039533137879e-05,0.017048725199331,3
"166",68,12,"type_12","kx",5.78915718194442,6.11039533137879e-05,0.017048725199331,3
"167",69,12,"type_12","kx",7.78915718194442,0.000930107044591345,0.017048725199331,3
"168",70,12,"type_12","kx",15.7891571819444,0.000930107044591345,0.017048725199331,3
"169",71,0,"type_0","kr",0,8.44518076280307e-05,NA,3
"170",72,0,"type_0","kr",10,8.44518076280307e-05,NA,3
"171",73,0,"type_0","kx",0,0.000143857516128474,NA,3
"172",74,0,"type_0","kx",10,0.000143857516128474,NA,3
"173",1,1,"type_1","kr",0,0.000228408760620365,0.00950331777710912,4
"174",2,1,"type_1","kr",8.03895872687774,0.000228408760620365,0.00950331777710912,4
"175",3,1,"type_1","kr",10.0389587268777,9.93706379681509e-05,0.00950331777710912,4
"176",4,1,"type_1","kr",12.0389587268777,9.93706379681509e-05,0.00950331777710912,4
"177",5,1,"type_1","kr",14.0389587268777,8.45625586270809e-05,0.00950331777710912,4
"178",6,1,"type_1","kr",20.0389587268777,8.45625586270809e-06,0.00950331777710912,4
"179",7,1,"type_1","kx",0,2.92062775938279e-05,0.00950331777710912,4
