"","Time","Krs","sam","soil_type","loc"
"46",0.6,3.92422102246727e-06,2,"loam","Palermo, Italy"
"47",0.8,5.9042705699135e-06,2,"loam","Palermo, Italy"
"48",1,8.06102883691826e-06,2,"loam","Palermo, Italy"
"49",1.2,9.53812263574103e-06,2,"loam","Palermo, Italy"
"50",1.4,1.0369495893611e-05,2,"loam","Palermo, Italy"
"51",1.6,1.13191808483832e-05,2,"loam","Palermo, Italy"
"52",1.8,1.13191808483832e-05,2,"loam","Palermo, Italy"
"53",2,1.25147918370559e-05,2,"loam","Palermo, Italy"
"54",2.2,1.28911709424782e-05,2,"loam","Palermo, Italy"
"55",2.4,1.31890155322121e-05,2,"loam","Palermo, Italy"
"56",2.6,1.65434454242078e-05,2,"loam","Palermo, Italy"
"57",2.8,1.67640066917709e-05,2,"loam","Palermo, Italy"
"58",3,1.95501844640704e-05,2,"loam","Palermo, Italy"
"59",3.2,2.3410597098145e-05,2,"loam","Palermo, Italy"
"60",3.4,2.54029908914382e-05,2,"loam","Palermo, Italy"
"61",3.6,3.23983992993035e-05,2,"loam","Palermo, Italy"
"62",3.8,3.36918002092426e-05,2,"loam","Palermo, Italy"
"63",4,4.01828488094972e-05,2,"loam","Palermo, Italy"
"64",4.2,4.19416792847985e-05,2,"loam","Palermo, Italy"
"65",4.4,4.48691539928406e-05,2,"loam","Palermo, Italy"
"66",4.6,4.60292947528037e-05,2,"loam","Palermo, Italy"
"67",4.8,4.80263909181988e-05,2,"loam","Palermo, Italy"
"68",5,4.87471699755057e-05,2,"loam","Palermo, Italy"
"69",5.2,5.00317163252168e-05,2,"loam","Palermo, Italy"
"70",5.4,5.05435311855007e-05,2,"loam","Palermo, Italy"
"71",5.6,5.12643451653997e-05,2,"loam","Palermo, Italy"
"72",5.8,5.15701691132623e-05,2,"loam","Palermo, Italy"
"73",6,5.20099666988374e-05,2,"loam","Palermo, Italy"
"74",6.2,5.21889059170798e-05,2,"loam","Palermo, Italy"
"75",6.4,5.24479468933072e-05,2,"loam","Palermo, Italy"
"76",6.6,5.24464607272837e-05,2,"loam","Palermo, Italy"
"77",6.8,5.23973187339358e-05,2,"loam","Palermo, Italy"
"78",7,5.2351495688242e-05,2,"loam","Palermo, Italy"
"79",7.2,5.18654650989026e-05,2,"loam","Palermo, Italy"
"80",7.4,5.15750629372355e-05,2,"loam","Palermo, Italy"
"81",7.6,5.07341291512811e-05,2,"loam","Palermo, Italy"
"82",7.8,5.01935534797641e-05,2,"loam","Palermo, Italy"
"83",8,5.01935534797641e-05,2,"loam","Palermo, Italy"
"84",8.2,4.7973362518409e-05,2,"loam","Palermo, Italy"
"85",8.4,4.7973362518409e-05,2,"loam","Palermo, Italy"
"86",8.6,4.5663208620364e-05,2,"loam","Palermo, Italy"
"87",8.8,4.49700476366324e-05,2,"loam","Palermo, Italy"
"88",9,4.35144107035288e-05,2,"loam","Palermo, Italy"
"89",0.4,8.91120920135719e-06,3,"loam","Palermo, Italy"
"90",0.6,1.1634311667293e-05,3,"loam","Palermo, Italy"
"91",0.8,1.35678980241609e-05,3,"loam","Palermo, Italy"
"92",1,1.47224955655689e-05,3,"loam","Palermo, Italy"
"93",1.2,1.53637137012377e-05,3,"loam","Palermo, Italy"
"94",1.4,1.5673521991561e-05,3,"loam","Palermo, Italy"
"95",1.6,1.58689611242488e-05,3,"loam","Palermo, Italy"
"96",1.8,1.60160089987736e-05,3,"loam","Palermo, Italy"
"97",2,1.95574314329358e-05,3,"loam","Palermo, Italy"
"98",2.2,2.40772294443414e-05,3,"loam","Palermo, Italy"
"99",2.4,2.98844438471863e-05,3,"loam","Palermo, Italy"
"100",2.6,3.86856624854971e-05,3,"loam","Palermo, Italy"
"101",2.8,4.63175640657395e-05,3,"loam","Palermo, Italy"
"102",3,5.21424263746835e-05,3,"loam","Palermo, Italy"
"103",3.2,6.01064544274904e-05,3,"loam","Palermo, Italy"
"104",3.4,7.08377620110546e-05,3,"loam","Palermo, Italy"
"105",3.6,8.25871079202249e-05,3,"loam","Palermo, Italy"
"106",3.8,9.80856140049645e-05,3,"loam","Palermo, Italy"
"107",4,0.000106470016137477,3,"loam","Palermo, Italy"
"108",4.2,0.00011847117774771,3,"loam","Palermo, Italy"
"109",4.4,0.00012942683937495,3,"loam","Palermo, Italy"
"110",4.6,0.00014261148319423,3,"loam","Palermo, Italy"
"111",4.8,0.000151617709733245,3,"loam","Palermo, Italy"
"112",5,0.000159335767007533,3,"loam","Palermo, Italy"
"113",5.2,0.000164048148505272,3,"loam","Palermo, Italy"
"114",5.4,0.00016849967742626,3,"loam","Palermo, Italy"
"115",5.6,0.000169023073448152,3,"loam","Palermo, Italy"
"116",5.8,0.000168972837331371,3,"loam","Palermo, Italy"
"117",6,0.000172896423149581,3,"loam","Palermo, Italy"
"118",6.2,0.000175813035215792,3,"loam","Palermo, Italy"
"119",6.4,0.000176653621548782,3,"loam","Palermo, Italy"
"120",6.6,0.000177778477324327,3,"loam","Palermo, Italy"
"121",6.8,0.000179082562409055,3,"loam","Palermo, Italy"
"122",7,0.00018057913151478,3,"loam","Palermo, Italy"
"123",7.2,0.000181391360397488,3,"loam","Palermo, Italy"
"124",7.4,0.000180153352249911,3,"loam","Palermo, Italy"
"125",7.6,0.000182479277767036,3,"loam","Palermo, Italy"
"126",7.8,0.000185764450798978,3,"loam","Palermo, Italy"
"127",8,0.000196253183899546,3,"loam","Palermo, Italy"
"128",8.2,0.00020190512530792,3,"loam","Palermo, Italy"
"129",8.4,0.000211291671413386,3,"loam","Palermo, Italy"
"130",8.6,0.000223748352465252,3,"loam","Palermo, Italy"
"131",8.8,0.00023612725616359,3,"loam","Palermo, Italy"
"132",9,0.00025550775762517,3,"loam","Palermo, Italy"
"133",0.4,7.47821967547185e-06,4,"loam","Palermo, Italy"
"134",0.6,1.05459006777461e-05,4,"loam","Palermo, Italy"
"135",0.8,1.25574143584499e-05,4,"loam","Palermo, Italy"
"136",1,1.37604260000226e-05,4,"loam","Palermo, Italy"
"137",1.2,1.44251519373372e-05,4,"loam","Palermo, Italy"
"138",1.4,1.47782114567542e-05,4,"loam","Palermo, Italy"
"139",1.6,1.49691792666712e-05,4,"loam","Palermo, Italy"
"140",1.8,1.50708991346339e-05,4,"loam","Palermo, Italy"
"141",2,1.51241736800916e-05,4,"loam","Palermo, Italy"
"142",2.2,1.58154094240996e-05,4,"loam","Palermo, Italy"
"143",2.4,1.89985049130197e-05,4,"loam","Palermo, Italy"
"144",2.6,1.99521061537005e-05,4,"loam","Palermo, Italy"
"145",2.8,2.31676031436287e-05,4,"loam","Palermo, Italy"
"146",3,2.87855333798549e-05,4,"loam","Palermo, Italy"
"147",3.2,3.55666964648236e-05,4,"loam","Palermo, Italy"
"148",3.4,4.15600596475111e-05,4,"loam","Palermo, Italy"
"149",3.6,4.60352467589423e-05,4,"loam","Palermo, Italy"
"150",3.8,4.92022166394494e-05,4,"loam","Palermo, Italy"
"151",4,5.49162597017597e-05,4,"loam","Palermo, Italy"
"152",4.2,5.96302102031957e-05,4,"loam","Palermo, Italy"
"153",4.4,6.66612884253015e-05,4,"loam","Palermo, Italy"
"154",4.6,7.30673594796693e-05,4,"loam","Palermo, Italy"
"155",4.8,7.68186705306774e-05,4,"loam","Palermo, Italy"
"156",5,8.20619412538783e-05,4,"loam","Palermo, Italy"
"157",5.2,8.32895058710517e-05,4,"loam","Palermo, Italy"
"158",5.4,8.4012731287397e-05,4,"loam","Palermo, Italy"
"159",5.6,8.44384822990652e-05,4,"loam","Palermo, Italy"
"160",5.8,8.46736664876211e-05,4,"loam","Palermo, Italy"
"161",6,8.48075863336488e-05,4,"loam","Palermo, Italy"
"162",6.2,8.48836989828308e-05,4,"loam","Palermo, Italy"
"163",6.4,8.68871579627739e-05,4,"loam","Palermo, Italy"
"164",6.6,8.68898950558516e-05,4,"loam","Palermo, Italy"
"165",6.8,8.85255415765855e-05,4,"loam","Palermo, Italy"
"166",7,8.99171646146817e-05,4,"loam","Palermo, Italy"
"167",7.2,8.9667881880977e-05,4,"loam","Palermo, Italy"
"168",7.4,8.9215736222089e-05,4,"loam","Palermo, Italy"
"169",7.6,8.86147945592096e-05,4,"loam","Palermo, Italy"
"170",7.8,8.78831429327498e-05,4,"loam","Palermo, Italy"
"171",8,8.84408674437116e-05,4,"loam","Palermo, Italy"
"172",8.2,8.86685200424293e-05,4,"loam","Palermo, Italy"
"173",8.4,9.02333871648152e-05,4,"loam","Palermo, Italy"
"174",8.6,8.98169109901617e-05,4,"loam","Palermo, Italy"
"175",8.8,9.06036596605674e-05,4,"loam","Palermo, Italy"
"176",9,8.8913334879958e-05,4,"loam","Palermo, Italy"
"177",0.4,7.25503453950912e-06,5,"loam","Palermo, Italy"
"178",0.6,1.05952081847606e-05,5,"loam","Palermo, Italy"
"179",0.8,1.2543776210309e-05,5,"loam","Palermo, Italy"
"180",1,1.38658751729362e-05,5,"loam","Palermo, Italy"
"181",1.2,1.41399797379246e-05,5,"loam","Palermo, Italy"
"182",1.4,1.44762973914656e-05,5,"loam","Palermo, Italy"
"183",1.6,1.46109341798453e-05,5,"loam","Palermo, Italy"
"184",1.8,1.46570674454019e-05,5,"loam","Palermo, Italy"
"185",2,1.46800945744178e-05,5,"loam","Palermo, Italy"
"186",2.2,1.46999092080753e-05,5,"loam","Palermo, Italy"
"187",2.4,1.47056406837993e-05,5,"loam","Palermo, Italy"
"188",2.6,1.47085607981313e-05,5,"loam","Palermo, Italy"
"189",2.8,1.47103672319267e-05,5,"loam","Palermo, Italy"
"190",3,2.25838742270314e-05,5,"loam","Palermo, Italy"
"191",3.2,2.56514588629796e-05,5,"loam","Palermo, Italy"
"192",3.4,3.21228172612993e-05,5,"loam","Palermo, Italy"
"193",3.6,3.86747340733628e-05,5,"loam","Palermo, Italy"
"194",3.8,4.48389481520401e-05,5,"loam","Palermo, Italy"
"195",4,5.12556051659591e-05,5,"loam","Palermo, Italy"
"196",4.2,5.67530909577257e-05,5,"loam","Palermo, Italy"
"197",4.4,6.47990557986269e-05,5,"loam","Palermo, Italy"
"198",4.6,6.81118482229759e-05,5,"loam","Palermo, Italy"
"199",4.8,7.10135054624167e-05,5,"loam","Palermo, Italy"
"200",5,8.20725773652098e-05,5,"loam","Palermo, Italy"
"201",5.2,8.61457746035981e-05,5,"loam","Palermo, Italy"
"202",5.4,9.51024753291845e-05,5,"loam","Palermo, Italy"
"203",5.6,0.000105136112375972,5,"loam","Palermo, Italy"
"204",5.8,0.000107684437567667,5,"loam","Palermo, Italy"
"205",6,0.000114621606151632,5,"loam","Palermo, Italy"
"206",6.2,0.000122803672922059,5,"loam","Palermo, Italy"
"207",6.4,0.000129692085964755,5,"loam","Palermo, Italy"
"208",6.6,0.000135008256608345,5,"loam","Palermo, Italy"
"209",6.8,0.000141048633006758,5,"loam","Palermo, Italy"
"210",7,0.000142541207807312,5,"loam","Palermo, Italy"
"211",7.2,0.000143130528253649,5,"loam","Palermo, Italy"
"212",7.4,0.000142025788555691,5,"loam","Palermo, Italy"
"213",7.6,0.000141149024783467,5,"loam","Palermo, Italy"
"214",7.8,0.000141914843767061,5,"loam","Palermo, Italy"
"215",8,0.000139851505609014,5,"loam","Palermo, Italy"
"216",8.2,0.000138434393294878,5,"loam","Palermo, Italy"
"217",8.4,0.000137407669631174,5,"loam","Palermo, Italy"
"218",8.6,0.000137365928470021,5,"loam","Palermo, Italy"
"219",8.8,0.000136754594870665,5,"loam","Palermo, Italy"
"220",9,0.000136779232125446,5,"loam","Palermo, Italy"
"221",0.4,9.78923912739818e-06,9,"loam","Palermo, Italy"
"222",0.6,1.33126663027235e-05,9,"loam","Palermo, Italy"
"223",0.8,1.49518617269366e-05,9,"loam","Palermo, Italy"
"224",1,1.57667326968625e-05,9,"loam","Palermo, Italy"
"225",1.2,1.62041858473484e-05,9,"loam","Palermo, Italy"
"226",1.4,1.64117479300183e-05,9,"loam","Palermo, Italy"
"227",1.6,1.65411805321096e-05,9,"loam","Palermo, Italy"
"228",1.8,1.6581662116645e-05,9,"loam","Palermo, Italy"
"229",2,1.66066761831608e-05,9,"loam","Palermo, Italy"
"230",2.2,1.66278087691466e-05,9,"loam","Palermo, Italy"
"231",2.4,1.6633484275934e-05,9,"loam","Palermo, Italy"
"232",2.6,1.6635566228949e-05,9,"loam","Palermo, Italy"
"233",2.8,1.66371300202639e-05,9,"loam","Palermo, Italy"
"234",3,1.66380235727311e-05,9,"loam","Palermo, Italy"
"235",3.2,1.66383797779681e-05,9,"loam","Palermo, Italy"
"236",3.4,1.6638492566976e-05,9,"loam","Palermo, Italy"
"237",3.6,1.66385976058483e-05,9,"loam","Palermo, Italy"
"238",3.8,1.66386274470562e-05,9,"loam","Palermo, Italy"
"239",4,1.66386424359113e-05,9,"loam","Palermo, Italy"
"240",4.2,1.66386540152924e-05,9,"loam","Palermo, Italy"
"241",4.4,1.66386575309855e-05,9,"loam","Palermo, Italy"
"242",4.6,1.66386598336306e-05,9,"loam","Palermo, Italy"
"243",4.8,1.66386608167169e-05,9,"loam","Palermo, Italy"
"244",5,1.66386612560868e-05,9,"loam","Palermo, Italy"
"245",5.2,1.66386614608509e-05,9,"loam","Palermo, Italy"
"246",5.4,1.6624288982415e-05,9,"loam","Palermo, Italy"
"247",5.6,1.6425939404703e-05,9,"loam","Palermo, Italy"
"248",5.8,1.6120866042899e-05,9,"loam","Palermo, Italy"
"249",6,1.6370063397727e-05,9,"loam","Palermo, Italy"
"250",6.2,2.11111403077763e-05,9,"loam","Palermo, Italy"
"251",6.4,2.35712169537831e-05,9,"loam","Palermo, Italy"
"252",6.6,2.97878875034104e-05,9,"loam","Palermo, Italy"
"253",6.8,3.96061842548186e-05,9,"loam","Palermo, Italy"
"254",7,4.58098678130181e-05,9,"loam","Palermo, Italy"
"255",7.2,5.87525699929573e-05,9,"loam","Palermo, Italy"
"256",7.4,6.40290535080051e-05,9,"loam","Palermo, Italy"
"257",7.6,7.06224896527854e-05,9,"loam","Palermo, Italy"
"258",7.8,7.97635810550367e-05,9,"loam","Palermo, Italy"
"259",8,8.23801915430733e-05,9,"loam","Palermo, Italy"
"260",8.2,8.98978877582682e-05,9,"loam","Palermo, Italy"
"261",8.4,0.000106933623414193,9,"loam","Palermo, Italy"
"262",8.6,0.00013890977463644,9,"loam","Palermo, Italy"
"263",8.8,0.000166658207292494,9,"loam","Palermo, Italy"
"264",9,0.00018727288294702,9,"loam","Palermo, Italy"
"265",0.4,8.51588637994294e-06,10,"loam","Palermo, Italy"
"266",0.6,1.17186069048145e-05,10,"loam","Palermo, Italy"
"267",0.8,1.38344833563087e-05,10,"loam","Palermo, Italy"
"268",1,1.48772823254325e-05,10,"loam","Palermo, Italy"
"269",1.2,1.55399814412135e-05,10,"loam","Palermo, Italy"
"270",1.4,1.58013782547445e-05,10,"loam","Palermo, Italy"
"271",1.6,1.5979093134908e-05,10,"loam","Palermo, Italy"
"272",1.8,1.60477318447395e-05,10,"loam","Palermo, Italy"
"273",2,1.60947459910398e-05,10,"loam","Palermo, Italy"
"274",2.2,1.68458048594009e-05,10,"loam","Palermo, Italy"
"275",2.4,2.0292034700784e-05,10,"loam","Palermo, Italy"
"276",2.6,2.4751705711649e-05,10,"loam","Palermo, Italy"
"277",2.8,3.02107811910528e-05,10,"loam","Palermo, Italy"
"278",3,3.39525465830986e-05,10,"loam","Palermo, Italy"
"279",3.2,3.7569619483493e-05,10,"loam","Palermo, Italy"
"280",3.4,4.44553520150168e-05,10,"loam","Palermo, Italy"
"281",3.6,4.96828191603759e-05,10,"loam","Palermo, Italy"
"282",3.8,5.56433571016552e-05,10,"loam","Palermo, Italy"
"283",4,5.9565025977369e-05,10,"loam","Palermo, Italy"
"284",4.2,6.32882314364869e-05,10,"loam","Palermo, Italy"
"285",4.4,6.90528005597776e-05,10,"loam","Palermo, Italy"
"286",4.6,7.72359083933963e-05,10,"loam","Palermo, Italy"
"287",4.8,8.47072812334161e-05,10,"loam","Palermo, Italy"
"288",5,9.08796644405172e-05,10,"loam","Palermo, Italy"
"289",5.2,9.49511646291275e-05,10,"loam","Palermo, Italy"
"290",5.4,9.80393647320284e-05,10,"loam","Palermo, Italy"
"291",5.6,9.9645509962151e-05,10,"loam","Palermo, Italy"
"292",5.8,0.000100562067941066,10,"loam","Palermo, Italy"
"293",6,0.000100976157041087,10,"loam","Palermo, Italy"
"294",6.2,0.00010102573773741,10,"loam","Palermo, Italy"
"295",6.4,0.000102189008599387,10,"loam","Palermo, Italy"
"296",6.6,0.000101510971528096,10,"loam","Palermo, Italy"
"297",6.8,0.000100892627971966,10,"loam","Palermo, Italy"
"298",7,9.94948817252445e-05,10,"loam","Palermo, Italy"
"299",7.2,9.82172214589157e-05,10,"loam","Palermo, Italy"
"300",7.4,9.64720762000101e-05,10,"loam","Palermo, Italy"
"301",7.6,9.452958849778e-05,10,"loam","Palermo, Italy"
"302",7.8,9.62070162240384e-05,10,"loam","Palermo, Italy"
"303",8,9.9665231139808e-05,10,"loam","Palermo, Italy"
"304",8.2,9.93076790830316e-05,10,"loam","Palermo, Italy"
"305",8.4,9.75877927071382e-05,10,"loam","Palermo, Italy"
"306",8.6,9.72243784014882e-05,10,"loam","Palermo, Italy"
"307",8.8,9.82793871457097e-05,10,"loam","Palermo, Italy"
"308",9,9.77926151974568e-05,10,"loam","Palermo, Italy"
"309",0.4,9.5052584771145e-06,11,"loam","Palermo, Italy"
"310",0.6,1.15716671261841e-05,11,"loam","Palermo, Italy"
"311",0.8,1.23170525325632e-05,11,"loam","Palermo, Italy"
"312",1,1.29576517407866e-05,11,"loam","Palermo, Italy"
"313",1.2,1.31730671318692e-05,11,"loam","Palermo, Italy"
"314",1.4,1.32866559383554e-05,11,"loam","Palermo, Italy"
"315",1.6,1.33170279108389e-05,11,"loam","Palermo, Italy"
"316",1.8,1.33297273731778e-05,11,"loam","Palermo, Italy"
"317",2,1.3334460173662e-05,11,"loam","Palermo, Italy"
"318",2.2,1.33382337085374e-05,11,"loam","Palermo, Italy"
"319",2.4,1.42238019289727e-05,11,"loam","Palermo, Italy"
"320",2.6,1.84683070414709e-05,11,"loam","Palermo, Italy"
"321",2.8,2.31058172302235e-05,11,"loam","Palermo, Italy"
"322",3,2.8398569932778e-05,11,"loam","Palermo, Italy"
"323",3.2,3.67902385078939e-05,11,"loam","Palermo, Italy"
"324",3.4,4.11663581785263e-05,11,"loam","Palermo, Italy"
"325",3.6,4.81035643528962e-05,11,"loam","Palermo, Italy"
"326",3.8,5.22074969640366e-05,11,"loam","Palermo, Italy"
"327",4,6.02262382140039e-05,11,"loam","Palermo, Italy"
"328",4.2,6.5422291022579e-05,11,"loam","Palermo, Italy"
"329",4.4,6.99268726934783e-05,11,"loam","Palermo, Italy"
"330",4.6,7.52955030778346e-05,11,"loam","Palermo, Italy"
"331",4.8,8.07358818595275e-05,11,"loam","Palermo, Italy"
"332",5,8.79202040418646e-05,11,"loam","Palermo, Italy"
"333",5.2,9.68933945008185e-05,11,"loam","Palermo, Italy"
"334",5.4,0.000102353952102273,11,"loam","Palermo, Italy"
"335",5.6,0.000108289026187323,11,"loam","Palermo, Italy"
"336",5.8,0.000113474716228908,11,"loam","Palermo, Italy"
"337",6,0.000115316805761545,11,"loam","Palermo, Italy"
"338",6.2,0.00011685047692679,11,"loam","Palermo, Italy"
"339",6.4,0.000118482319837958,11,"loam","Palermo, Italy"
"340",6.6,0.000117871264827316,11,"loam","Palermo, Italy"
"341",6.8,0.000117649578269428,11,"loam","Palermo, Italy"
"342",7,0.000119211373940205,11,"loam","Palermo, Italy"
"343",7.2,0.000121718856255562,11,"loam","Palermo, Italy"
"344",7.4,0.000123921705904514,11,"loam","Palermo, Italy"
"345",7.6,0.000129761886990932,11,"loam","Palermo, Italy"
"346",7.8,0.000134059961759269,11,"loam","Palermo, Italy"
"347",8,0.000137699519330381,11,"loam","Palermo, Italy"
"348",8.2,0.000140593415528335,11,"loam","Palermo, Italy"
"349",8.4,0.00014872854465207,11,"loam","Palermo, Italy"
"350",8.6,0.000155790438205788,11,"loam","Palermo, Italy"
"351",8.8,0.000163510551141376,11,"loam","Palermo, Italy"
"352",9,0.000172696652297679,11,"loam","Palermo, Italy"
"353",0.4,1.41761808864102e-05,12,"loam","Palermo, Italy"
"354",0.6,1.71462970841244e-05,12,"loam","Palermo, Italy"
"355",0.8,2.04848014291845e-05,12,"loam","Palermo, Italy"
"356",1,2.17042346107416e-05,12,"loam","Palermo, Italy"
"357",1.2,2.23448538293097e-05,12,"loam","Palermo, Italy"
"358",1.4,2.27739552650325e-05,12,"loam","Palermo, Italy"
"359",1.6,2.29402994961459e-05,12,"loam","Palermo, Italy"
"360",1.8,2.30190784798618e-05,12,"loam","Palermo, Italy"
"361",2,2.30521892254701e-05,12,"loam","Palermo, Italy"
"362",2.2,2.71110497038186e-05,12,"loam","Palermo, Italy"
"363",2.4,3.37455429600643e-05,12,"loam","Palermo, Italy"
"364",2.6,3.67539684622359e-05,12,"loam","Palermo, Italy"
"365",2.8,4.71165900820522e-05,12,"loam","Palermo, Italy"
"366",3,5.24625994898038e-05,12,"loam","Palermo, Italy"
"367",3.2,6.02764812152703e-05,12,"loam","Palermo, Italy"
"368",3.4,6.9230158339696e-05,12,"loam","Palermo, Italy"
"369",3.6,7.46766441871129e-05,12,"loam","Palermo, Italy"
"370",3.8,8.29638287550715e-05,12,"loam","Palermo, Italy"
"371",4,8.66119279933211e-05,12,"loam","Palermo, Italy"
"372",4.2,9.47809394061328e-05,12,"loam","Palermo, Italy"
"373",4.4,0.000101614694671578,12,"loam","Palermo, Italy"
"374",4.6,0.000105268069153787,12,"loam","Palermo, Italy"
"375",4.8,0.000113868525086355,12,"loam","Palermo, Italy"
"376",5,0.000118619605798423,12,"loam","Palermo, Italy"
"377",5.2,0.000122563731341971,12,"loam","Palermo, Italy"
"378",5.4,0.000123947248796602,12,"loam","Palermo, Italy"
"379",5.6,0.000123235836040472,12,"loam","Palermo, Italy"
"380",5.8,0.00012204261320917,12,"loam","Palermo, Italy"
"381",6,0.00012083890873148,12,"loam","Palermo, Italy"
"382",6.2,0.000118736777939866,12,"loam","Palermo, Italy"
"383",6.4,0.000117009469387726,12,"loam","Palermo, Italy"
"384",6.6,0.000117058161876513,12,"loam","Palermo, Italy"
"385",6.8,0.000119226082653967,12,"loam","Palermo, Italy"
"386",7,0.000121520331188319,12,"loam","Palermo, Italy"
"387",7.2,0.000124101569960429,12,"loam","Palermo, Italy"
"388",7.4,0.000126874661388101,12,"loam","Palermo, Italy"
"389",7.6,0.000129791627597784,12,"loam","Palermo, Italy"
"390",7.8,0.000132721430989176,12,"loam","Palermo, Italy"
"391",8,0.00013677363296296,12,"loam","Palermo, Italy"
"392",8.2,0.000140101305150497,12,"loam","Palermo, Italy"
"393",8.4,0.000148762516251708,12,"loam","Palermo, Italy"
"394",8.6,0.000154433638931961,12,"loam","Palermo, Italy"
"395",8.8,0.000164218097102149,12,"loam","Palermo, Italy"
"396",9,0.000177201983612825,12,"loam","Palermo, Italy"
"397",0.4,6.54892247919358e-06,13,"loam","Palermo, Italy"
"398",0.6,8.86169749505363e-06,13,"loam","Palermo, Italy"
"399",0.8,1.03826353995549e-05,13,"loam","Palermo, Italy"
"400",1,1.13780307373794e-05,13,"loam","Palermo, Italy"
"401",1.2,1.22223612074155e-05,13,"loam","Palermo, Italy"
"402",1.4,1.25841649916404e-05,13,"loam","Palermo, Italy"
"403",1.6,1.29308820112013e-05,13,"loam","Palermo, Italy"
"404",1.8,1.30545417582325e-05,13,"loam","Palermo, Italy"
"405",2,1.32198990993461e-05,13,"loam","Palermo, Italy"
"406",2.2,1.3249492301573e-05,13,"loam","Palermo, Italy"
"407",2.4,1.68214956824508e-05,13,"loam","Palermo, Italy"
"408",2.6,1.87741265721101e-05,13,"loam","Palermo, Italy"
"409",2.8,2.44391391521848e-05,13,"loam","Palermo, Italy"
"410",3,2.882700261328e-05,13,"loam","Palermo, Italy"
"411",3.2,3.24526022621112e-05,13,"loam","Palermo, Italy"
"412",3.4,4.0887462686534e-05,13,"loam","Palermo, Italy"
"413",3.6,4.73616324264245e-05,13,"loam","Palermo, Italy"
"414",3.8,5.78816174952628e-05,13,"loam","Palermo, Italy"
"415",4,6.56383237110721e-05,13,"loam","Palermo, Italy"
"416",4.2,7.62036045116815e-05,13,"loam","Palermo, Italy"
"417",4.4,8.50773291931841e-05,13,"loam","Palermo, Italy"
"418",4.6,9.23393911315576e-05,13,"loam","Palermo, Italy"
"419",4.8,0.000100954020510677,13,"loam","Palermo, Italy"
"420",5,0.000107486861063092,13,"loam","Palermo, Italy"
"421",5.2,0.000111871097477184,13,"loam","Palermo, Italy"
