"","node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","time","age","type","organ","length","K_type"
"1",0,1,1,0,0,-2,-0.0053,-0.0204,-2.0977,0.0068,0.0336,12,1,2,0.0999476863163927,1
"2",1,2,1,-0.0053,-0.0204,-2.0977,-0.0215,-0.0911,-2.4337,0.0068,0.1493,12,1,2,0.343739625297986,1
"3",2,3,1,-0.0215,-0.0911,-2.4337,-0.0223,-0.1241,-2.6065,0.0068,0.2084,12,1,2,0.175924642958285,1
"4",3,4,1,-0.0223,-0.1241,-2.6065,-0.0323,-0.1655,-2.8165,0.0068,0.2805,12,1,2,0.214275430229413,1
"5",4,5,1,-0.0323,-0.1655,-2.8165,-0.07,-0.2013,-3.0777,0.0068,0.3701,12,1,2,0.266323806671503,1
"6",5,6,1,-0.07,-0.2013,-3.0777,-0.0862,-0.2305,-3.2166,0.0068,0.4182,12,1,2,0.142857586427883,1
"7",6,7,1,-0.0862,-0.2305,-3.2166,-0.1311,-0.2854,-3.5482,0.0068,0.5323,12,1,2,0.339099660866831,1
"8",7,8,1,-0.1311,-0.2854,-3.5482,-0.1634,-0.3248,-3.7806,0.0068,0.6123,12,1,2,0.237918914758789,1
"9",8,9,1,-0.1634,-0.3248,-3.7806,-0.1933,-0.3569,-3.9815,0.0068,0.6815,12,1,2,0.2056337277783,1
"10",9,10,1,-0.1933,-0.3569,-3.9815,-0.2538,-0.4201,-4.282,0.0068,0.7868,12,1,2,0.312977219618297,1
"11",10,11,1,-0.2538,-0.4201,-4.282,-0.296,-0.4533,-4.44,0.0068,0.8429,12,1,2,0.166874443819298,1
"12",11,12,1,-0.296,-0.4533,-4.44,-0.3682,-0.5072,-4.6968,0.0068,0.9345,12,1,2,0.272147551890513,1
"13",12,13,1,-0.3682,-0.5072,-4.6968,-0.4058,-0.5336,-4.8334,0.0068,0.9829,12,1,2,0.144118978625302,1
"14",13,14,1,-0.4058,-0.5336,-4.8334,-0.4544,-0.5599,-4.9824,0.0068,1.0364,12,1,2,0.158917116762166,1
"15",14,15,1,-0.4544,-0.5599,-4.9824,-0.5487,-0.6178,-5.281,0.0068,1.1436,12,1,2,0.318444437853764,1
"16",15,16,1,-0.5487,-0.6178,-5.281,-0.5933,-0.6487,-5.4235,0.0068,1.1949,12,1,2,0.152480228226482,1
"17",16,17,1,-0.5933,-0.6487,-5.4235,-0.6779,-0.7056,-5.7053,0.0068,1.2957,12,1,2,0.299676508922538,1
"18",17,18,1,-0.6779,-0.7056,-5.7053,-0.706,-0.7238,-5.7991,0.0068,1.3292,12,1,2,0.0995956324343592,1
"19",18,19,1,-0.706,-0.7238,-5.7991,-0.798,-0.7633,-6.0498,0.0068,1.42,12,1,2,0.269953218169371,1
"20",19,20,1,-0.798,-0.7633,-6.0498,-0.8991,-0.7923,-6.3302,0.0068,1.5208,12,1,2,0.299476827150282,1
"21",20,21,1,-0.8991,-0.7923,-6.3302,-0.9822,-0.8353,-6.589,0.0068,1.6133,12,1,2,0.275194567533591,1
"22",21,22,1,-0.9822,-0.8353,-6.589,-1.0652,-0.8747,-6.8496,0.0068,1.7063,12,1,2,0.276321768957858,1
"23",22,23,1,-1.0652,-0.8747,-6.8496,-1.1236,-0.9025,-7.0262,0.0068,1.7696,12,1,2,0.188071688459481,1
"24",23,24,1,-1.1236,-0.9025,-7.0262,-1.1444,-0.913,-7.0952,0.0068,1.7941,12,1,2,0.0728278106220419,1
"25",24,25,1,-1.1444,-0.913,-7.0952,-1.2464,-0.9679,-7.3781,0.0068,1.8969,12,1,2,0.305696614309023,1
"26",25,26,1,-1.2464,-0.9679,-7.3781,-1.3244,-1.0095,-7.6234,0.0068,1.9846,12,1,2,0.260742497495134,1
"27",26,27,1,-1.3244,-1.0095,-7.6234,-1.4037,-1.0447,-7.9005,0.0068,2.0823,12,1,2,0.290365183863355,1
"28",27,28,1,-1.4037,-1.0447,-7.9005,-1.4397,-1.0591,-8.0121,0.0068,2.122,12,1,2,0.118143641386238,1
"29",28,29,1,-1.4397,-1.0591,-8.0121,-1.4544,-1.0656,-8.0592,0.0068,2.1388,12,1,2,0.0497669569091785,1
"30",29,30,1,-1.4544,-1.0656,-8.0592,-1.5325,-1.0994,-8.3065,0.0068,2.2268,12,1,2,0.26153267482286,1
"31",30,31,1,-1.5325,-1.0994,-8.3065,-1.5618,-1.1116,-8.3997,0.0068,2.2599,12,1,2,0.0984559292272432,1
"32",31,32,1,-1.5618,-1.1116,-8.3997,-1.6167,-1.1398,-8.5743,0.0068,2.3222,12,1,2,0.18518749957813,1
"33",32,33,1,-1.6167,-1.1398,-8.5743,-1.6918,-1.1751,-8.8068,0.0068,2.4053,12,1,2,0.24686504410305,1
"34",33,34,1,-1.6918,-1.1751,-8.8068,-1.7093,-1.1838,-8.8635,0.0068,2.4254,12,1,2,0.0599735775154353,1
"35",34,35,1,-1.7093,-1.1838,-8.8635,-1.7513,-1.2116,-9.0086,0.0068,2.4771,12,1,2,0.153593131356841,1
"36",35,36,1,-1.7513,-1.2116,-9.0086,-1.8261,-1.2582,-9.2646,0.0068,2.5682,12,1,2,0.270744529030598,1
"37",36,37,1,-1.8261,-1.2582,-9.2646,-1.9147,-1.316,-9.5788,0.0068,2.6797,12,1,2,0.331530451090092,1
"38",37,38,1,-1.9147,-1.316,-9.5788,-1.9626,-1.3473,-9.7557,0.0068,2.7423,12,1,2,0.185923936059884,1
"39",38,39,1,-1.9626,-1.3473,-9.7557,-2.0059,-1.3701,-9.9262,0.0068,2.8019,12,1,2,0.177383708383832,1
"40",39,40,1,-2.0059,-1.3701,-9.9262,-2.0579,-1.3933,-10.1205,0.0068,2.8701,12,1,2,0.202471553557531,1
"41",40,41,1,-2.0579,-1.3933,-10.1205,-2.0882,-1.4236,-10.3008,0.0068,2.9324,12,1,2,0.185322071000732,1
"42",0,42,2,0,0,-2,-0.0266,0.0592,-2.0761,0.0065,2.9814,9.0513,4,2,0.100017048546735,12
